NAME,GEO_ID,DP05_0001E,DP05_0001M,DP05_0001PE,DP05_0001PM,DP05_0002E,DP05_0002M,DP05_0002PE,DP05_0002PM,DP05_0003E,DP05_0003M,DP05_0003PE,DP05_0003PM,DP05_0004E,DP05_0004M,DP05_0004PE,DP05_0004PM,DP05_0005E,DP05_0005M,DP05_0005PE,DP05_0005PM,DP05_0006E,DP05_0006M,DP05_0006PE,DP05_0006PM,DP05_0007E,DP05_0007M,DP05_0007PE,DP05_0007PM,DP05_0008E,DP05_0008M,DP05_0008PE,DP05_0008PM,DP05_0009E,DP05_0009M,DP05_0009PE,DP05_0009PM,DP05_0010E,DP05_0010M,DP05_0010PE,DP05_0010PM,DP05_0011E,DP05_0011M,DP05_0011PE,DP05_0011PM,DP05_0012E,DP05_0012M,DP05_0012PE,DP05_0012PM,DP05_0013E,DP05_0013M,DP05_0013PE,DP05_0013PM,DP05_0014E,DP05_0014M,DP05_0014PE,DP05_0014PM,DP05_0015E,DP05_0015M,DP05_0015PE,DP05_0015PM,DP05_0016E,DP05_0016M,DP05_0016PE,DP05_0016PM,DP05_0017E,DP05_0017M,DP05_0017PE,DP05_0017PM,DP05_0018E,DP05_0018M,DP05_0018PE,DP05_0018PM,DP05_0019E,DP05_0019M,DP05_0019PE,DP05_0019PM,DP05_0020E,DP05_0020M,DP05_0020PE,DP05_0020PM,DP05_0021E,DP05_0021M,DP05_0021PE,DP05_0021PM,DP05_0022E,DP05_0022M,DP05_0022PE,DP05_0022PM,DP05_0023E,DP05_0023M,DP05_0023PE,DP05_0023PM,DP05_0024E,DP05_0024M,DP05_0024PE,DP05_0024PM,DP05_0025E,DP05_0025M,DP05_0025PE,DP05_0025PM,DP05_0026E,DP05_0026M,DP05_0026PE,DP05_0026PM,DP05_0027E,DP05_0027M,DP05_0027PE,DP05_0027PM,DP05_0028E,DP05_0028M,DP05_0028PE,DP05_0028PM,DP05_0029E,DP05_0029M,DP05_0029PE,DP05_0029PM,DP05_0030E,DP05_0030M,DP05_0030PE,DP05_0030PM,DP05_0031E,DP05_0031M,DP05_0031PE,DP05_0031PM,DP05_0032E,DP05_0032M,DP05_0032PE,DP05_0032PM,DP05_0033E,DP05_0033M,DP05_0033PE,DP05_0033PM,DP05_0034E,DP05_0034M,DP05_0034PE,DP05_0034PM,DP05_0035E,DP05_0035M,DP05_0035PE,DP05_0035PM,DP05_0036E,DP05_0036M,DP05_0036PE,DP05_0036PM,DP05_0037E,DP05_0037M,DP05_0037PE,DP05_0037PM,DP05_0038E,DP05_0038M,DP05_0038PE,DP05_0038PM,DP05_0039E,DP05_0039M,DP05_0039PE,DP05_0039PM,DP05_0040E,DP05_0040M,DP05_0040PE,DP05_0040PM,DP05_0041E,DP05_0041M,DP05_0041PE,DP05_0041PM,DP05_0042E,DP05_0042M,DP05_0042PE,DP05_0042PM,DP05_0043E,DP05_0043M,DP05_0043PE,DP05_0043PM,DP05_0044E,DP05_0044M,DP05_0044PE,DP05_0044PM,DP05_0045E,DP05_0045M,DP05_0045PE,DP05_0045PM,DP05_0046E,DP05_0046M,DP05_0046PE,DP05_0046PM,DP05_0047E,DP05_0047M,DP05_0047PE,DP05_0047PM,DP05_0048E,DP05_0048M,DP05_0048PE,DP05_0048PM,DP05_0049E,DP05_0049M,DP05_0049PE,DP05_0049PM,DP05_0050E,DP05_0050M,DP05_0050PE,DP05_0050PM,DP05_0051E,DP05_0051M,DP05_0051PE,DP05_0051PM,DP05_0052E,DP05_0052M,DP05_0052PE,DP05_0052PM,DP05_0053E,DP05_0053M,DP05_0053PE,DP05_0053PM,DP05_0054E,DP05_0054M,DP05_0054PE,DP05_0054PM,DP05_0055E,DP05_0055M,DP05_0055PE,DP05_0055PM,DP05_0056E,DP05_0056M,DP05_0056PE,DP05_0056PM,DP05_0057E,DP05_0057M,DP05_0057PE,DP05_0057PM,DP05_0058E,DP05_0058M,DP05_0058PE,DP05_0058PM,DP05_0059E,DP05_0059M,DP05_0059PE,DP05_0059PM,DP05_0060E,DP05_0060M,DP05_0060PE,DP05_0060PM,DP05_0061E,DP05_0061M,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062M,DP05_0062PE,DP05_0062PM,DP05_0063E,DP05_0063M,DP05_0063PE,DP05_0063PM,DP05_0064E,DP05_0064M,DP05_0064PE,DP05_0064PM,DP05_0065E,DP05_0065M,DP05_0065PE,DP05_0065PM,DP05_0066E,DP05_0066M,DP05_0066PE,DP05_0066PM,DP05_0067E,DP05_0067M,DP05_0067PE,DP05_0067PM,DP05_0068E,DP05_0068M,DP05_0068PE,DP05_0068PM,DP05_0069E,DP05_0069M,DP05_0069PE,DP05_0069PM,DP05_0070E,DP05_0070M,DP05_0070PE,DP05_0070PM,DP05_0071E,DP05_0071M,DP05_0071PE,DP05_0071PM,DP05_0072E,DP05_0072M,DP05_0072PE,DP05_0072PM,DP05_0073E,DP05_0073M,DP05_0073PE,DP05_0073PM,DP05_0074E,DP05_0074M,DP05_0074PE,DP05_0074PM,DP05_0075E,DP05_0075M,DP05_0075PE,DP05_0075PM,DP05_0076E,DP05_0076M,DP05_0076PE,DP05_0076PM,DP05_0077E,DP05_0077M,DP05_0077PE,DP05_0077PM,DP05_0078E,DP05_0078M,DP05_0078PE,DP05_0078PM,DP05_0079E,DP05_0079M,DP05_0079PE,DP05_0079PM,DP05_0080E,DP05_0080M,DP05_0080PE,DP05_0080PM,DP05_0081E,DP05_0081M,DP05_0081PE,DP05_0081PM,DP05_0082E,DP05_0082M,DP05_0082PE,DP05_0082PM,DP05_0083E,DP05_0083M,DP05_0083PE,DP05_0083PM,DP05_0084E,DP05_0084M,DP05_0084PE,DP05_0084PM,DP05_0085E,DP05_0085M,DP05_0085PE,DP05_0085PM,DP05_0086E,DP05_0086M,DP05_0086PE,DP05_0086PM,DP05_0087E,DP05_0087M,DP05_0087PE,DP05_0087PM,DP05_0088E,DP05_0088M,DP05_0088PE,DP05_0088PM,DP05_0089E,DP05_0089M,DP05_0089PE,DP05_0089PM,NAME,DP05_0001MA,DP05_0001EA,DP05_0001PEA,DP05_0001PMA,DP05_0002EA,DP05_0002MA,DP05_0002PMA,DP05_0002PEA,DP05_0003EA,DP05_0003MA,DP05_0003PEA,DP05_0003PMA,DP05_0004EA,DP05_0004MA,DP05_0004PEA,DP05_0004PMA,DP05_0005MA,DP05_0005EA,DP05_0005PMA,DP05_0005PEA,DP05_0006EA,DP05_0006MA,DP05_0006PMA,DP05_0006PEA,DP05_0007MA,DP05_0007EA,DP05_0007PEA,DP05_0007PMA,DP05_0008EA,DP05_0008MA,DP05_0008PEA,DP05_0008PMA,DP05_0009EA,DP05_0009MA,DP05_0009PEA,DP05_0009PMA,DP05_0010MA,DP05_0010EA,DP05_0010PEA,DP05_0010PMA,DP05_0011EA,DP05_0011MA,DP05_0011PEA,DP05_0011PMA,DP05_0012MA,DP05_0012EA,DP05_0012PMA,DP05_0012PEA,DP05_0013EA,DP05_0013MA,DP05_0013PEA,DP05_0013PMA,DP05_0014EA,DP05_0014MA,DP05_0014PEA,DP05_0014PMA,DP05_0015MA,DP05_0015EA,DP05_0015PEA,DP05_0015PMA,DP05_0016EA,DP05_0016MA,DP05_0016PMA,DP05_0016PEA,DP05_0017EA,DP05_0017MA,DP05_0017PMA,DP05_0017PEA,DP05_0018EA,DP05_0018MA,DP05_0018PEA,DP05_0018PMA,DP05_0019EA,DP05_0019MA,DP05_0019PEA,DP05_0019PMA,DP05_0020EA,DP05_0020MA,DP05_0020PEA,DP05_0020PMA,DP05_0021EA,DP05_0021MA,DP05_0021PEA,DP05_0021PMA,DP05_0022EA,DP05_0022MA,DP05_0022PEA,DP05_0022PMA,DP05_0023MA,DP05_0023EA,DP05_0023PMA,DP05_0023PEA,DP05_0024EA,DP05_0024MA,DP05_0024PEA,DP05_0024PMA,DP05_0025MA,DP05_0025EA,DP05_0025PEA,DP05_0025PMA,DP05_0026EA,DP05_0026MA,DP05_0026PEA,DP05_0026PMA,DP05_0027EA,DP05_0027MA,DP05_0027PMA,DP05_0027PEA,DP05_0028EA,DP05_0028MA,DP05_0028PMA,DP05_0028PEA,DP05_0029EA,DP05_0029MA,DP05_0029PEA,DP05_0029PMA,DP05_0030MA,DP05_0030EA,DP05_0030PEA,DP05_0030PMA,DP05_0031EA,DP05_0031MA,DP05_0031PEA,DP05_0031PMA,DP05_0032EA,DP05_0032MA,DP05_0032PEA,DP05_0032PMA,DP05_0033EA,DP05_0033MA,DP05_0033PEA,DP05_0033PMA,DP05_0034MA,DP05_0034EA,DP05_0034PMA,DP05_0034PEA,DP05_0035EA,DP05_0035MA,DP05_0035PEA,DP05_0035PMA,DP05_0036EA,DP05_0036MA,DP05_0036PEA,DP05_0036PMA,DP05_0037EA,DP05_0037MA,DP05_0037PMA,DP05_0037PEA,DP05_0038EA,DP05_0038MA,DP05_0038PEA,DP05_0038PMA,DP05_0039EA,DP05_0039MA,DP05_0039PMA,DP05_0039PEA,DP05_0040MA,DP05_0040EA,DP05_0040PEA,DP05_0040PMA,DP05_0041EA,DP05_0041MA,DP05_0041PEA,DP05_0041PMA,DP05_0042EA,DP05_0042MA,DP05_0042PMA,DP05_0042PEA,DP05_0043EA,DP05_0043MA,DP05_0043PEA,DP05_0043PMA,DP05_0044EA,DP05_0044MA,DP05_0044PEA,DP05_0044PMA,DP05_0045EA,DP05_0045MA,DP05_0045PMA,DP05_0045PEA,DP05_0046MA,DP05_0046EA,DP05_0046PEA,DP05_0046PMA,DP05_0047EA,DP05_0047MA,DP05_0047PEA,DP05_0047PMA,DP05_0048EA,DP05_0048MA,DP05_0048PEA,DP05_0048PMA,DP05_0049EA,DP05_0049MA,DP05_0049PEA,DP05_0049PMA,DP05_0050EA,DP05_0050MA,DP05_0050PMA,DP05_0050PEA,DP05_0051MA,DP05_0051EA,DP05_0051PEA,DP05_0051PMA,DP05_0052EA,DP05_0052MA,DP05_0052PMA,DP05_0052PEA,DP05_0053EA,DP05_0053MA,DP05_0053PEA,DP05_0053PMA,DP05_0054EA,DP05_0054MA,DP05_0054PEA,DP05_0054PMA,DP05_0055MA,DP05_0055EA,DP05_0055PEA,DP05_0055PMA,DP05_0056MA,DP05_0056EA,DP05_0056PMA,DP05_0056PEA,DP05_0057MA,DP05_0057EA,DP05_0057PEA,DP05_0057PMA,DP05_0058EA,DP05_0058MA,DP05_0058PEA,DP05_0058PMA,DP05_0059EA,DP05_0059MA,DP05_0059PEA,DP05_0059PMA,DP05_0060EA,DP05_0060MA,DP05_0060PEA,DP05_0060PMA,DP05_0061EA,DP05_0061MA,DP05_0061PMA,DP05_0061PEA,DP05_0062MA,DP05_0062EA,DP05_0062PEA,DP05_0062PMA,DP05_0063EA,DP05_0063MA,DP05_0063PEA,DP05_0063PMA,DP05_0064EA,DP05_0064MA,DP05_0064PEA,DP05_0064PMA,DP05_0065MA,DP05_0065EA,DP05_0065PEA,DP05_0065PMA,DP05_0066EA,DP05_0066MA,DP05_0066PEA,DP05_0066PMA,DP05_0067MA,DP05_0067EA,DP05_0067PMA,DP05_0067PEA,DP05_0068EA,DP05_0068MA,DP05_0068PEA,DP05_0068PMA,DP05_0069EA,DP05_0069MA,DP05_0069PEA,DP05_0069PMA,DP05_0070MA,DP05_0070EA,DP05_0070PEA,DP05_0070PMA,DP05_0071EA,DP05_0071MA,DP05_0071PEA,DP05_0071PMA,DP05_0072EA,DP05_0072MA,DP05_0072PEA,DP05_0072PMA,DP05_0073MA,DP05_0073EA,DP05_0073PMA,DP05_0073PEA,DP05_0074EA,DP05_0074MA,DP05_0074PEA,DP05_0074PMA,DP05_0075EA,DP05_0075MA,DP05_0075PEA,DP05_0075PMA,DP05_0076EA,DP05_0076MA,DP05_0076PEA,DP05_0076PMA,DP05_0077EA,DP05_0077MA,DP05_0077PEA,DP05_0077PMA,DP05_0078MA,DP05_0078EA,DP05_0078PMA,DP05_0078PEA,DP05_0079EA,DP05_0079MA,DP05_0079PEA,DP05_0079PMA,DP05_0080MA,DP05_0080EA,DP05_0080PEA,DP05_0080PMA,DP05_0081EA,DP05_0081MA,DP05_0081PEA,DP05_0081PMA,DP05_0082EA,DP05_0082MA,DP05_0082PMA,DP05_0082PEA,DP05_0083EA,DP05_0083MA,DP05_0083PEA,DP05_0083PMA,DP05_0084MA,DP05_0084EA,DP05_0084PMA,DP05_0084PEA,DP05_0085EA,DP05_0085MA,DP05_0085PEA,DP05_0085PMA,DP05_0086EA,DP05_0086MA,DP05_0086PEA,DP05_0086PMA,DP05_0087EA,DP05_0087MA,DP05_0087PEA,DP05_0087PMA,DP05_0088EA,DP05_0088MA,DP05_0088PEA,DP05_0088PMA,DP05_0089MA,DP05_0089EA,DP05_0089PMA,DP05_0089PEA,state,congressional district
"Congressional District 7 (116th Congress), Alabama",5001600US0107,660468,11651,660468,-888888888,310422,6656,47.0,0.7,350046,7883,53.0,0.7,88.7,2.3,-888888888,-888888888,40762,2651,6.2,0.4,41509,3908,6.3,0.5,37440,3348,5.7,0.5,53598,3433,8.1,0.5,50606,3732,7.7,0.6,94950,5025,14.4,0.7,75476,4672,11.4,0.7,77941,3961,11.8,0.6,42706,3258,6.5,0.5,44701,3111,6.8,0.4,60100,2473,9.1,0.4,29503,1984,4.5,0.3,11176,1798,1.7,0.3,36.4,1.0,-888888888,-888888888,144787,5373,21.9,0.6,534186,9281,80.9,0.7,515681,9139,78.1,0.6,473831,8435,71.7,0.8,126514,4270,19.2,0.7,100779,3212,15.3,0.5,515681,9139,515681,-888888888,236696,5257,45.9,0.6,278985,5832,54.1,0.6,84.8,2.1,-888888888,-888888888,100779,3212,100779,-888888888,41371,1745,41.1,1.0,59408,2082,58.9,1.0,69.6,3.0,-888888888,-888888888,660468,11651,660468,-888888888,651483,12215,98.6,0.4,8985,2629,1.4,0.4,651483,12215,98.6,0.4,221541,7865,33.5,0.9,416885,9393,63.1,1.0,1907,826,0.3,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,5007,1311,0.8,0.2,864,551,0.1,0.1,1029,501,0.2,0.1,707,738,0.1,0.1,68,107,0.0,0.1,254,330,0.0,0.1,1629,861,0.2,0.1,456,386,0.1,0.1,206,315,0.0,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,5937,2131,0.9,0.3,8985,2629,1.4,0.4,2563,1270,0.4,0.2,2632,1768,0.4,0.3,1787,1361,0.3,0.2,530,469,0.1,0.1,660468,11651,660468,-888888888,228866,8226,34.7,1.0,420641,9201,63.7,0.9,5069,1968,0.8,0.3,7541,1873,1.1,0.3,440,356,0.1,0.1,6896,2108,1.0,0.3,660468,11651,660468,-888888888,23310,3228,3.5,0.5,16171,3542,2.4,0.5,1739,1007,0.3,0.2,593,439,0.1,0.1,4807,1915,0.7,0.3,637158,11490,96.5,0.5,206105,7260,31.2,0.9,415578,9357,62.9,1.0,1447,706,0.2,0.1,4988,1310,0.8,0.2,206,315,0.0,0.1,380,375,0.1,0.1,8454,2543,1.3,0.4,428,478,0.1,0.1,8026,2447,1.2,0.4,332982,5435,-888888888,-888888888,504177,9052,504177,-888888888,230516,5232,45.7,0.6,273661,5749,54.3,0.6,"Congressional District 7 (116th Congress), Alabama",,,,(X),,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,01,07
"Congressional District 5 (116th Congress), California",5001600US0605,730955,8907,730955,-888888888,359113,6509,49.1,0.6,371842,5696,50.9,0.6,96.6,2.2,-888888888,-888888888,40865,2585,5.6,0.3,38662,3078,5.3,0.4,46157,3097,6.3,0.4,42430,3042,5.8,0.4,43702,2966,6.0,0.4,98840,4100,13.5,0.5,95211,4260,13.0,0.5,90269,4015,12.3,0.5,50881,3667,7.0,0.5,53731,3597,7.4,0.5,78732,3438,10.8,0.5,36992,2727,5.1,0.4,14483,1521,2.0,0.2,40.7,0.6,-888888888,-888888888,150191,4949,20.5,0.6,597922,8306,81.8,0.6,580764,8195,79.5,0.6,553860,8297,75.8,0.7,161687,5133,22.1,0.7,130207,4449,17.8,0.6,580764,8195,580764,-888888888,279683,5846,48.2,0.6,301081,4906,51.8,0.6,92.9,2.3,-888888888,-888888888,130207,4449,130207,-888888888,57871,2259,44.4,1.2,72336,3184,55.6,1.2,80.0,3.9,-888888888,-888888888,730955,8907,730955,-888888888,691525,9244,94.6,0.6,39430,4707,5.4,0.6,691525,9244,94.6,0.6,453797,13204,62.1,1.5,47271,5049,6.5,0.7,5791,2063,0.8,0.3,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,83384,5271,11.4,0.7,7670,2383,1.0,0.3,9358,1871,1.3,0.3,49318,5517,6.7,0.7,2508,727,0.3,0.1,3590,1448,0.5,0.2,3418,1441,0.5,0.2,7522,1887,1.0,0.3,2829,1330,0.4,0.2,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,98453,9357,13.5,1.3,39430,4707,5.4,0.6,7550,2636,1.0,0.4,4717,1224,0.6,0.2,9451,1745,1.3,0.2,923,719,0.1,0.1,730955,8907,730955,-888888888,485573,13334,66.4,1.5,59915,5173,8.2,0.7,16233,2915,2.2,0.4,98752,5919,13.5,0.8,7227,2498,1.0,0.3,108368,9833,14.8,1.4,730955,8907,730955,-888888888,213555,9203,29.2,1.2,170316,11531,23.3,1.5,6273,2561,0.9,0.3,1390,706,0.2,0.1,35576,5676,4.9,0.8,517400,10142,70.8,1.2,355990,8889,48.7,1.1,45129,4910,6.2,0.7,2943,1291,0.4,0.2,81035,5096,11.1,0.7,2489,1381,0.3,0.2,3083,1717,0.4,0.2,26731,3679,3.7,0.5,882,734,0.1,0.1,25849,3625,3.5,0.5,286652,4120,-888888888,-888888888,508369,9829,508369,-888888888,242276,6539,47.7,0.7,266093,5746,52.3,0.7,"Congressional District 5 (116th Congress), California",,,,(X),,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,06,05
"Congressional District 8 (116th Congress), California",5001600US0608,717107,10856,717107,-888888888,361408,7256,50.4,0.8,355699,8295,49.6,0.8,101.6,3.2,-888888888,-888888888,53385,3792,7.4,0.5,58479,4851,8.2,0.6,51137,4478,7.1,0.6,47916,3700,6.7,0.5,47211,3401,6.6,0.5,97271,5545,13.6,0.7,88098,4901,12.3,0.7,86197,4983,12.0,0.7,43478,3631,6.1,0.5,46962,3792,6.5,0.5,57208,2892,8.0,0.4,29289,2487,4.1,0.3,10476,1744,1.5,0.2,35.3,0.8,-888888888,-888888888,193143,8918,26.9,1.1,543928,9629,75.9,1.0,523964,9460,73.1,1.1,494754,9605,69.0,1.1,121057,5003,16.9,0.7,96973,3974,13.5,0.5,523964,9460,523964,-888888888,262070,6027,50.0,0.8,261894,6569,50.0,0.8,100.1,3.2,-888888888,-888888888,96973,3974,96973,-888888888,44900,2338,46.3,1.6,52073,2734,53.7,1.6,86.2,5.6,-888888888,-888888888,717107,10856,717107,-888888888,683694,12164,95.3,0.8,33413,5592,4.7,0.8,683694,12164,95.3,0.8,535884,14494,74.7,1.7,61955,8345,8.6,1.1,12982,3447,1.8,0.5,1442,1203,0.2,0.2,53,44,0.0,0.1,666,466,0.1,0.1,217,254,0.0,0.1,23511,5063,3.3,0.7,3229,2496,0.5,0.3,3486,1578,0.5,0.2,8186,3609,1.1,0.5,1233,659,0.2,0.1,2957,1846,0.4,0.3,1583,914,0.2,0.1,2837,1484,0.4,0.2,2262,1389,0.3,0.2,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,47100,6350,6.6,0.9,33413,5592,4.7,0.8,11837,3936,1.7,0.6,5924,2390,0.8,0.3,6152,2094,0.9,0.3,156,224,0.0,0.1,717107,10856,717107,-888888888,567095,14806,79.1,1.7,76830,8948,10.7,1.2,20799,3791,2.9,0.5,31946,6125,4.5,0.9,4228,1864,0.6,0.3,52159,6684,7.3,0.9,717107,10856,717107,-888888888,292229,12838,40.8,1.7,245647,14284,34.3,2.0,7627,2757,1.1,0.4,2242,1176,0.3,0.2,36713,6365,5.1,0.9,424878,14367,59.2,1.7,310896,11724,43.4,1.5,60606,8359,8.5,1.1,7342,1680,1.0,0.2,22060,4935,3.1,0.7,2013,1373,0.3,0.2,1114,638,0.2,0.1,20847,4359,2.9,0.6,177,179,0.0,0.1,20670,4373,2.9,0.6,305372,5761,-888888888,-888888888,477512,10385,477512,-888888888,240107,6199,50.3,0.9,237405,7155,49.7,0.9,"Congressional District 8 (116th Congress), California",,,,(X),,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,06,08
"Congressional District 18 (116th Congress), California",5001600US0618,750295,13343,750295,-888888888,375370,8630,50.0,0.7,374925,8207,50.0,0.7,100.1,2.7,-888888888,-888888888,39537,3860,5.3,0.5,45103,3387,6.0,0.4,52495,4024,7.0,0.5,43666,2609,5.8,0.3,40839,3569,5.4,0.5,97084,5060,12.9,0.6,108277,5044,14.4,0.6,112079,4842,14.9,0.5,50565,3421,6.7,0.5,44455,3002,5.9,0.4,63986,3869,8.5,0.5,32944,2513,4.4,0.3,19265,2253,2.6,0.3,40.0,0.7,-888888888,-888888888,165052,7382,22.0,0.8,604150,10041,80.5,0.7,585243,9512,78.0,0.8,562585,9309,75.0,0.7,142151,5376,18.9,0.7,116195,4716,15.5,0.6,585243,9512,585243,-888888888,288801,6363,49.3,0.7,296442,5877,50.7,0.7,97.4,2.6,-888888888,-888888888,116195,4716,116195,-888888888,52219,2467,44.9,1.3,63976,3089,55.1,1.3,81.6,4.2,-888888888,-888888888,750295,13343,750295,-888888888,713316,13193,95.1,0.6,36979,4640,4.9,0.6,713316,13193,95.1,0.6,474238,12779,63.2,1.4,16550,3786,2.2,0.5,2638,1144,0.4,0.2,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,180901,7153,24.1,1.0,46542,4560,6.2,0.6,78354,6397,10.4,0.9,10861,2888,1.4,0.4,11531,2823,1.5,0.4,16028,2925,2.1,0.4,9396,2299,1.3,0.3,8189,1892,1.1,0.3,677,568,0.1,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,38312,8143,5.1,1.0,36979,4640,4.9,0.6,2458,1077,0.3,0.1,4305,1796,0.6,0.2,20519,3377,2.7,0.4,831,669,0.1,0.1,750295,13343,750295,-888888888,506867,12762,67.6,1.4,21341,4079,2.8,0.5,8747,2419,1.2,0.3,205091,8175,27.3,1.1,2633,1325,0.4,0.2,44337,8729,5.9,1.1,750295,13343,750295,-888888888,123135,11379,16.4,1.4,88329,10573,11.8,1.3,3774,1665,0.5,0.2,712,375,0.1,0.1,30320,4590,4.0,0.6,627160,11678,83.6,1.4,397370,10604,53.0,1.3,15724,3711,2.1,0.5,2032,985,0.3,0.1,180316,7128,24.0,1.0,427,552,0.1,0.1,2443,1028,0.3,0.1,28848,3709,3.8,0.5,1181,624,0.2,0.1,27667,3685,3.7,0.5,290127,5245,-888888888,-888888888,491580,9611,491580,-888888888,239626,5593,48.7,0.6,251954,5864,51.3,0.6,"Congressional District 18 (116th Congress), California",,,,(X),,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,(X),,,,,,,,,06,18
