year,state,district,voteage_pop,voteage_m,voteage_f,race_pop,race_white,race_black,race_asian,race_hisp,ed_pop,ed_ba,ed_grdeg,age_pop,age_20_24,age_25_34,age_35_44,age_45_54,age_55_59,age_60_64,age_18_plus,age_21_plus,age_65_plus,inc_pop,inc_less_10,inc_10_14,inc_15_24,inc_25_34,inc_35_49,inc_50_74,inc_75_99,inc_100_149,inc_150_199,inc_200_plus
2018,TN,8,525277,252231,273046,699385,530025,140940,18505,26572,479656,81441,56662,699385,39016,78967,85117,93350,47447,50341,539101,510988,124434,264635,19891,12446,25595,24485,36640,46053,33709,35125,14178,16513
2018,TN,9,507231,229788,277443,712723,188242,487193,15188,49961,462786,74090,41863,712723,54472,115582,86760,86755,38962,46154,535351,506661,88573,273886,33176,21603,37797,33282,38215,45858,23449,25596,7630,7280
2018,TX,1,511974,243891,268083,725555,562287,134926,10973,132292,469993,66255,33949,725555,51221,89763,87360,82869,44989,44739,547720,510619,120273,250860,21114,13835,26590,25571,34468,45040,29747,34657,10117,9721
2018,TX,10,593629,288737,304892,896798,635232,109005,67688,256821,596203,160985,90847,896798,49798,132250,130129,115941,50916,51534,671283,636026,115433,312919,11484,10954,21854,20827,32419,50293,39402,57268,32522,35896
2018,TX,11,542570,270606,271964,782337,676504,38854,12551,305407,506456,77824,33569,782337,54041,112240,91679,85382,46635,47433,583052,549495,123087,279550,16096,11290,28187,23330,39846,50322,36833,40416,16107,17123
2018,TX,12,572411,275420,296991,812102,643801,80675,38857,190147,540691,115158,58095,812102,53796,122107,105063,109132,53540,45704,615593,581559,105145,295792,14848,10629,20129,24967,33927,54493,41798,51530,20994,22477
2018,TX,13,493390,251525,241865,711672,606114,48463,19980,196867,464036,69677,31613,711672,47359,93477,88255,83144,47703,42649,534828,501518,108808,255984,17495,12777,28721,29334,35084,46091,33109,32869,11198,9306
2018,TX,14,532153,266577,265576,763380,541303,156622,27901,194378,512141,89827,40583,763380,46134,107892,102520,94586,55040,45917,577835,548675,106186,266981,20709,12919,22589,23300,29392,43592,33206,42613,20012,18649
2018,TX,15,435170,216790,218380,795511,682610,20324,12054,645358,465558,68474,29191,795511,58049,110884,103782,89533,41369,34049,554280,512132,85941,226062,22220,17761,24546,24672,28755,39131,24713,27027,9048,8189
2018,TX,16,458940,227861,231079,733764,574519,34682,15429,595345,453426,75653,40274,733764,61884,112954,90394,83219,37911,37244,537128,502009,91704,241212,23230,14795,33659,26576,32904,42547,24337,26417,9690,7057
2018,TX,17,550601,266019,284582,793513,615999,109888,47344,210482,487941,95684,61410,793513,86356,121194,100101,87456,43768,37086,607071,552900,98336,287547,25884,15290,28320,27666,36065,52367,35150,40676,14116,12013
2018,TX,18,480387,233867,246520,801885,388019,298952,35515,343799,513574,81880,43438,801885,55204,146676,110922,94182,44890,40382,593816,557771,76522,274598,25287,15474,31906,30008,39541,43463,32800,30770,10711,14638
2018,TX,19,509891,253073,256818,731759,601004,55000,17745,276461,448078,69137,35213,731759,70344,98902,91673,76136,41410,39601,548562,504013,100356,259000,20102,15550,28848,28941,37319,44021,31417,33027,10855,8920
2018,TX,2,520180,252870,267310,803041,530501,109073,66929,253375,538093,142671,85272,803041,40845,133089,118406,102613,43929,44287,599725,571653,95769,286897,13512,7227,20654,20548,32949,43303,34237,50448,25683,38336
2018,TX,20,549483,266701,282782,846337,698825,57212,31588,595290,520394,83384,45323,846337,70750,141139,112299,92644,41661,38673,619922,574824,93978,257032,20194,13178,27333,28867,35590,47698,32731,33183,11337,6921
2018,TX,21,622228,300234,321994,818281,695090,42461,39166,236012,574888,171632,97624,818281,61961,131870,107274,96511,55092,52790,662092,622820,131351,326090,18283,10179,22169,26566,39262,57226,39488,51125,25251,36541
2018,TX,22,577164,283653,293511,935386,557965,144543,189697,254441,604172,166666,106511,935386,50294,117824,143832,131662,55865,50596,676882,645233,104393,301036,10510,5759,18539,19993,26130,50663,35170,54713,35834,43725
2018,TX,23,507547,255762,251785,794879,667536,34927,22789,548671,505279,68390,41930,794879,48582,112906,103199,98096,42899,42316,578864,543646,105863,243042,19286,13346,25409,24143,32209,43727,27748,33888,11113,12173
2018,TX,24,503766,241559,262207,817147,512935,118633,126712,203656,561593,172644,92383,817147,50590,140148,122853,110667,49238,46990,628127,602592,91697,318936,9484,6830,17239,23969,40346,62777,41149,53216,27741,36185
2018,TX,25,570238,286160,284078,786976,637401,77239,36915,149693,525564,125945,82907,786976,50093,103369,113563,100367,50486,42120,599483,562063,115659,279481,14578,8255,18886,21133,34246,48519,32652,44489,22821,33902
2018,TX,26,605249,293998,311251,894192,681208,90227,82030,169223,578988,181867,86083,894192,56389,126033,134567,127041,56687,44450,660558,622665,90210,299529,8850,6165,13388,14757,28218,45231,42472,62748,36180,41520
2018,TX,27,517267,249089,268178,739719,632962,46344,15270,396568,487846,65271,32221,739719,44798,97964,93190,84332,47601,45804,555181,523332,118955,259967,17713,15011,26333,25424,35750,45687,34676,34446,13832,11095
2018,TX,28,434305,211486,222819,768719,682000,38232,8013,602429,450652,57829,27402,768719,55559,98467,94805,92834,41188,33551,530987,495915,89807,218960,21114,13627,27541,23088,29854,37730,25809,26256,7756,6185
2018,TX,29,369239,184052,185187,765435,558932,74765,15894,612292,454240,32850,14675,765435,59589,115648,105950,93838,40083,34280,537017,501609,64441,226787,16215,12670,28619,30904,35824,45112,23735,22673,6012,5023
2018,TX,3,563318,267900,295418,899784,604718,99996,162679,135640,594844,202669,121619,899784,53013,114677,142511,134942,56141,45165,668954,637025,101408,313568,12346,4761,13702,16671,28222,48133,37616,64751,35226,52140
2018,TX,30,479082,226629,252453,804679,404535,344388,18602,318402,499709,69092,34401,804679,54816,124077,101868,99704,44355,43018,576166,545633,86687,270339,25361,13198,27605,31988,38512,49609,32651,32812,9718,8885
2018,TX,31,602236,291279,310957,883347,658842,126039,61405,221869,573867,137264,74059,883347,56931,130043,132966,112357,49406,42714,654667,620524,106381,296458,11150,9024,18688,22276,34600,55618,41981,58033,25759,19329
2018,TX,32,505867,241389,264478,769852,519270,110605,84057,202062,526585,144345,93903,769852,53837,133800,102512,96051,53890,44431,599247,571023,95901,292242,12545,6512,17615,21929,33457,52790,34440,49548,25679,37727
2018,TX,33,360226,177253,182973,777745,461990,133656,20792,524674,454514,35633,14108,777745,59548,118178,104086,92605,37003,34002,540569,504241,68640,231388,16253,13525,30167,29338,39715,50074,25007,19018,5138,3153
2018,TX,34,424863,210491,214372,727688,671012,9552,6114,618938,435047,47796,21722,727688,53972,84098,92820,84113,37866,34166,514468,475652,101984,213973,24945,17148,30857,24045,27874,37434,20433,18865,7363,5009
2018,TX,35,532967,267072,265895,818369,604156,79374,20905,505374,532670,83771,33667,818369,70216,151423,115561,100053,41479,40850,625785,589427,83304,280171,29114,13040,29641,26468,42067,54573,34356,33401,9173,8338
2018,TX,36,519385,256534,262851,754178,619921,83712,19818,205282,489697,61016,31465,754178,51846,93761,93383,96383,48928,45860,562526,531067,111382,259388,17558,12701,23427,24105,31385,46506,32510,39729,18178,13289
2018,TX,4,543354,264225,279129,759648,613711,93249,12835,114300,509383,80522,39128,759648,43298,87385,99901,95602,52034,47543,572626,543135,126918,272905,18939,13774,25678,26446,37473,47795,34316,40073,15116,13295
2018,TX,5,480610,237717,242893,749808,564747,127822,17233,218116,489320,66014,35647,749808,43995,103002,104683,91621,41212,44963,552533,524639,103839,259085,12403,13344,29377,29117,39150,50508,28844,32841,11869,11632
2018,TX,6,554709,265398,289311,804816,516702,188332,49074,184231,519632,104085,53810,804816,53747,112834,114579,105512,51057,41905,596930,560959,93745,272878,10380,7998,19817,20911,31915,50030,40314,51403,23791,16319
2018,TX,7,448262,209156,239106,775198,484785,127469,100247,234636,512493,153628,101513,775198,50439,121736,117362,99730,45703,43337,578901,555732,84625,286616,12764,6898,22018,21771,32431,51709,35118,42792,20432,40683
2018,TX,8,584039,292242,291797,871420,726274,78167,32249,208341,576805,126777,60577,871420,52637,111759,121588,113169,59012,50763,651553,617164,120514,294523,17516,8640,22033,21644,34165,48542,34790,47792,24933,34468
2018,TX,9,445634,211591,234043,786925,265656,303913,101083,307972,502725,74732,47598,786925,66754,128391,114987,96972,43504,38514,587430,555542,80357,264287,23283,12534,29366,32176,38661,47982,33002,29898,10814,6571
2018,UT,1,521517,261025,260492,776910,702001,15071,20926,100753,455801,99244,46288,776910,63105,105894,108258,79954,40963,37930,542040,506990,82802,244538,10498,6406,13524,18418,30365,47730,43488,45051,16317,12741
2018,UT,2,529608,266242,263366,779772,644977,13304,26751,123282,486080,103256,61562,779772,59965,119015,106358,76659,38055,41733,571202,533132,104260,264379,13488,9620,19416,24766,36598,51424,35876,43951,14508,14732
2018,UT,3,517848,257021,260827,773622,692923,11197,25611,83614,429142,116759,65617,773622,88409,103333,93969,77072,36173,33553,545758,505049,85042,234958,7981,6477,14880,18144,27113,43308,34105,43099,18782,21069
2018,UT,4,518368,257209,261159,830801,668294,18669,42350,142571,500879,108302,51417,830801,49295,135102,129368,85346,37234,34636,570274,541974,79193,255016,7280,5117,13991,15472,30073,52369,39932,56902,18902,14978
2018,VA,1,590281,288174,302107,813878,586080,153070,37655,97345,547095,126296,80040,813878,51767,101422,103282,110481,58718,49280,619403,587673,123912,282681,9667,7447,15922,12655,23973,45972,41089,60523,30681,34752
2018,VA,10,565197,278318,286879,862308,592714,72966,161787,117246,568968,173617,147745,862308,45711,93092,131446,130911,57026,48090,634862,607771,108403,285017,3532,3887,9818,11968,18263,31908,31329,54325,40830,79157
2018,VA,11,509988,252893,257095,798464,454640,121371,168425,156255,533861,157839,140472,798464,51754,112555,116164,113212,51315,44780,608529,576483,95835,268471,7606,3690,9711,11981,18643,32313,35689,54296,40464,54078
2018,VA,2,559397,278026,281371,743410,491633,169698,58275,63771,501425,111346,73919,743410,62894,117969,91862,85896,48882,44571,585280,550500,112245,279178,11009,8238,17764,20752,36047,54594,39824,48581,23398,18971
2018,VA,3,559137,265323,293814,744804,330195,362523,31033,47779,493273,83617,51999,744804,60228,122054,91788,84833,50255,43917,577378,538298,100426,290156,24127,13468,28556,27155,41589,56005,37770,37677,12089,11720
2018,VA,4,579606,277950,301656,747291,395229,321268,18963,43787,525773,97437,60282,747291,48962,114376,95219,97864,51865,51321,596774,564792,115128,283821,20521,13293,23129,28430,37723,48427,35564,45381,16589,14764
2018,VA,5,578531,277524,301007,739410,554054,155729,18697,25036,520191,88915,64275,739410,49128,84447,84453,94340,54024,52587,594390,557697,150340,290897,19495,15336,30410,27526,39222,53662,35820,39634,13702,16090
2018,VA,6,582756,278155,304601,755437,624793,99448,18783,44633,511025,88029,55167,755437,59481,91350,82632,94045,50216,51624,603009,555249,141158,290904,19727,15078,28886,32174,42449,52114,37259,39224,13316,10677
2018,VA,7,588061,278885,309176,812385,563699,173604,49478,60656,554613,136928,87735,812385,48163,100982,108730,109630,55655,51382,622337,592969,128234,296940,10147,8381,20107,18748,34571,50705,42775,60093,25041,26372
2018,VA,8,533417,259240,274177,795467,503803,135595,112185,141997,569877,171243,187856,795467,47442,150504,133286,101550,46158,41655,629953,611292,96724,324141,10911,5575,13905,12493,23119,42327,37536,66548,44191,67536
2018,VA,9,567315,281110,286205,704831,640740,42162,13016,14305,495906,60774,44926,704831,54186,81437,75704,92933,50194,49818,576130,535307,145820,283318,29419,21019,37915,32886,41788,49253,31776,24747,7652,6863
2018,VT,1,500274,244517,255757,626299,589337,12187,15706,12450,445824,103068,69521,626299,43479,75058,70113,80695,47049,49034,510772,477632,123875,261373,15364,12536,22062,23272,32655,48503,38452,41877,14117,12535
2018,WA,1,519555,259298,260257,768363,594158,20694,110558,68076,535951,147087,84025,768363,33061,112093,114485,105414,53179,49117,583516,562902,101663,281173,8405,7050,10665,12398,22829,38687,38754,61214,33003,48168
2018,WA,10,544552,269010,275542,756028,544535,73881,77622,92629,507247,100584,55476,756028,52878,121611,96474,89184,44197,44972,577643,548869,110809,278001,11479,7004,18353,21147,37159,53162,42876,50240,21669,14912
2018,WA,2,558321,277303,281018,755546,572849,36353,91654,87379,528182,111251,64335,755546,60217,113756,98019,89714,50128,51235,608636,577514,125330,294886,13426,8787,19794,22953,35509,55958,41931,51006,25400,20122
2018,WA,3,544994,267783,277211,743322,638152,21267,37381,73378,514865,91454,47567,743322,40531,94457,95354,94776,49682,51838,572266,547357,128758,283318,12559,8276,21783,23203,37481,53204,38616,51595,20912,15689
2018,WA,4,443137,219857,223280,735031,552489,17220,21717,292354,458340,61959,37405,735031,44607,100583,90397,81241,40391,41741,522903,495570,103987,247728,12765,9410,24704,21642,37842,49565,34440,34597,12912,9851
2018,WA,5,551532,270788,280744,725964,631506,21753,28489,49583,490017,94879,54101,725964,55464,101271,85305,81228,49113,47259,571894,534316,125841,287768,20867,14350,29150,26346,39487,55101,38665,37719,13592,12491
2018,WA,6,570991,286913,284078,731742,592326,39643,53683,57204,529215,101800,66700,731742,44489,100500,89170,86175,53219,52557,588529,567248,147594,293137,14054,9705,23636,22936,36217,55682,40199,48613,20587,21508
2018,WA,7,600321,299820,300501,799589,579901,42671,136828,62587,596853,215160,157625,799589,59692,179891,121551,96447,43680,41164,675465,645027,114120,362118,16949,9995,17383,22638,30967,50161,42563,68039,40332,63091
2018,WA,8,522952,255555,267397,754721,560125,35471,93892,85384,514614,118514,68516,754721,38161,94496,102626,106651,57037,50951,571491,542995,102853,280830,9548,5256,18573,17366,25962,47091,34890,54214,30836,37094
2018,WA,9,499184,249316,249868,765285,367222,113594,205207,101779,539779,144820,89846,765285,46077,134711,112947,100091,47399,41599,601309,577144,103032,286616,14485,7743,14931,14548,28366,47351,37285,54644,28686,38577
2018,WI,1,539789,265317,274472,717716,628476,51085,17636,72096,498859,93505,48727,717716,40322,83033,90189,100702,55951,50408,555953,531137,118576,279217,12585,11263,21011,23892,34545,50430,41187,50051,19461,14792
2018,WI,2,577976,282335,295641,768067,660542,45447,41707,51357,517064,130321,86935,768067,68561,113479,97216,92929,51210,46514,607943,572048,115716,319184,14173,9545,23236,26187,43289,60923,42749,56570,20882,21630
2018,WI,3,566700,282813,283887,724568,674388,13687,20480,20380,483062,83511,41622,724568,65144,84762,80546,86146,51177,50525,574559,533524,129906,292708,14870,14432,27034,30049,39213,60762,42753,42216,12636,8743
2018,WI,4,493143,231471,261672,710573,351094,254580,36790,127197,454996,77735,52125,710573,54020,117639,89995,79531,38905,41932,532098,496267,86994,281405,27595,19898,33426,31030,41319,49020,30273,31234,9081,8529
2018,WI,5,558805,269326,289479,731341,659846,26065,29355,42129,517004,130707,69652,731341,41059,90218,93036,93874,51868,55506,576328,552818,132502,297562,11468,8942,20627,24798,37177,53600,40221,53977,23459,23293
2018,WI,6,556485,279627,276858,714886,660186,22243,19832,33423,503751,86671,42011,714886,44723,84724,84815,93748,55623,52710,565783,539551,132131,294811,12834,11842,29309,27148,41063,59742,43179,43194,13756,12744
2018,WI,7,552651,276779,275872,710420,660634,10191,15449,17298,507276,79650,40124,710420,37973,73572,81060,93327,58623,56083,558681,538477,144611,305764,14231,14472,29497,32073,43867,59784,44589,43798,13157,10296
2018,WI,8,556205,275043,281162,735997,662077,17538,20107,39953,510010,93433,41347,735997,43005,88338,89819,98100,56129,51577,570118,543550,126047,301309,11134,14173,24769,29865,39385,63080,43134,48486,14739,12544
2018,WV,1,486327,240272,246055,606136,569483,23086,8601,7663,427206,60721,43635,606136,44420,74676,71759,76031,43061,41460,490837,461605,120219,244052,21303,14145,31023,27215,34791,42399,26779,29864,9141,7392
2018,WV,2,487208,238345,248863,624120,571744,38108,6523,13528,443180,59857,36432,624120,34684,73300,75752,83392,44940,45441,492074,469938,120355,251791,16243,14102,30407,30278,37854,46213,23809,34391,9355,9139
2018,WV,3,457623,222773,234850,575576,538546,28700,4751,4378,410395,43036,29422,575576,34656,61026,71292,73686,39448,44301,459696,438034,120642,238860,29345,17825,36559,29803,34893,40077,21862,18932,4957,4607
2018,WY,1,433644,219788,213856,577737,528453,8296,8317,57895,393136,66449,39134,577737,32880,77254,72405,67487,38002,41431,444641,418332,96557,230252,12176,7762,21536,22800,30001,42006,31893,37310,13524,11244
