year,state,district,dem,rep,tot,incumbent,prevparty,voteage_pop,voteage_m,voteage_f,race_pop,race_white,race_black,race_asian,race_hisp,ed_pop,ed_ba,ed_grdeg,age_pop,age_20_24,age_25_34,age_35_44,age_45_54,age_55_59,age_60_64,age_18_plus,age_21_plus,age_65_plus,inc_pop,inc_less_10,inc_10_14,inc_15_24,inc_25_34,inc_35_49,inc_50_74,inc_75_99,inc_100_149,inc_150_199,inc_200_plus,"Gender,Male","Gender,Female","Age,18-34","Age,35-49","Age,50-64","Age,65 and Older","Income,Less Than $50K","Income,$50-100K","Income,$100K or More","Race,White","Race,Non-White","Education,HS or less","Education,College Graduate"
2020,CT,3,203265,137596,346101,1,d,545247,258201,287046,717989,513602,123997,34957,120242,508149,96787,86482,717989,52879,96676,82969,97381,51764,53218,583763,548089,126141,279104,15557,11241,26931,20495,28893,44476,36353,44266,25728,25164,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,CT,4,223832,130627,360115,1,d,487562,228970,258592,737733,533457,103729,49713,153359,499124,144774,117722,737733,44996,82958,93724,105570,52658,47801,565034,534808,116413,263988,11705,8153,16501,12909,20968,33126,25807,39284,28025,67510,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,CT,5,192484,151988,349524,1,d,519076,250870,268206,704837,532184,71552,36720,143115,498549,103537,76684,704837,44298,88929,83312,90376,53647,50618,560634,532993,131667,274556,15319,11624,19389,20661,28867,42891,30954,46969,25525,32357,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,DC,1,0,0,0,0,,536768,249106,287662,705749,300058,333312,38077,79477,505145,129825,171604,705749,50211,164375,108905,74493,37365,32470,577848,544046,87537,291570,23471,9733,14320,13316,24815,35334,32011,47320,30966,60284,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,DE,1,281382,196392,488270,1,d,725178,344221,380957,973764,659719,237780,45365,93390,687311,134287,93912,973764,57365,128412,113704,118670,66092,70795,769818,729636,189638,376239,20337,13603,26550,27137,44884,68906,51204,64021,31851,27746,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,1,149172,283352,438562,1,r,606302,303884,302418,798305,610105,121586,32292,55078,553521,96768,52393,798305,53835,116768,94663,93769,58589,52499,627275,597461,137233,293683,15941,11206,26717,28622,42395,53638,40805,43491,14103,16765,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,10,239434,136889,376323,1,d,535381,259125,276256,811634,439898,257785,51951,231635,555328,117839,63044,811634,51134,137663,114542,106835,51146,48552,622958,597835,96590,262196,12769,9083,20319,24655,37950,52721,36508,33378,15859,18954,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,11,158094,316979,475073,1,r,669669,318953,350716,813112,703430,68811,17939,96315,640773,90750,59547,813112,31579,70182,70610,83369,51828,60051,688043,665468,304733,340680,18869,14147,36458,36864,53369,72652,44984,37744,14738,10855,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,12,168194,284941,453135,1,r,625818,295093,330725,811308,700266,58480,32172,113913,600651,110689,59697,811308,36516,85435,96885,106659,57826,54754,652642,629059,199092,315056,17771,13060,31275,29711,46992,56062,40585,45080,17398,17122,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,13,215405,190713,406118,1,d,585038,279918,305120,731658,577591,102264,32728,79210,564546,122106,64238,731658,40242,93527,82131,91877,57264,63914,618332,597020,175833,297213,18461,12460,25878,29278,43397,52237,40602,39027,15547,20326,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,14,224240,147896,372136,1,d,571062,277670,293392,831508,570683,174597,49412,273316,569987,133905,85365,831508,57801,136750,108648,113919,49235,49285,651159,613926,112150,309771,23951,11460,26227,28099,39824,60169,34159,42674,15690,27518,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,15,174297,216374,390671,0,r,580626,276725,303901,801294,592165,124088,31484,190656,562601,97213,47684,801294,46992,113360,112509,101123,54737,48829,628354,597471,132043,279096,17429,9855,23485,28675,39547,54652,39346,40583,13929,11595,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,16,215683,269001,484684,1,r,665073,313756,351317,873875,718753,95404,24681,154606,655302,130332,86558,873875,43586,90768,96805,104543,60987,62298,716290,688216,239901,332027,14194,9300,26263,27599,40299,60857,49451,55527,19977,28560,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,17,140487,266514,412397,1,r,635931,311152,324779,804754,689915,68248,13126,135320,616575,88615,53002,804754,39512,73627,75431,87683,55910,60061,671188,646177,263863,310259,15901,13772,34851,29854,49660,63263,37124,40365,13474,11995,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,18,186674,253286,449720,1,r,604583,289422,315161,795742,633471,116624,22866,139608,594935,117810,74443,795742,39738,87387,85970,94350,56619,60734,649896,626713,209875,304300,13440,11903,22789,28164,36187,50605,40420,51622,22081,27089,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,19,172146,272440,444586,0,r,637525,307253,330272,833013,707780,71406,20015,170559,644980,133448,84650,833013,39484,82213,83157,90471,52611,65113,700029,676604,271415,321480,14887,10316,24979,26208,38395,60575,43304,48395,20303,34118,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,2,0,0,0,1,r,561491,281531,279960,720777,584919,98618,18498,47261,510536,73936,51872,720777,45481,85649,83177,90658,52660,49070,577876,546571,149322,274771,20190,11337,29252,26859,37980,54897,34687,34987,12747,11835,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,20,253661,68748,322409,1,d,491860,233492,258368,802463,307837,442020,27215,214781,539949,75553,37000,802463,50051,119143,105966,103343,50904,47818,609277,575220,112775,260511,21003,15220,26959,28605,39695,49584,31109,28735,11029,8572,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,21,237925,157612,403081,1,d,549008,260400,288608,786566,584990,140899,29810,199896,594312,131783,88531,786566,38294,89566,92288,97395,50846,52753,648162,625005,211464,304170,13949,13960,25996,25409,38160,52711,39440,45027,18471,31047,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,22,235764,166553,402317,1,d,549615,270383,279232,760953,584725,125871,32235,176508,575156,146139,93124,760953,35450,95335,92041,106395,57258,53604,627791,602483,170523,309545,16549,11040,23744,24878,36261,51646,35793,49363,21426,38845,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,23,221239,158874,380113,1,d,512459,238034,274425,762858,549287,131671,46461,305924,539304,135423,83798,762858,46008,92456,102776,112211,53501,48922,600852,573483,129438,277260,17570,8758,19790,22362,32595,46954,35001,44310,23434,26486,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,24,218825,59084,289612,1,d,464185,220655,243530,754731,327064,366503,11501,319684,524113,67739,39007,754731,46919,121525,107001,90898,47742,45672,587255,559850,111275,254252,22441,14450,28854,34700,40880,48411,24916,22926,8341,8333,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,25,0,0,0,1,r,466682,223166,243516,796422,720833,36256,11271,604995,573976,95594,58700,796422,47896,98066,101630,116745,60315,45219,640032,612575,152001,252220,16764,14452,23057,25082,33391,43302,35874,36396,12821,11081,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,26,165407,177223,342630,1,d,481612,226439,255173,780951,634078,100608,15638,565291,541253,106348,47931,780951,45932,98885,104395,117495,56467,43237,606766,575766,120774,235037,16460,8054,17039,20009,25583,48749,32283,40017,14492,12351,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,27,166758,176141,342899,1,d,457408,216811,240597,750653,642481,48567,23365,531464,559720,134769,95400,750653,42276,111185,100375,109602,52393,44224,619009,594724,141941,287331,21998,17252,28199,27436,28803,44255,30017,35621,18237,35513,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,3,167326,223075,390401,0,r,579748,284160,295588,758939,566550,135150,33703,86434,512176,89186,64741,758939,68509,100616,92174,90947,50194,48298,605614,565264,129947,279725,22498,10848,29006,26730,38124,50445,33822,39380,14767,14105,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,4,196423,308497,504920,1,r,625074,300144,324930,836235,665073,94282,53472,72950,591928,160218,87787,836235,47305,117131,109476,107131,59368,53738,658721,629550,145084,317700,11070,7420,17506,23130,37851,56341,45576,58536,24810,35460,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,5,219463,117510,336973,1,d,553978,267413,286565,742643,330808,363041,23533,72108,488838,62225,37363,742643,67810,120415,91710,87029,47384,42606,578609,541270,99694,281508,30402,15386,34980,33798,41174,55590,29560,26520,9464,4634,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,6,172305,265393,437698,1,r,630741,304518,326223,790455,629851,97742,18760,105691,592738,93171,53765,790455,40996,86412,83123,94425,57657,66038,650764,624202,205083,310974,16572,13863,30511,37402,41751,62994,39772,40769,14552,12788,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,7,224946,175750,406449,1,d,609432,290108,319324,814980,602360,107048,49736,218001,563410,151009,80705,814980,63480,132381,111905,104539,53008,41555,655953,611789,120022,301756,14697,8940,23285,25376,39679,54588,42458,45212,21079,26442,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,8,177695,282093,459788,1,r,615259,296340,318919,780036,645766,88847,25862,92112,586059,112234,66439,780036,39658,87044,79887,91242,65861,59850,640378,614488,202175,299585,13249,10403,27719,29947,46434,56299,38198,42212,18441,16683,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,FL,9,240724,188889,429613,1,d,641755,313030,328725,931872,689400,136458,37911,410313,631835,107841,54210,931872,59899,124571,132975,113581,53109,53647,712557,679806,153952,293726,15028,12043,30313,27869,46917,62969,38077,36531,13006,10973,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,1,135238,189457,324695,1,r,559876,270072,289804,749949,465838,241956,17762,52623,499698,82385,48968,749949,51396,109202,95385,88608,45654,43426,575308,540571,117423,276916,18851,12372,31866,27816,33117,56975,34144,37546,11325,12904,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,10,142636,235810,378446,1,r,563658,270780,292878,757807,511091,207661,25434,40292,494772,87215,59136,757807,54437,93585,92656,102323,46329,44429,579056,535766,115450,271451,17322,11743,26420,23400,34586,48625,34682,41963,18443,14267,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,11,160623,245259,405882,1,r,552348,262987,289361,782704,557147,147617,29842,89980,533804,148070,80623,782704,48727,114787,107315,113795,47806,46131,602709,573040,103970,299424,11916,9639,18037,20740,28760,56831,43579,50676,27174,32072,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,12,129061,181038,310099,1,r,547340,266484,280856,732810,426101,269319,18779,47735,477719,65864,39961,732810,56951,103005,87630,87373,45653,44165,564075,521835,109893,247719,19205,15213,28186,27182,33419,46823,29917,28704,8448,10622,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,13,279045,81476,360521,1,d,550568,248997,301571,802943,232947,516605,25504,95809,515412,104195,48599,802943,51860,113722,109865,107869,47798,47506,592166,557234,88652,273017,12736,7959,19267,22020,37549,54058,40925,46487,18397,13619,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,14,77798,229827,307625,0,r,525633,253881,271752,732133,619580,81265,9493,89244,488083,52920,37071,732133,47768,88520,95828,101903,46490,45495,556003,524814,109847,259248,13398,14354,24840,27354,37466,50526,36227,35825,11864,7394,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,2,161397,111620,273017,1,d,502891,241466,261425,671831,279421,363374,9150,35034,444585,46028,35923,671831,47062,86870,86402,76848,43646,42790,515458,480430,108029,244980,28749,19659,35080,28038,32998,39541,24365,23574,6559,6417,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,3,129792,241526,371318,1,r,554271,262564,291707,750998,515005,199424,20899,45170,504836,82570,48867,750998,48945,92940,97076,99995,53081,43634,573292,543223,118110,271059,15602,10695,20806,21568,32490,53873,37627,45328,17281,15789,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,4,278906,69393,348299,1,d,533857,240183,293674,782142,213149,487870,42789,79642,520204,97725,62163,782142,50277,112406,109526,103015,52684,44909,590926,557394,97664,271813,12902,9197,22612,29154,40467,54765,35416,40908,14218,12174,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,5,301857,52646,354503,0,d,596247,285104,311143,788996,274634,447220,48751,53609,540736,143768,112476,788996,65743,156761,108906,94296,44780,36984,632108,595037,99009,328926,30062,16147,29112,25222,39586,54100,33593,43022,20577,37505,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,6,216775,180329,397104,1,d,502565,235838,266727,742932,495449,110194,98220,90601,517761,197315,139916,742932,38583,99169,108546,110677,57992,40365,573402,551472,101012,297852,10541,4324,13596,18251,27648,40491,33827,52440,34782,61952,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,7,190900,180564,371464,0,r,501852,237683,264169,844773,433565,193610,144115,170499,544382,160255,84910,844773,49998,107636,124489,124591,57230,39076,617569,583947,91360,273983,8826,4637,14801,18657,30827,49817,35669,52284,26892,31573,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,8,109264,198701,307965,1,r,522995,247242,275753,706237,433426,233953,18060,48767,468430,61987,44314,706237,53277,91023,91815,83663,42740,43774,541425,510271,115415,263205,24639,14454,28092,30212,32179,46414,32892,31511,11932,10880,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,GA,9,79797,292750,372547,0,r,567736,273343,294393,771168,674346,56629,14814,103637,529800,80098,48246,771168,49376,88970,86495,102058,53473,51446,600897,570249,147358,273121,12305,13348,26934,24538,36433,51633,37960,40004,15402,14564,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,HI,1,183245,71188,254433,1,d,518980,264407,254573,720786,120751,28375,491342,65344,516378,124079,65498,720786,46265,111066,95100,86954,42585,43026,577763,554737,137647,243440,11544,6214,12337,15637,20798,40034,32262,49140,26756,28718,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,HI,2,171517,84027,272102,0,d,495055,248164,246891,695086,220460,20666,310645,85520,480290,95900,49732,695086,42835,84715,90033,81225,44824,47670,537922,515069,131823,221859,11800,6024,15119,13961,19484,38257,30488,43666,21123,21937,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IA,1,201347,212088,413435,1,d,581804,284599,297205,774014,700111,42653,17166,33640,522280,99108,45080,774014,53818,93507,91244,89515,51660,54006,598732,564254,142348,314430,16176,13175,26400,28093,42554,62505,45040,50900,15956,13631,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IA,2,196958,196964,393922,0,d,589622,289765,299857,782989,693896,49480,24363,45684,528357,92670,57151,782989,59176,99114,95078,90189,50762,54634,610678,575951,138580,316300,19466,13078,27191,30915,42976,60584,42949,48126,14475,16540,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IA,3,219205,212997,447563,1,d,614259,299126,315133,848170,748148,49142,37505,60724,569629,140245,60181,848170,50524,116610,117937,101692,54501,49632,641273,610118,129257,342025,13404,11667,24071,30061,43356,65546,47634,58133,26095,22058,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IA,4,144761,237369,382130,0,r,563102,280817,282285,749897,693381,21435,16960,57434,502738,88176,39642,749897,53688,91068,87838,77051,53461,49930,582557,544143,143390,314466,16457,14868,30147,28621,44707,62550,45452,45848,14186,11630,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,ID,1,131309,310746,458490,1,r,682493,336247,346246,934826,828763,12810,21685,107377,629953,113246,57963,934826,55205,115246,121205,110893,55197,63633,705384,671699,163779,341529,12117,11661,27721,31888,45345,72250,53022,53010,17305,17210,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,ID,2,124151,250668,391332,1,r,600137,300167,299970,852239,768155,8856,22731,122117,541044,106943,58503,852239,64857,119554,104599,91454,49445,51154,632326,594834,124838,314330,15656,12837,31735,31339,41149,63684,40061,45505,16975,15389,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,1,239943,85027,324970,1,d,525671,238027,287644,711039,298659,368602,23966,78785,487651,90948,61852,711039,48953,99374,86552,88226,46907,48052,554413,527594,118540,271729,28793,15326,23735,22469,29748,42702,32855,44981,16923,14197,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,10,202402,114442,316844,1,d,469258,229089,240169,706189,486169,58456,85758,177533,472120,119711,88990,706189,45893,83713,90419,91853,46996,47514,540634,507599,111625,253447,10119,6773,16354,14281,27595,39348,29876,43215,24945,40941,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,11,194557,112807,307364,1,d,478947,229453,249494,721594,498296,94806,65916,202886,474944,112466,65800,721594,51493,91337,104199,100170,46277,40450,544986,513799,92511,250397,8398,5182,16068,14915,28855,41405,36189,49578,25128,24679,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,12,127577,194839,322416,1,r,525580,254821,270759,679002,528140,126091,13277,22764,474370,68607,44689,679002,44425,88871,82606,83800,48505,47629,533075,511503,122959,282834,20988,13728,31257,28453,39721,49821,36081,36217,15629,10939,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,13,151648,181373,333021,1,r,541694,261880,279814,698830,565536,93548,31503,28126,453051,82514,59109,698830,70732,88299,79908,77804,45707,45578,560775,505126,115755,283501,26776,12472,29009,25691,36751,50990,33646,40358,14215,13593,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,14,203209,197835,401044,1,d,523833,257786,266047,727525,626402,28176,47268,86970,489571,133760,74915,727525,40539,79774,95640,107210,54733,44441,544840,521588,107773,256715,5437,4395,11740,12852,20760,37587,35566,58512,32207,37659,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,15,88559,244947,333506,0,r,529276,263497,265779,685859,633301,37116,6622,19041,479240,63952,36204,685859,39664,80425,84531,82692,47786,51283,534831,509852,132523,277166,16505,11839,27690,28687,39678,51986,35861,40744,12815,11361,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,16,119313,218839,338152,1,r,530970,261689,269281,694262,619971,33950,15944,73367,480220,72626,40072,694262,46809,81806,81566,88790,48642,48519,545853,516863,130897,278976,14420,10211,23579,25974,34188,52616,39762,47210,18195,12821,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,17,156011,143863,299874,1,d,503019,244766,258253,666201,541536,95874,8414,64068,459311,60665,32105,666201,42536,78610,80952,78402,44603,48468,519704,492992,128276,279176,21181,15637,34058,27474,40114,53128,34018,36956,9954,6656,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,18,110039,261840,371879,1,r,529986,255269,274717,702289,633960,36686,25025,20334,483135,104793,57433,702289,42568,83802,86858,83614,46309,45669,540750,517376,136883,280748,15205,9262,20841,23231,35563,50600,39711,49568,19188,17579,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,2,234896,63142,298038,1,d,504853,228980,275873,685695,259846,394495,8120,109578,458173,67282,39373,685695,50139,90833,76819,89515,47031,46027,529469,497385,107948,259880,25038,12081,28593,24853,35682,43454,32067,38569,12336,7207,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,3,172997,133851,306848,0,d,485828,237914,247914,702503,543259,42937,39255,227075,484065,98163,52918,702503,40436,89309,96302,87947,48081,47262,541336,516472,115164,245983,9971,7130,18009,19062,28014,40032,33538,47219,22013,20995,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,4,187219,35518,222737,1,d,396371,196757,199614,676674,392916,38699,36753,453973,454477,82546,43627,676674,50209,127158,99423,78661,37821,35227,521207,497225,76187,227057,12278,7272,24810,24412,26955,41561,28235,32115,15309,14110,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,5,255661,96200,361269,1,d,535070,262230,272840,739401,586340,27341,63060,161849,534745,177415,126154,739401,46608,152856,112930,95278,38963,39009,594685,574410,95709,303552,11547,8092,16858,18203,24604,41437,38474,56807,34296,53234,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,6,213777,183891,404747,1,d,517458,252364,265094,710626,583032,21532,77084,82932,495270,158482,104821,710626,36073,75265,90298,98412,57386,51748,550695,524114,122161,266761,6257,5531,10140,11424,20883,37204,32889,58141,32923,51369,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,7,249383,41390,310128,1,d,527605,247757,279848,727761,287759,319361,63111,125615,515013,119782,111363,727761,50010,149733,103179,79226,40627,40722,583146,556870,101526,306915,31832,18918,25053,27007,28654,37384,30610,39682,26422,41353,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,8,186251,0,254578,1,d,456651,222596,234055,717115,467007,56796,105259,200876,487915,112366,58374,717115,42934,107100,94197,96279,47065,45075,547096,522720,98199,255684,9533,4933,14544,17767,28822,46340,41368,51806,22775,17796,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IL,9,262045,107125,369170,1,d,505966,245832,260134,719256,491930,77215,118120,80528,511423,160162,124933,719256,39072,100058,94800,94490,47315,44035,569647,542902,130725,285485,15237,9448,17797,20575,27451,46425,32132,49437,24420,42563,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,1,185180,132247,326948,0,d,540076,260051,280025,719122,511065,141441,14632,117031,492917,74929,39339,719122,45440,89318,92669,89541,48880,50626,555396,530438,121883,279194,17802,10342,23667,29125,34360,53260,32523,47249,17449,13417,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,2,114967,183601,298568,1,r,524091,253437,270654,721469,611348,63296,14408,73664,477492,68158,39380,721469,48616,90524,82052,89858,45230,48580,547015,514527,121248,268256,18865,11322,26107,27016,37260,54321,33460,39849,11020,9036,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,3,104762,220989,325751,1,r,542756,264754,278002,753051,650682,57582,23444,47737,496328,82797,38878,753051,47894,98958,90415,89466,48969,48550,562485,535909,119970,291660,13503,9838,25223,31801,44862,59583,40468,41526,13688,11168,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,4,112984,225531,338515,1,r,567896,280151,287745,767105,667122,42565,30500,48052,500236,84422,48421,767105,65241,101342,89432,92906,50395,46012,594810,550720,120149,294928,14846,10748,28973,27214,39380,59494,41860,45466,15237,11710,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,5,191226,208212,416226,0,r,585141,282096,303045,791257,666915,77752,36715,40290,537171,158913,98175,791257,47292,103512,106384,105671,51303,48979,602404,575289,121322,313075,13907,9588,19832,22168,35838,52308,39101,55289,28284,36760,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,6,91103,225318,328212,1,r,553631,268716,284915,720190,666820,25963,13446,22259,492910,68433,37999,720190,49207,88123,82408,92299,51372,49201,563725,531204,129507,280444,14313,13365,28818,28802,38708,56133,37441,40296,12677,9891,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,7,176422,106146,282568,1,d,531047,247712,283335,777205,449793,258247,37449,89477,503912,82356,43500,777205,55666,129301,101777,88682,49263,39525,578953,548230,95364,296794,27895,13691,34996,32247,48815,56818,34540,29750,11538,6504,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,8,95691,214643,320617,1,r,547306,269365,277941,716924,653565,40859,10911,19613,490069,70902,37612,716924,47359,89695,85362,85081,49925,50948,557791,527813,129058,286330,16851,12845,32073,28773,41455,54274,39427,38276,12223,10133,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,IN,9,124826,218606,359033,1,r,586412,285219,301193,765896,694589,32445,24783,27431,510980,86861,51751,765896,61124,95546,95269,93916,50778,49500,602219,557630,125971,287084,15373,12594,25093,27114,37650,57797,36403,44189,17420,13451,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KS,1,84393,208229,292622,0,r,501367,253019,248348,694498,610172,26291,14928,113616,446568,75917,40654,694498,60922,86894,82386,68924,41748,45007,531633,491513,121609,272404,15589,13134,28551,24431,41788,56421,34674,38418,11351,8047,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KS,2,136650,185464,336315,0,r,544073,267028,277045,715881,618520,46259,15648,50531,471165,88216,50477,715881,60123,85637,81591,81071,48092,47869,554015,517627,126905,286494,16792,12978,25350,29701,41951,56723,37191,39634,13501,12673,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KS,3,220049,178773,410418,1,d,540910,260944,279966,779860,616313,78975,47246,97137,523115,157513,96402,779860,45652,108426,109903,95944,47500,48359,585868,561118,112983,297879,9839,9088,16895,20899,27734,49972,46968,53730,28182,34572,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KS,4,116166,203432,319598,1,r,517398,254107,263291,723075,591897,63189,30802,93520,477233,93205,50105,723075,46170,96416,89025,81352,44375,49566,541497,512470,116499,281552,15747,13934,23669,26491,39945,56723,36050,43590,13522,11881,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KY,1,82141,246329,328470,1,r,555777,272527,283250,717704,636458,59772,8543,22485,494156,49664,35170,717704,48768,87645,84960,86962,46456,52030,562191,532519,136103,284068,25539,20145,32340,31015,39957,54288,35871,27672,9867,7374,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KY,2,94643,255735,360397,1,r,577344,279301,298043,774897,690264,51850,20287,26203,520460,68438,45629,774897,52994,97166,97130,96418,50547,52671,594919,561096,126528,293329,19062,15772,29551,29932,41670,58084,38165,38967,12388,9738,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KY,3,230672,137425,368097,1,d,548524,259814,288710,742543,526605,182610,25414,45239,515876,107035,70487,742543,46552,110433,93684,88739,47965,51069,580005,552938,123986,307525,20189,12972,29058,30497,41233,59577,40218,41229,16656,15896,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KY,4,125896,256613,382509,1,r,568729,278675,290054,761936,700198,34181,14830,25953,519602,93848,56798,761936,46328,93557,96556,103174,49226,53622,583820,555070,123467,287996,15528,11315,23770,22898,34921,51210,37020,51310,20636,19388,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KY,5,47056,250914,297970,1,r,534351,262826,271525,689793,665179,13033,4235,9705,481489,36223,30331,689793,37244,83455,86464,90799,48082,47032,537492,508676,125657,266136,36053,23055,41547,30356,34804,41830,26345,21205,5941,5000,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,KY,6,155011,216948,378450,1,r,582777,278582,304195,780800,654987,83270,20976,38432,516859,97832,74468,780800,62198,104436,98102,96308,53292,45903,607421,567107,118818,309678,21023,13516,32156,30317,41169,57495,39965,43489,16156,14392,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
2020,LA,1,94730,270330,374369,1,r,588760,276187,312573,799917,635105,121592,20909,70979,550828,111581,65862,799917,45925,102933,105071,95773,53132,54840,616706,586269,139079,299885,18206,13989,29667,28258,32428,52619,37841,44903,20199,21775,-9,20,15,9,-11,12,19,-7,12,-10,35,-3,26
