year,state,district,age_pop,allage_m,allage_f,age_18_plus,allage_citzenpct,race_pop,race_white,race_black,race_asian,race_hisp,ed_pop,ed_ba,ed_grdeg,age_20_24,age_25_34,age_35_44,age_45_54,age_55_59,age_60_64,age_21_plus,age_65_plus,inc_pop,inc_less_10,inc_10_14,inc_15_24,inc_25_34,inc_35_49,inc_50_74,inc_75_99,inc_100_149,inc_150_199,inc_200_plus
2014,CA,49,728456,368276,360180,558483,48.6,728456,582666,22814,65118,179235,482657,130917,81626,57859,95120,99617,99380,45739,39047,529372,103754,251417,15635,5898,14946,19121,26560,40671,29293,40195,22597,36501
2014,CA,5,722814,349415,373399,565122,48.9,722814,468352,61571,96080,199582,497276,106919,50851,50622,97626,87314,96580,50092,50546,537119,115118,265421,13639,12071,22385,22364,31484,46376,38125,40000,21328,17649
2014,CA,50,737332,370321,367011,561377,56.3,737332,572093,30407,58689,230290,488174,92578,44522,51983,98923,91579,102736,47309,44881,528923,102746,239592,15241,9964,18881,21599,29219,40467,34847,40231,15670,13473
2014,CA,51,720935,364987,355948,532349,55.3,720935,464135,58998,64934,511341,439562,46315,15029,69974,115678,93520,83277,38775,32011,495310,76301,194825,16450,15897,26012,25573,28274,32836,20281,20224,5565,3713
2014,CA,52,759602,383167,376435,604220,44.3,759602,523582,33463,170866,109805,524637,178168,125584,58950,133532,101449,103999,46942,42246,574178,96469,282394,13811,9209,15135,17255,27787,41086,36760,55856,29496,35999
2014,CA,53,753810,370301,383509,601355,45.2,753810,492579,73285,127948,251708,516761,121401,63436,63299,137393,99094,99892,46932,38959,566260,94491,265815,13634,10388,19743,25646,32935,48451,38430,43878,17641,15069
2014,CA,6,737671,360751,376920,551443,48.9,737671,379085,118654,132357,214233,473539,80514,43259,58481,122803,97850,89648,40916,38827,520797,83495,264422,21102,22863,28547,29453,38555,45429,27726,29528,12974,8245
2014,CA,7,736555,359423,377132,560826,34.8,736555,486767,66713,130644,121875,499117,107774,55212,46105,102406,93711,104450,50967,43456,536167,104127,258041,11938,11962,20305,21304,31547,46444,34071,44446,20402,15622
2014,CA,8,715953,354308,361645,518301,51.0,715953,541202,71152,32130,282252,442481,43074,26671,56491,92184,84457,89400,42865,42203,485405,91372,231229,19455,16339,30537,24425,31357,44641,26258,25211,7491,5515
2014,CA,9,738320,366966,371354,536766,52.3,738320,403121,86691,124209,274025,461250,61651,29820,52990,93591,93330,99574,45582,38212,503129,90961,230743,16565,13163,26578,21563,28353,40285,26881,32777,13787,10791
2014,CO,1,788694,394699,393995,623755,61.9,788694,630280,75187,35920,222333,555283,150921,94826,53109,164566,119762,95865,46426,41213,599048,87451,332241,27452,13914,28822,30756,44795,56624,42160,45250,18240,24228
2014,CO,2,765721,389832,375889,612729,53.1,765721,695480,10965,30323,78267,510400,158539,110320,75886,103631,98343,100119,56121,51280,570968,100906,300661,16517,8559,22605,26300,33605,52304,41468,50121,25353,23829
2014,CO,3,729368,365512,363856,566684,68.7,729368,643028,11124,7691,180624,497871,101713,51002,48628,94755,88431,93033,53332,52408,534958,115912,282857,21958,15108,29811,32948,41884,51281,35840,33435,12255,8337
2014,CO,4,768242,387205,381037,567899,64.4,768242,683435,17317,21786,166820,498558,108342,55238,49519,95043,104880,108412,50076,44111,538353,96036,272870,14125,8588,22865,23104,35047,49947,38483,45003,18584,17124
2014,CO,5,759664,386950,372714,578160,52.5,759664,613785,57190,30005,116871,496820,102192,69661,59971,112688,93959,101287,48509,44026,545526,96351,283910,16761,12677,27937,25515,40616,55443,37682,39386,15229,12664
2014,CO,6,772966,382193,390773,568837,57.4,772966,575067,81589,51025,154720,506049,141985,70445,45061,109244,116464,107878,47538,39526,543395,85399,277454,11955,7681,19077,23404,33190,50957,38345,48639,23155,21051
2014,CO,7,771211,386208,385003,590657,62.5,771211,679306,19357,33676,215472,519482,98466,60562,52658,118758,102947,104686,48886,46688,563377,97517,289599,13936,11101,23850,26899,41531,59005,38751,45527,15609,13390
2014,CT,1,711205,342912,368293,559348,45.7,711205,502787,122446,39801,114958,495550,104682,74226,44902,89492,85647,107568,56678,41701,532352,114464,279974,18369,10989,26933,21347,31777,47277,36593,45810,21132,19747
2014,CT,2,710798,353804,356994,568588,43.5,710798,612355,40492,27864,56024,487416,92948,72092,56088,79184,81797,112337,54505,44743,531025,114850,267479,12349,8564,19993,21273,31116,47503,40441,47167,22201,16872
2014,CT,3,720986,344420,376566,574431,53.1,720986,539395,104464,33613,104117,497046,94701,83644,54949,99973,85584,101830,50671,46164,539288,112824,278098,19830,14236,25856,23238,32919,43856,33500,45410,20098,19155
2014,CT,4,740215,361123,379092,561323,56.3,740215,536542,96792,47716,140284,496358,135233,108579,45020,86090,98344,113988,52067,43347,533358,102522,262907,13899,7155,18135,17804,23891,34073,29838,36382,24875,56855
2014,CT,5,713473,351857,361616,558111,55.5,713473,572870,56566,32574,125770,495448,99908,74101,43240,83682,90049,113354,53438,44057,530561,110868,267359,16871,7607,24577,22620,29564,44053,35099,44318,19424,23226
2014,DC,1,658893,312633,346260,543863,61.4,658893,265077,328170,32607,68356,463211,112706,141966,58809,150211,92877,76790,36171,32697,509791,74465,277378,31498,10973,20932,18459,24799,36870,32079,40815,23599,37354
2014,DE,1,935614,454005,481609,731772,51.2,935614,647533,220001,40345,83326,640343,116931,78950,63905,121964,111621,128366,68820,55813,690299,153759,349743,23305,12731,29608,32947,49311,64840,44989,51997,21823,18192
2014,FL,1,743897,376913,366984,584012,45.1,743897,571711,113346,29804,46011,502782,91010,45096,59448,104482,86902,99504,52552,42824,551075,116518,271005,17405,12044,28994,29332,44774,50718,37000,31683,10251,8804
2014,FL,10,758350,371597,386753,598685,47.4,758350,591441,98895,38752,140390,537054,102355,54023,46417,102685,95411,103373,46354,45344,573717,143887,280952,19324,12654,28851,30310,44164,57364,31333,34354,10303,12295
2014,FL,11,728133,352597,375536,607174,33.4,728133,629693,69940,13597,67368,560802,68879,37242,33606,63176,68740,83221,49130,57419,585368,239116,297719,21525,18075,41314,41603,54808,58097,29529,21379,4969,6420
2014,FL,12,729937,351858,378079,579201,37.8,729937,642401,46268,25515,95057,529434,99366,49862,35905,76073,92098,106160,49617,48372,556864,157114,281737,16603,14408,35050,32253,40148,50833,31792,38358,10173,12119
2014,FL,13,707503,343793,363710,591475,44.2,707503,610496,50679,30322,68243,541077,99848,55508,37363,79416,79869,105035,57606,52109,570766,167042,310672,28240,16804,37129,39487,48881,54376,33036,32403,9040,11276
2014,FL,14,757963,366237,391726,590691,54.0,757963,474776,202087,34262,219777,518607,90625,49311,54467,126562,105898,101002,48600,39976,562227,96569,290566,26953,17843,37770,34718,44734,51424,28529,29483,9422,9690
2014,FL,15,724176,352956,371220,556978,50.7,724176,538561,111943,26000,130854,475964,81462,43279,58337,94611,86590,100721,47616,41249,523431,105177,255190,17854,14185,29474,25580,41204,47860,29171,30982,10295,8585
2014,FL,16,744076,356996,387080,617023,50.2,744076,658645,56728,16857,89270,567986,107476,71337,35965,67348,73967,94125,53965,55105,595900,223476,311660,19471,15638,34983,32292,46673,59768,36267,38944,12749,14875
2014,FL,17,725251,364552,360699,581934,55.6,725251,608499,73710,14328,139505,530421,62999,38197,36717,72831,77546,84912,51675,50162,560076,193295,275502,21189,16263,38618,36632,46652,54171,26073,22799,7378,5727
2014,FL,18,731704,351951,379753,596796,44.8,731704,591226,100743,17603,109237,546401,94101,55713,35638,77842,82624,104047,54603,50219,575486,177066,292179,15642,15261,35096,32468,39859,55900,33528,34828,11915,17682
2014,FL,19,753542,362571,390971,624302,57.3,753542,652444,66493,13102,143561,572268,111048,68150,36339,76793,74681,92005,50899,57713,602005,220177,303652,19045,14318,30966,32732,47740,61501,32574,34210,12512,18054
2014,FL,2,711296,360232,351064,571349,52.6,711296,493170,185911,19009,41521,468036,77662,47621,75503,97247,86188,90799,46367,44056,524918,103379,262789,28271,14657,29932,34400,40207,43076,27603,29370,8167,7106
2014,FL,20,745656,362215,383441,574465,49.2,745656,307618,399771,18994,160422,500358,64055,25740,57104,109610,96141,99768,48109,42022,544007,104708,244629,23606,16007,37856,34018,41215,44795,21698,19865,3599,1970
2014,FL,21,742664,357553,385111,585395,42.6,742664,579711,104240,33304,163232,527982,116273,69514,40292,77532,84562,104764,48016,40520,560543,172588,275199,13555,11576,30986,29169,35948,48646,34932,36590,16249,17548
2014,FL,22,731165,368252,362913,606087,53.0,731165,585590,99558,24793,152966,553956,132215,76612,38679,99529,90972,104716,52716,49540,585443,156483,307349,21423,16188,33655,31242,41434,49311,34782,37319,16105,25890
2014,FL,23,730033,355284,374749,577917,41.2,730033,565313,97145,28409,291838,519367,113031,75707,43040,91876,104460,115762,45688,42543,553394,119038,278160,22866,14041,30126,26858,35866,45831,31298,38423,15804,17047
2014,FL,24,741950,354765,387185,573804,44.6,741950,266289,437467,14478,238417,496285,65558,34449,58203,116699,103008,104132,41090,42267,542723,89089,230890,30720,18164,34611,27172,33050,37386,19680,18833,6325,4949
2014,FL,25,745358,365849,379509,583724,46.5,745358,637143,58963,20236,527426,515627,90566,46448,50521,95456,105751,115154,44961,37283,553939,117022,223881,16482,15737,25890,21554,33067,40436,26404,27045,8971,8295
2014,FL,26,749692,367816,381876,599510,36.9,749692,646991,74388,17654,515484,523591,90344,47548,52670,100264,97656,109543,52297,45386,565345,118445,218812,15184,11283,23408,22389,30578,40325,27667,29697,10575,7706
2014,FL,27,760443,368808,391635,603990,48.3,760443,663711,59362,16261,578904,536317,92028,64567,50144,101724,112521,111282,45205,41270,575703,124315,247862,23792,18924,32980,27373,32914,38185,21658,23495,10963,17578
2014,FL,3,716034,358196,357838,572000,43.6,716034,573217,100571,27427,65433,478377,69457,47953,64018,89333,81980,93527,48354,43004,526375,122179,261176,28567,14828,30242,30082,36723,52751,25563,25622,9650,7148
2014,FL,4,714880,351597,363283,558993,45.3,714880,554431,105368,40782,58687,493504,97773,52968,49724,110338,89988,101274,48297,41436,533406,102171,272496,16617,12300,23834,32450,40344,52943,32229,38604,10673,12502
2014,FL,5,742217,351598,390619,561224,52.2,742217,288736,405041,22802,95579,478867,54758,22499,62717,116156,92096,96419,48661,40455,531241,85080,260285,34014,22407,43541,36088,38308,42894,21970,13769,4433,2861
2014,FL,6,736069,360502,375567,599929,42.1,736069,627765,74885,18972,57269,542155,92588,54861,40451,76578,78816,100633,55788,56504,573598,173836,286085,21380,13058,33522,36082,42581,53239,32005,31026,13412,9780
2014,FL,7,735643,361499,374144,580334,43.7,735643,588945,86154,35020,156150,493138,108192,57742,59705,102949,91160,103307,49008,43163,538795,103551,256554,17425,11115,29612,29853,36588,48295,28107,28908,13577,13074
2014,FL,8,715672,348502,367170,583797,42.9,715672,596149,82228,21788,71423,530123,88701,54638,37723,74405,73714,101548,56661,52453,559673,171342,285836,20436,14959,35154,34452,44047,52667,33242,29673,10608,10598
2014,FL,9,769993,377539,392454,578485,50.5,769993,569188,89838,43405,364846,500717,86293,35256,56898,111114,119270,104012,41044,36986,546664,88291,245209,19407,10142,32017,31418,41021,50146,26100,21873,7094,5991
2014,GA,1,729328,359728,369600,552980,61.5,729328,454517,228136,18286,44989,472358,72918,45351,59387,107988,90024,93491,46363,38794,518155,95698,264770,24305,15662,27168,29312,41174,49526,30485,29457,9713,7968
2014,GA,10,713570,343760,369810,543477,48.2,713570,489442,196517,18489,34892,457611,66487,44299,57058,81730,94994,95997,43911,42080,499135,98899,243617,26299,12698,30897,25006,31856,44650,27278,27609,9672,7652
2014,GA,11,725169,354608,370561,550350,62.2,725169,530232,133975,28412,78101,479911,122558,63618,49671,107216,103942,105059,45212,39099,518006,79383,270931,12245,7924,22768,22939,35370,50411,38645,42717,16675,21237
2014,GA,12,701628,346132,355496,535490,50.7,701628,412025,256765,15669,39940,447891,57142,32733,57704,96756,84893,88903,42705,41750,495165,92884,244477,27874,19297,35558,29186,34306,39726,26885,20351,6398,4896
2014,GA,13,741383,350242,391141,533805,53.4,741383,253307,429329,19957,91669,465146,78619,44374,50209,93419,113734,104961,47493,34678,506234,70861,248292,15505,13274,27305,25634,38248,53015,30077,26806,10830,7598
2014,GA,14,700856,343480,357376,523641,68.5,700856,596031,71900,8042,77033,458438,51984,27768,45596,88719,96100,96657,45419,36792,493756,94751,248795,18217,14743,33829,29022,38163,46784,29399,25215,8097,5326
2014,GA,2,685342,336980,348362,519165,63.1,685342,294263,362234,10954,34431,440601,45886,31056,56554,93001,81666,87764,42529,41046,486198,94595,245947,37804,20642,35998,29204,35554,37992,23456,15319,5430,4548
2014,GA,3,725530,353688,371842,544053,53.6,725530,503728,187666,18398,37889,468134,73625,41000,53021,88521,94412,101946,43181,41158,510174,98916,257294,21807,14052,27685,27011,38477,48076,30241,30775,10453,8717
2014,GA,4,728367,350525,377842,540123,53.2,728367,228266,427633,42846,74297,473266,88332,54340,46763,100886,103258,106822,47027,41031,511401,74242,251970,18518,15176,29666,29247,41658,45448,30855,26399,7793,7210
2014,GA,5,738016,354502,383514,583387,60.7,738016,244573,437342,37224,48569,488762,113332,82828,69579,140654,103211,90723,39635,37122,542693,77417,287587,32313,19831,34469,30575,40876,43615,26824,28791,12587,17706
2014,GA,6,732089,362180,369909,547421,60.6,732089,518393,107334,82923,91031,497415,183003,105394,36306,102113,117856,113364,45316,38653,527638,80113,275326,11928,4986,16490,21359,31508,45864,33341,47177,26761,35912
2014,GA,7,752996,368791,384205,548996,57.0,752996,442553,151422,104945,138110,484689,127381,63160,46071,102685,116766,117995,43989,36251,520216,67003,242595,7986,8127,22013,23072,32425,45736,32124,37619,17610,15883
2014,GA,8,705698,344469,361229,535312,66.1,705698,456101,225582,11142,41831,459741,56334,37134,51816,91002,91411,91679,44942,40336,499874,100371,254286,29410,19825,34286,29810,38673,42031,26006,21082,6999,6164
2014,GA,9,717371,352854,364517,547722,70.5,717371,620486,57851,10005,89333,482445,62132,37812,46669,80462,92689,94968,45121,45468,519260,123737,251634,19948,15912,29624,28731,40022,47551,29406,26285,7691,6464
