NAME,DP05_0001E,DP05_0001EA,DP05_0001M,DP05_0001MA,DP05_0001PE,DP05_0001PEA,DP05_0001PM,DP05_0001PMA,DP05_0002E,DP05_0002EA,DP05_0002M,DP05_0002MA,DP05_0002PE,DP05_0002PEA,DP05_0002PM,DP05_0002PMA,DP05_0003E,DP05_0003EA,DP05_0003M,DP05_0003MA,DP05_0003PE,DP05_0003PEA,DP05_0003PM,DP05_0003PMA,DP05_0004E,DP05_0004EA,DP05_0004M,DP05_0004MA,DP05_0004PE,DP05_0004PEA,DP05_0004PM,DP05_0004PMA,DP05_0005E,DP05_0005EA,DP05_0005M,DP05_0005MA,DP05_0005PE,DP05_0005PEA,DP05_0005PM,DP05_0005PMA,DP05_0006E,DP05_0006EA,DP05_0006M,DP05_0006MA,DP05_0006PE,DP05_0006PEA,DP05_0006PM,DP05_0006PMA,DP05_0007E,DP05_0007EA,DP05_0007M,DP05_0007MA,DP05_0007PE,DP05_0007PEA,DP05_0007PM,DP05_0007PMA,DP05_0008E,DP05_0008EA,DP05_0008M,DP05_0008MA,DP05_0008PE,DP05_0008PEA,DP05_0008PM,DP05_0008PMA,DP05_0009E,DP05_0009EA,DP05_0009M,DP05_0009MA,DP05_0009PE,DP05_0009PEA,DP05_0009PM,DP05_0009PMA,DP05_0010E,DP05_0010EA,DP05_0010M,DP05_0010MA,DP05_0010PE,DP05_0010PEA,DP05_0010PM,DP05_0010PMA,DP05_0011E,DP05_0011EA,DP05_0011M,DP05_0011MA,DP05_0011PE,DP05_0011PEA,DP05_0011PM,DP05_0011PMA,DP05_0012E,DP05_0012EA,DP05_0012M,DP05_0012MA,DP05_0012PE,DP05_0012PEA,DP05_0012PM,DP05_0012PMA,DP05_0013E,DP05_0013EA,DP05_0013M,DP05_0013MA,DP05_0013PE,DP05_0013PEA,DP05_0013PM,DP05_0013PMA,DP05_0014E,DP05_0014EA,DP05_0014M,DP05_0014MA,DP05_0014PE,DP05_0014PEA,DP05_0014PM,DP05_0014PMA,DP05_0015E,DP05_0015EA,DP05_0015M,DP05_0015MA,DP05_0015PE,DP05_0015PEA,DP05_0015PM,DP05_0015PMA,DP05_0016E,DP05_0016EA,DP05_0016M,DP05_0016MA,DP05_0016PE,DP05_0016PEA,DP05_0016PM,DP05_0016PMA,DP05_0017E,DP05_0017EA,DP05_0017M,DP05_0017MA,DP05_0017PE,DP05_0017PEA,DP05_0017PM,DP05_0017PMA,DP05_0018E,DP05_0018EA,DP05_0018M,DP05_0018MA,DP05_0018PE,DP05_0018PEA,DP05_0018PM,DP05_0018PMA,DP05_0019E,DP05_0019EA,DP05_0019M,DP05_0019MA,DP05_0019PE,DP05_0019PEA,DP05_0019PM,DP05_0019PMA,DP05_0020E,DP05_0020EA,DP05_0020M,DP05_0020MA,DP05_0020PE,DP05_0020PEA,DP05_0020PM,DP05_0020PMA,DP05_0021E,DP05_0021EA,DP05_0021M,DP05_0021MA,DP05_0021PE,DP05_0021PEA,DP05_0021PM,DP05_0021PMA,DP05_0022E,DP05_0022EA,DP05_0022M,DP05_0022MA,DP05_0022PE,DP05_0022PEA,DP05_0022PM,DP05_0022PMA,DP05_0023E,DP05_0023EA,DP05_0023M,DP05_0023MA,DP05_0023PE,DP05_0023PEA,DP05_0023PM,DP05_0023PMA,DP05_0024E,DP05_0024EA,DP05_0024M,DP05_0024MA,DP05_0024PE,DP05_0024PEA,DP05_0024PM,DP05_0024PMA,DP05_0025E,DP05_0025EA,DP05_0025M,DP05_0025MA,DP05_0025PE,DP05_0025PEA,DP05_0025PM,DP05_0025PMA,DP05_0026E,DP05_0026EA,DP05_0026M,DP05_0026MA,DP05_0026PE,DP05_0026PEA,DP05_0026PM,DP05_0026PMA,DP05_0027E,DP05_0027EA,DP05_0027M,DP05_0027MA,DP05_0027PE,DP05_0027PEA,DP05_0027PM,DP05_0027PMA,DP05_0028E,DP05_0028EA,DP05_0028M,DP05_0028MA,DP05_0028PE,DP05_0028PEA,DP05_0028PM,DP05_0028PMA,DP05_0029E,DP05_0029EA,DP05_0029M,DP05_0029MA,DP05_0029PE,DP05_0029PEA,DP05_0029PM,DP05_0029PMA,DP05_0030E,DP05_0030EA,DP05_0030M,DP05_0030MA,DP05_0030PE,DP05_0030PEA,DP05_0030PM,DP05_0030PMA,DP05_0031E,DP05_0031EA,DP05_0031M,DP05_0031MA,DP05_0031PE,DP05_0031PEA,DP05_0031PM,DP05_0031PMA,DP05_0032E,DP05_0032EA,DP05_0032M,DP05_0032MA,DP05_0032PE,DP05_0032PEA,DP05_0032PM,DP05_0032PMA,DP05_0033E,DP05_0033EA,DP05_0033M,DP05_0033MA,DP05_0033PE,DP05_0033PEA,DP05_0033PM,DP05_0033PMA,DP05_0034E,DP05_0034EA,DP05_0034M,DP05_0034MA,DP05_0034PE,DP05_0034PEA,DP05_0034PM,DP05_0034PMA,DP05_0035E,DP05_0035EA,DP05_0035M,DP05_0035MA,DP05_0035PE,DP05_0035PEA,DP05_0035PM,DP05_0035PMA,DP05_0036E,DP05_0036EA,DP05_0036M,DP05_0036MA,DP05_0036PE,DP05_0036PEA,DP05_0036PM,DP05_0036PMA,DP05_0037E,DP05_0037EA,DP05_0037M,DP05_0037MA,DP05_0037PE,DP05_0037PEA,DP05_0037PM,DP05_0037PMA,DP05_0038E,DP05_0038EA,DP05_0038M,DP05_0038MA,DP05_0038PE,DP05_0038PEA,DP05_0038PM,DP05_0038PMA,DP05_0039E,DP05_0039EA,DP05_0039M,DP05_0039MA,DP05_0039PE,DP05_0039PEA,DP05_0039PM,DP05_0039PMA,DP05_0040E,DP05_0040EA,DP05_0040M,DP05_0040MA,DP05_0040PE,DP05_0040PEA,DP05_0040PM,DP05_0040PMA,DP05_0041E,DP05_0041EA,DP05_0041M,DP05_0041MA,DP05_0041PE,DP05_0041PEA,DP05_0041PM,DP05_0041PMA,DP05_0042E,DP05_0042EA,DP05_0042M,DP05_0042MA,DP05_0042PE,DP05_0042PEA,DP05_0042PM,DP05_0042PMA,DP05_0043E,DP05_0043EA,DP05_0043M,DP05_0043MA,DP05_0043PE,DP05_0043PEA,DP05_0043PM,DP05_0043PMA,DP05_0044E,DP05_0044EA,DP05_0044M,DP05_0044MA,DP05_0044PE,DP05_0044PEA,DP05_0044PM,DP05_0044PMA,DP05_0045E,DP05_0045EA,DP05_0045M,DP05_0045MA,DP05_0045PE,DP05_0045PEA,DP05_0045PM,DP05_0045PMA,DP05_0046E,DP05_0046EA,DP05_0046M,DP05_0046MA,DP05_0046PE,DP05_0046PEA,DP05_0046PM,DP05_0046PMA,DP05_0047E,DP05_0047EA,DP05_0047M,DP05_0047MA,DP05_0047PE,DP05_0047PEA,DP05_0047PM,DP05_0047PMA,DP05_0048E,DP05_0048EA,DP05_0048M,DP05_0048MA,DP05_0048PE,DP05_0048PEA,DP05_0048PM,DP05_0048PMA,DP05_0049E,DP05_0049EA,DP05_0049M,DP05_0049MA,DP05_0049PE,DP05_0049PEA,DP05_0049PM,DP05_0049PMA,DP05_0050E,DP05_0050EA,DP05_0050M,DP05_0050MA,DP05_0050PE,DP05_0050PEA,DP05_0050PM,DP05_0050PMA,DP05_0051E,DP05_0051EA,DP05_0051M,DP05_0051MA,DP05_0051PE,DP05_0051PEA,DP05_0051PM,DP05_0051PMA,DP05_0052E,DP05_0052EA,DP05_0052M,DP05_0052MA,DP05_0052PE,DP05_0052PEA,DP05_0052PM,DP05_0052PMA,DP05_0053E,DP05_0053EA,DP05_0053M,DP05_0053MA,DP05_0053PE,DP05_0053PEA,DP05_0053PM,DP05_0053PMA,DP05_0054E,DP05_0054EA,DP05_0054M,DP05_0054MA,DP05_0054PE,DP05_0054PEA,DP05_0054PM,DP05_0054PMA,DP05_0055E,DP05_0055EA,DP05_0055M,DP05_0055MA,DP05_0055PE,DP05_0055PEA,DP05_0055PM,DP05_0055PMA,DP05_0056E,DP05_0056EA,DP05_0056M,DP05_0056MA,DP05_0056PE,DP05_0056PEA,DP05_0056PM,DP05_0056PMA,DP05_0057E,DP05_0057EA,DP05_0057M,DP05_0057MA,DP05_0057PE,DP05_0057PEA,DP05_0057PM,DP05_0057PMA,DP05_0058E,DP05_0058EA,DP05_0058M,DP05_0058MA,DP05_0058PE,DP05_0058PEA,DP05_0058PM,DP05_0058PMA,DP05_0059E,DP05_0059EA,DP05_0059M,DP05_0059MA,DP05_0059PE,DP05_0059PEA,DP05_0059PM,DP05_0059PMA,DP05_0060E,DP05_0060EA,DP05_0060M,DP05_0060MA,DP05_0060PE,DP05_0060PEA,DP05_0060PM,DP05_0060PMA,DP05_0061E,DP05_0061EA,DP05_0061M,DP05_0061MA,DP05_0061PE,DP05_0061PEA,DP05_0061PM,DP05_0061PMA,DP05_0062E,DP05_0062EA,DP05_0062M,DP05_0062MA,DP05_0062PE,DP05_0062PEA,DP05_0062PM,DP05_0062PMA,DP05_0063E,DP05_0063EA,DP05_0063M,DP05_0063MA,DP05_0063PE,DP05_0063PEA,DP05_0063PM,DP05_0063PMA,DP05_0064E,DP05_0064EA,DP05_0064M,DP05_0064MA,DP05_0064PE,DP05_0064PEA,DP05_0064PM,DP05_0064PMA,DP05_0065E,DP05_0065EA,DP05_0065M,DP05_0065MA,DP05_0065PE,DP05_0065PEA,DP05_0065PM,DP05_0065PMA,DP05_0066E,DP05_0066EA,DP05_0066M,DP05_0066MA,DP05_0066PE,DP05_0066PEA,DP05_0066PM,DP05_0066PMA,DP05_0067E,DP05_0067EA,DP05_0067M,DP05_0067MA,DP05_0067PE,DP05_0067PEA,DP05_0067PM,DP05_0067PMA,DP05_0068E,DP05_0068EA,DP05_0068M,DP05_0068MA,DP05_0068PE,DP05_0068PEA,DP05_0068PM,DP05_0068PMA,DP05_0069E,DP05_0069EA,DP05_0069M,DP05_0069MA,DP05_0069PE,DP05_0069PEA,DP05_0069PM,DP05_0069PMA,DP05_0070E,DP05_0070EA,DP05_0070M,DP05_0070MA,DP05_0070PE,DP05_0070PEA,DP05_0070PM,DP05_0070PMA,DP05_0071E,DP05_0071EA,DP05_0071M,DP05_0071MA,DP05_0071PE,DP05_0071PEA,DP05_0071PM,DP05_0071PMA,DP05_0072E,DP05_0072EA,DP05_0072M,DP05_0072MA,DP05_0072PE,DP05_0072PEA,DP05_0072PM,DP05_0072PMA,DP05_0073E,DP05_0073EA,DP05_0073M,DP05_0073MA,DP05_0073PE,DP05_0073PEA,DP05_0073PM,DP05_0073PMA,DP05_0074E,DP05_0074EA,DP05_0074M,DP05_0074MA,DP05_0074PE,DP05_0074PEA,DP05_0074PM,DP05_0074PMA,DP05_0075E,DP05_0075EA,DP05_0075M,DP05_0075MA,DP05_0075PE,DP05_0075PEA,DP05_0075PM,DP05_0075PMA,DP05_0076E,DP05_0076EA,DP05_0076M,DP05_0076MA,DP05_0076PE,DP05_0076PEA,DP05_0076PM,DP05_0076PMA,DP05_0077E,DP05_0077EA,DP05_0077M,DP05_0077MA,DP05_0077PE,DP05_0077PEA,DP05_0077PM,DP05_0077PMA,DP05_0078E,DP05_0078EA,DP05_0078M,DP05_0078MA,DP05_0078PE,DP05_0078PEA,DP05_0078PM,DP05_0078PMA,DP05_0079E,DP05_0079EA,DP05_0079M,DP05_0079MA,DP05_0079PE,DP05_0079PEA,DP05_0079PM,DP05_0079PMA,DP05_0080E,DP05_0080EA,DP05_0080M,DP05_0080MA,DP05_0080PE,DP05_0080PEA,DP05_0080PM,DP05_0080PMA,DP05_0081E,DP05_0081EA,DP05_0081M,DP05_0081MA,DP05_0081PE,DP05_0081PEA,DP05_0081PM,DP05_0081PMA,DP05_0082E,DP05_0082EA,DP05_0082M,DP05_0082MA,DP05_0082PE,DP05_0082PEA,DP05_0082PM,DP05_0082PMA,DP05_0083E,DP05_0083EA,DP05_0083M,DP05_0083MA,DP05_0083PE,DP05_0083PEA,DP05_0083PM,DP05_0083PMA,DP05_0084E,DP05_0084EA,DP05_0084M,DP05_0084MA,DP05_0084PE,DP05_0084PEA,DP05_0084PM,DP05_0084PMA,DP05_0085E,DP05_0085EA,DP05_0085M,DP05_0085MA,DP05_0085PE,DP05_0085PEA,DP05_0085PM,DP05_0085PMA,DP05_0086E,DP05_0086EA,DP05_0086M,DP05_0086MA,DP05_0086PE,DP05_0086PEA,DP05_0086PM,DP05_0086PMA,DP05_0087E,DP05_0087EA,DP05_0087M,DP05_0087MA,DP05_0087PE,DP05_0087PEA,DP05_0087PM,DP05_0087PMA,DP05_0088E,DP05_0088EA,DP05_0088M,DP05_0088MA,DP05_0088PE,DP05_0088PEA,DP05_0088PM,DP05_0088PMA,DP05_0089E,DP05_0089EA,DP05_0089M,DP05_0089MA,DP05_0089PE,DP05_0089PEA,DP05_0089PM,DP05_0089PMA,GEO_ID,NAME,state,congressional district
"Congressional District 3 (116th Congress), California",755811,,6489,,755811,,-888888888,(X),377848,,4943,,50.0,,0.5,,377963,,4859,,50.0,,0.5,,100.0,,1.9,,-888888888,(X),-888888888,(X),49703,,2484,,6.6,,0.3,,47693,,3110,,6.3,,0.4,,47258,,3263,,6.3,,0.4,,55188,,3410,,7.3,,0.5,,63928,,3956,,8.5,,0.5,,108504,,4119,,14.4,,0.5,,94206,,3741,,12.5,,0.5,,87762,,3476,,11.6,,0.4,,44330,,3171,,5.9,,0.4,,45149,,2890,,6.0,,0.4,,66526,,2851,,8.8,,0.4,,32117,,1934,,4.2,,0.3,,13447,,1962,,1.8,,0.3,,35.5,,0.5,,-888888888,(X),-888888888,(X),172956,,4436,,22.9,,0.5,,600187,,5747,,79.4,,0.5,,582855,,5506,,77.1,,0.5,,543452,,6221,,71.9,,0.6,,138554,,3812,,18.3,,0.5,,112090,,3159,,14.8,,0.4,,582855,,5506,,582855,,-888888888,(X),290636,,4298,,49.9,,0.5,,292219,,3641,,50.1,,0.5,,99.5,,2.0,,-888888888,(X),-888888888,(X),112090,,3159,,112090,,-888888888,(X),50987,,1623,,45.5,,1.0,,61103,,2225,,54.5,,1.0,,83.4,,3.3,,-888888888,(X),-888888888,(X),755811,,6489,,755811,,-888888888,(X),705596,,7851,,93.4,,0.6,,50215,,4782,,6.6,,0.6,,705596,,7851,,93.4,,0.6,,519095,,9736,,68.7,,1.2,,47499,,4716,,6.3,,0.6,,9194,,2199,,1.2,,0.3,,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,85141,,4986,,11.3,,0.6,,19763,,3321,,2.6,,0.4,,16611,,2657,,2.2,,0.4,,23385,,3777,,3.1,,0.5,,4335,,1500,,0.6,,0.2,,3978,,1564,,0.5,,0.2,,5704,,1770,,0.8,,0.2,,11365,,2824,,1.5,,0.4,,5360,,1063,,0.7,,0.1,,326,,411,,0.0,,0.1,,2396,,1197,,0.3,,0.2,,1448,,855,,0.2,,0.1,,1190,,777,,0.2,,0.1,,39307,,5570,,5.2,,0.7,,50215,,4782,,6.6,,0.6,,7106,,1912,,0.9,,0.3,,10394,,2666,,1.4,,0.4,,15584,,2537,,2.1,,0.3,,759,,435,,0.1,,0.1,,755811,,6489,,755811,,-888888888,(X),562764,,9560,,74.5,,1.1,,61648,,4914,,8.2,,0.6,,24681,,4167,,3.3,,0.5,,108496,,4910,,14.4,,0.6,,10069,,1966,,1.3,,0.3,,45082,,6154,,6.0,,0.8,,755811,,6489,,755811,,-888888888,(X),228566,,5748,,30.2,,0.7,,195572,,7091,,25.9,,0.9,,7227,,2590,,1.0,,0.3,,185,,180,,0.0,,0.1,,25582,,4705,,3.4,,0.6,,527245,,7462,,69.8,,0.7,,347171,,6785,,45.9,,0.8,,46813,,4678,,6.2,,0.6,,6717,,1411,,0.9,,0.2,,83228,,4990,,11.0,,0.6,,5141,,948,,0.7,,0.1,,1390,,521,,0.2,,0.1,,36785,,3626,,4.9,,0.5,,495,,355,,0.1,,0.1,,36290,,3607,,4.8,,0.5,,275348,,3695,,-888888888,(X),-888888888,(X),522479,,7178,,522479,,-888888888,(X),260030,,4640,,49.8,,0.6,,262449,,4927,,50.2,,0.6,,5001600US0603,"Congressional District 3 (116th Congress), California",06,03
"Congressional District 21 (116th Congress), California",729460,,17003,,729460,,-888888888,(X),382173,,9782,,52.4,,0.6,,347287,,9658,,47.6,,0.6,,110.0,,2.9,,-888888888,(X),-888888888,(X),61395,,3798,,8.4,,0.5,,61494,,4988,,8.4,,0.6,,65347,,4593,,9.0,,0.6,,56945,,4209,,7.8,,0.5,,59430,,3736,,8.1,,0.5,,118432,,5780,,16.2,,0.7,,89699,,3948,,12.3,,0.5,,83019,,4192,,11.4,,0.5,,35212,,3180,,4.8,,0.4,,31591,,2702,,4.3,,0.4,,39212,,3110,,5.4,,0.4,,20797,,2169,,2.9,,0.3,,6887,,1659,,0.9,,0.2,,29.8,,0.6,,-888888888,(X),-888888888,(X),223067,,9074,,30.6,,0.9,,527061,,13636,,72.3,,1.0,,506393,,12841,,69.4,,0.9,,472364,,11557,,64.8,,1.0,,84938,,4588,,11.6,,0.6,,66896,,3808,,9.2,,0.5,,506393,,12841,,506393,,-888888888,(X),267402,,6930,,52.8,,0.7,,238991,,7628,,47.2,,0.7,,111.9,,3.1,,-888888888,(X),-888888888,(X),66896,,3808,,66896,,-888888888,(X),31909,,2232,,47.7,,2.3,,34987,,2720,,52.3,,2.3,,91.2,,8.6,,-888888888,(X),-888888888,(X),729460,,17003,,729460,,-888888888,(X),709849,,16533,,97.3,,0.6,,19611,,4186,,2.7,,0.6,,709849,,16533,,97.3,,0.6,,518642,,20479,,71.1,,2.1,,21050,,2835,,2.9,,0.4,,12589,,3708,,1.7,,0.5,,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,23102,,5665,,3.2,,0.8,,5822,,4329,,0.8,,0.6,,1303,,948,,0.2,,0.1,,9467,,3066,,1.3,,0.4,,344,,271,,0.0,,0.1,,258,,352,,0.0,,0.1,,1179,,1097,,0.2,,0.2,,4729,,2643,,0.6,,0.4,,843,,847,,0.1,,0.1,,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,133623,,13872,,18.3,,1.9,,19611,,4186,,2.7,,0.6,,5370,,2850,,0.7,,0.4,,3261,,1278,,0.4,,0.2,,2270,,974,,0.3,,0.1,,991,,726,,0.1,,0.1,,729460,,17003,,729460,,-888888888,(X),535139,,21150,,73.4,,2.1,,28577,,3728,,3.9,,0.5,,18201,,3954,,2.5,,0.5,,27848,,5305,,3.8,,0.7,,3011,,1431,,0.4,,0.2,,138177,,13883,,18.9,,1.9,,729460,,17003,,729460,,-888888888,(X),549049,,15256,,75.3,,1.1,,522954,,15432,,71.7,,1.3,,5257,,3361,,0.7,,0.5,,564,,627,,0.1,,0.1,,20274,,4421,,2.8,,0.6,,180411,,8972,,24.7,,1.1,,122066,,8105,,16.7,,1.1,,19715,,2865,,2.7,,0.4,,5456,,1684,,0.7,,0.2,,21370,,5370,,2.9,,0.7,,843,,847,,0.1,,0.1,,25,,41,,0.0,,0.1,,10936,,3061,,1.5,,0.4,,0,,216,,0.0,,0.1,,10936,,3061,,1.5,,0.4,,209479,,5656,,-888888888,(X),-888888888,(X),376921,,13149,,376921,,-888888888,(X),199204,,7592,,52.9,,1.0,,177717,,7416,,47.1,,1.0,,5001600US0621,"Congressional District 21 (116th Congress), California",06,21
"Congressional District 48 (116th Congress), California",718359,,9696,,718359,,-888888888,(X),352383,,6953,,49.1,,0.7,,365976,,7401,,50.9,,0.7,,96.3,,2.8,,-888888888,(X),-888888888,(X),40072,,3903,,5.6,,0.5,,36645,,3364,,5.1,,0.5,,41012,,3689,,5.7,,0.5,,41069,,2783,,5.7,,0.4,,38238,,3520,,5.3,,0.5,,103649,,5672,,14.4,,0.8,,90300,,4827,,12.6,,0.6,,98960,,4734,,13.8,,0.7,,51406,,4247,,7.2,,0.6,,47470,,3814,,6.6,,0.5,,74025,,4320,,10.3,,0.6,,38729,,3224,,5.4,,0.4,,16784,,1886,,2.3,,0.3,,41.0,,1.0,,-888888888,(X),-888888888,(X),144791,,6723,,20.2,,0.9,,591834,,10037,,82.4,,0.9,,573568,,9924,,79.8,,0.9,,553919,,9693,,77.1,,0.9,,158374,,5975,,22.0,,0.7,,129538,,5230,,18.0,,0.7,,573568,,9924,,573568,,-888888888,(X),278382,,6334,,48.5,,0.7,,295186,,6208,,51.5,,0.7,,94.3,,2.5,,-888888888,(X),-888888888,(X),129538,,5230,,129538,,-888888888,(X),57813,,2845,,44.6,,1.4,,71725,,3554,,55.4,,1.4,,80.6,,4.6,,-888888888,(X),-888888888,(X),718359,,9696,,718359,,-888888888,(X),683295,,10570,,95.1,,0.7,,35064,,5064,,4.9,,0.7,,683295,,10570,,95.1,,0.7,,446054,,13411,,62.1,,1.7,,9755,,2554,,1.4,,0.4,,2995,,1668,,0.4,,0.2,,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,140629,,7679,,19.6,,1.0,,8661,,2735,,1.2,,0.4,,19567,,2977,,2.7,,0.4,,11146,,2721,,1.6,,0.4,,10315,,2786,,1.4,,0.4,,6681,,1644,,0.9,,0.2,,75378,,7021,,10.5,,0.9,,8881,,2237,,1.2,,0.3,,3499,,1345,,0.5,,0.2,,360,,331,,0.1,,0.1,,651,,549,,0.1,,0.1,,2122,,1192,,0.3,,0.2,,366,,294,,0.1,,0.1,,80363,,11478,,11.2,,1.6,,35064,,5064,,4.9,,0.7,,3954,,2108,,0.6,,0.3,,4592,,1427,,0.6,,0.2,,14460,,3142,,2.0,,0.4,,566,,437,,0.1,,0.1,,718359,,9696,,718359,,-888888888,(X),476097,,13279,,66.3,,1.7,,15275,,3280,,2.1,,0.5,,8633,,2482,,1.2,,0.3,,160815,,8484,,22.4,,1.1,,8607,,2604,,1.2,,0.4,,86031,,11679,,12.0,,1.6,,718359,,9696,,718359,,-888888888,(X),154254,,11961,,21.5,,1.6,,122111,,12010,,17.0,,1.6,,2350,,981,,0.3,,0.1,,2503,,1142,,0.3,,0.2,,27290,,5660,,3.8,,0.8,,564105,,13039,,78.5,,1.6,,382454,,11763,,53.2,,1.6,,9179,,2525,,1.3,,0.4,,1345,,959,,0.2,,0.1,,139986,,7656,,19.5,,1.0,,2769,,1280,,0.4,,0.2,,1551,,730,,0.2,,0.1,,26821,,4200,,3.7,,0.6,,531,,503,,0.1,,0.1,,26290,,4177,,3.7,,0.6,,289410,,5757,,-888888888,(X),-888888888,(X),513819,,9780,,513819,,-888888888,(X),247870,,6594,,48.2,,0.8,,265949,,5911,,51.8,,0.8,,5001600US0648,"Congressional District 48 (116th Congress), California",06,48
"Congressional District 10 (116th Congress), California",764859,,4818,,764859,,-888888888,(X),376067,,4546,,49.2,,0.5,,388792,,4287,,50.8,,0.5,,96.7,,1.9,,-888888888,(X),-888888888,(X),51864,,2202,,6.8,,0.3,,53168,,3556,,7.0,,0.5,,61638,,3993,,8.1,,0.5,,56979,,2224,,7.4,,0.3,,51939,,2419,,6.8,,0.3,,108822,,3269,,14.2,,0.4,,100273,,2955,,13.1,,0.4,,91693,,2705,,12.0,,0.4,,46577,,3758,,6.1,,0.5,,42947,,3567,,5.6,,0.5,,57311,,2064,,7.5,,0.3,,30369,,2157,,4.0,,0.3,,11279,,1734,,1.5,,0.2,,34.8,,0.4,,-888888888,(X),-888888888,(X),201241,,4334,,26.3,,0.5,,586581,,4452,,76.7,,0.5,,563618,,4388,,73.7,,0.5,,528307,,5113,,69.1,,0.6,,122427,,3950,,16.0,,0.5,,98959,,2817,,12.9,,0.4,,563618,,4388,,563618,,-888888888,(X),274749,,3354,,48.7,,0.4,,288869,,3203,,51.3,,0.4,,95.1,,1.6,,-888888888,(X),-888888888,(X),98959,,2817,,98959,,-888888888,(X),43643,,1646,,44.1,,1.0,,55316,,1782,,55.9,,1.0,,78.9,,3.2,,-888888888,(X),-888888888,(X),764859,,4818,,764859,,-888888888,(X),724704,,7305,,94.8,,0.7,,40155,,4957,,5.2,,0.7,,724704,,7305,,94.8,,0.7,,586647,,9083,,76.7,,1.1,,27051,,3652,,3.5,,0.5,,5538,,1733,,0.7,,0.2,,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,-999999999,N,-999999999,N,-999999999.0,N,-999999999.0,N,56313,,4855,,7.4,,0.6,,19177,,4392,,2.5,,0.6,,5013,,1622,,0.7,,0.2,,13541,,2970,,1.8,,0.4,,641,,481,,0.1,,0.1,,2028,,1150,,0.3,,0.2,,4534,,2636,,0.6,,0.3,,11379,,3173,,1.5,,0.4,,5537,,1949,,0.7,,0.3,,1523,,946,,0.2,,0.1,,365,,402,,0.0,,0.1,,768,,1093,,0.1,,0.1,,2881,,1825,,0.4,,0.2,,43618,,5219,,5.7,,0.7,,40155,,4957,,5.2,,0.7,,4333,,2384,,0.6,,0.3,,6308,,1596,,0.8,,0.2,,9711,,2551,,1.3,,0.3,,45,,76,,0.0,,0.1,,764859,,4818,,764859,,-888888888,(X),619334,,7748,,81.0,,0.9,,34064,,3520,,4.5,,0.5,,14369,,2279,,1.9,,0.3,,73402,,4639,,9.6,,0.6,,12673,,2580,,1.7,,0.3,,54446,,6220,,7.1,,0.8,,764859,,4818,,764859,,-888888888,(X),345032,,7205,,45.1,,0.9,,312817,,7094,,40.9,,0.9,,6211,,2372,,0.8,,0.3,,1288,,933,,0.2,,0.1,,24716,,5092,,3.2,,0.7,,419827,,7049,,54.9,,0.9,,304850,,5987,,39.9,,0.8,,26073,,3593,,3.4,,0.5,,2576,,900,,0.3,,0.1,,55040,,4664,,7.2,,0.6,,4872,,1849,,0.6,,0.2,,573,,458,,0.1,,0.1,,25843,,4618,,3.4,,0.6,,2350,,1610,,0.3,,0.2,,23493,,4347,,3.1,,0.6,,251334,,2690,,-888888888,(X),-888888888,(X),491086,,7113,,491086,,-888888888,(X),239035,,4720,,48.7,,0.6,,252051,,4704,,51.3,,0.6,,5001600US0610,"Congressional District 10 (116th Congress), California",06,10
