year,state,district,dem,rep,tot,incumbent,prevparty,voteage_pop,voteage_m,voteage_f,race_pop,race_white,race_black,race_asian,race_hisp,ed_pop,ed_ba,ed_grdeg,age_pop,age_20_24,age_25_34,age_35_44,age_45_54,age_55_59,age_60_64,age_18_plus,age_21_plus,age_65_plus,inc_pop,inc_less_10,inc_10_14,inc_15_24,inc_25_34,inc_35_49,inc_50_74,inc_75_99,inc_100_149,inc_150_199,inc_200_plus,"Gender,Male","Gender,Female","Age,18-29","Age,30-39","Age,40-49","Age,50-64","Age,65 and Older","Income,Less Than $50K","Income,$50-100K","Income,$100K or More","Race,White","Race,Black","Race,Latino","Race,Asian","Race,Other","Education,HS or less","Education,College Graduate","Education,Postgraduate"
2016,CA,6,177565,57848,235413,1,d,507502,244232,263270,763987,399978,121056,139917,212648,505811,91108,48115,763987,55556,137641,99744,87748,43938,43706,579424,551395,93034,271977,19735,17258,29616,26165,37212,49411,32050,34977,13453,12100,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CA,7,152133,145168,297301,1,d,515336,246842,268494,738468,465884,69172,146025,128591,501496,106181,58884,738468,44327,95124,97383,105595,50679,42516,562133,538728,110199,261127,12332,9902,17120,21913,30875,47965,34739,43597,22018,20666,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CA,8,83035,136972,220007,1,r,480794,239596,241198,723600,548716,76755,32425,292176,452986,48196,29212,723600,52675,95191,85404,88701,46157,44188,525716,493954,93345,232951,13818,16022,27444,23326,37225,41453,26813,28800,10988,7062,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CA,9,133163,98992,232155,1,d,473461,228501,244960,760794,415860,91153,136127,290773,483489,63096,29449,760794,51820,102376,99205,94713,46414,42527,556520,524892,98254,237359,11448,13210,24002,22825,25945,41897,29509,36718,16619,15186,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CO,1,257254,105030,379036,1,d,584194,289316,294878,812843,629230,80602,37181,224689,578533,169278,106339,812843,49644,172633,123802,96527,45577,43682,647013,619053,96312,339619,21626,14027,29976,27400,40140,62410,40992,47054,26013,29981,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CO,2,260175,170001,457312,1,d,617595,311123,306472,803470,721991,13896,33879,84608,543097,172763,121892,803470,75791,113052,102831,104482,57781,52380,647760,601740,112571,311376,16531,9404,21618,21182,35183,50489,44431,52973,26917,32648,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CO,3,150914,204220,374037,1,r,547569,272495,275074,738119,655140,11934,10098,179514,506754,96434,51741,738119,51244,89119,88708,94198,52428,54185,576420,545545,128116,285496,21349,16904,33140,29387,39524,54381,34948,33570,12035,10258,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CO,4,123642,248230,390633,1,r,555378,278879,276499,795836,731835,15605,20852,176988,522548,119608,62945,795836,48098,99687,107934,108235,53595,47366,593828,559846,105731,290279,13382,11645,24543,22726,34157,53316,37776,48368,21145,23221,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CO,5,111676,225445,361993,1,r,578762,296021,282741,786939,642994,61994,32042,124676,518201,117285,74460,786939,62934,118336,96860,99815,55858,43319,601475,569551,104013,295699,15018,12239,26279,25539,39677,56436,40411,46866,18894,14340,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CO,6,160372,191626,376417,1,r,542332,263897,278435,813566,584127,90297,63026,156313,540632,142503,83655,813566,49512,115372,120947,113816,53969,41830,605858,582950,94698,289521,8545,7111,16046,22165,32967,55134,41848,55212,24526,25967,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CO,7,199758,144066,362010,1,d,553448,275468,277980,789772,689604,22555,32862,234430,535741,116402,57576,789772,53188,129361,104587,102837,52648,44693,607679,577119,101615,297002,12246,8744,20013,25054,40364,59655,47475,48280,19434,15737,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CT,1,187021,105674,312925,1,d,516508,240179,276329,712461,492998,124075,42198,119491,491367,105070,75636,712461,45298,93391,87671,100158,49897,45668,556616,529414,114582,277215,16022,11987,20238,21221,32957,43680,37631,48420,22759,22300,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CT,2,186210,111149,330257,1,d,548989,275164,273825,705034,609068,41643,30083,58604,485553,98611,71923,705034,58577,81005,76524,105914,52180,51298,569925,530482,118632,268254,11637,9879,19665,19995,26230,47035,39411,47260,23360,23782,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CT,3,192274,95786,309379,1,d,532027,251919,280108,717162,520873,113465,39973,110187,496087,93200,86152,717162,54928,99229,82523,101945,52713,45566,575624,538723,114111,274137,15484,10488,24765,21351,32204,45670,36474,45243,21239,21219,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CT,4,187811,120653,313540,1,d,480429,228722,251707,732469,536758,105050,47900,144971,493269,135613,105333,732469,46380,84866,93698,109158,53573,46609,560314,530690,105365,258126,11669,8188,17110,16481,23668,31419,25431,43348,24223,56589,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,CT,5,163499,124900,309082,0,d,524832,252045,272787,709326,582195,57204,29932,129094,501461,108875,73175,709326,44290,78105,84076,107554,57097,50679,561811,537557,123950,279537,15787,9352,20824,24203,34119,45785,34616,48863,19766,26222,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,DC,1,0,0,0,0,,513470,239366,274104,681170,277268,329599,34489,74422,480158,115097,157778,681170,58291,154662,98911,77605,35336,34547,560388,527007,79097,281241,30145,14621,19392,18028,21506,36269,28086,44076,26539,42579,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,DE,1,233554,172301,420617,0,d,705209,334269,370940,952065,659091,225488,43419,87152,662547,121717,83352,952065,59452,128569,110018,125863,69814,61609,747828,710465,166674,351085,20673,12893,29319,33783,46196,64962,48649,55390,19635,19585,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,1,114079,255107,369186,0,r,583096,293817,289279,762506,585415,118026,32154,48518,522481,92389,53345,762506,53702,106795,88964,99145,56688,46844,599151,566160,124045,287528,15557,12949,27614,33134,46073,56712,34101,38911,11527,10950,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,10,198491,107498,305989,0,r,516249,248958,267291,791447,451551,236714,50850,213844,539334,110363,53195,791447,54130,137430,109656,110513,50048,42323,607894,583723,89364,283982,18637,15404,28435,33401,45547,51781,33139,31140,13311,13187,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,11,124713,258016,394719,0,r,623539,297540,325999,758331,659339,71700,11499,74447,598985,75644,47504,758331,28079,66454,63160,82047,57532,52971,641747,621945,276821,316699,21707,18349,41941,43945,49266,64990,35065,28124,7761,5551,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,12,116110,253559,369669,1,r,588899,279399,309500,760472,673398,45808,27786,93030,564720,101848,50016,760472,35871,77793,87003,105509,52608,55352,615943,592191,186455,301046,19228,14376,35283,34859,47213,55578,34265,35380,12843,12021,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,13,184693,171149,355842,0,r,573748,274359,299389,728996,575932,102730,30930,71684,553105,99671,54021,728996,38106,93213,81034,103220,57534,56156,603671,584130,161948,306391,20401,18501,38185,32661,46948,54640,33823,36964,12365,11903,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,14,195789,121088,316877,1,d,523326,245138,278188,769968,530438,168083,43544,223634,519979,114065,69263,769968,60137,121895,102622,106981,48450,41709,601484,565856,98322,299832,25258,14499,34732,30228,40159,52823,32731,35054,14152,20196,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,15,135475,182999,318474,1,r,550776,266140,284636,762822,580409,116853,29927,175127,524599,88857,46248,762822,44747,107347,99503,99202,49114,46719,588239,561907,122714,266358,15028,11203,26686,25598,44000,55887,36146,31852,11342,8616,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,16,155262,230654,385916,1,r,592935,277569,315366,803454,672814,71661,19891,142084,593246,111446,70795,803454,40204,83205,86609,103359,54698,56881,649422,623644,208494,310488,17609,13508,30220,34194,45577,56801,36694,42435,16710,16740,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,17,115974,209348,338675,1,r,594045,290609,303436,768138,666637,62503,11629,117927,585592,80130,44375,768138,31447,72148,72262,93557,55727,55788,635291,611097,236110,289543,15330,15590,39944,37947,47436,53905,34252,27814,8109,9216,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,18,161918,201488,375918,0,d,565416,271930,293486,754652,613642,102395,19976,121586,556229,108032,61579,754652,38538,75946,82645,99715,56887,51365,611460,587611,189671,291685,17009,11139,31483,31392,40368,54532,36623,34261,16241,18637,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,19,123812,239225,363166,0,r,595146,283828,311318,799332,687450,69073,15903,155349,606630,121545,74515,799332,37470,81139,81800,90075,52522,62726,659312,638461,238368,303841,18161,12282,29631,36553,39374,59959,34964,36216,14959,21742,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,2,102801,231163,343362,0,d,559733,287567,272166,720418,588570,97986,18243,46027,511849,70145,49578,720418,46886,88282,80656,99884,56150,48655,578823,548044,138222,265352,19942,17867,31201,32399,39630,50132,30414,26306,8740,8721,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,20,222914,54646,277560,1,d,487186,229927,257259,794621,314070,434047,31729,191652,529350,69583,34686,794621,55440,116173,110549,105540,49617,43632,604322,575528,103839,242271,18959,12974,30960,29905,42566,46121,24113,24629,5830,6214,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,21,210606,118038,335861,0,d,530834,243801,287033,758201,582382,131301,21655,177488,558261,119505,71812,758201,38716,88524,86094,98754,48508,45672,612814,589894,190709,282081,16554,11946,30647,29541,37361,53174,31356,37270,14466,19766,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,22,199113,138737,337850,0,d,523064,255413,267651,737019,553571,127516,29068,150340,549033,126858,81085,737019,34730,91093,86715,110330,57841,49782,599809,577176,153272,302908,16840,14245,29820,29115,39329,50379,36415,38521,19858,28386,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,23,183225,130818,323120,1,d,516288,244016,272272,749377,556073,110666,41444,278102,537363,127455,79857,749377,46707,99154,97590,112710,52854,44880,597651,573325,130175,274257,20300,10428,25638,22790,34116,47021,32685,39961,18008,23310,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,24,0,0,0,0,d,454554,217918,236636,749624,316828,372199,11011,294916,515286,66140,33635,749624,53751,117278,98352,102370,50673,43294,587108,559093,103319,241659,33514,15393,31108,29989,41024,39702,21016,18696,5966,5251,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,25,95319,157921,253240,1,r,429392,196863,232529,763628,683958,38492,9286,580988,552238,81860,43716,763628,41948,94097,104165,116326,47970,43271,612943,585798,146409,241411,20952,15234,28840,26962,35058,44025,28514,23349,8913,9564,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,26,115493,148547,280542,1,r,471091,222240,248851,788816,640954,98039,16817,551752,540331,102471,44633,788816,52941,109027,107850,116195,51484,41384,614363,582197,114391,224504,13360,11274,27505,22429,28577,40507,31011,30471,10195,9175,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,27,129760,157917,287677,1,r,446183,215392,230791,747049,638792,45427,21247,534078,555585,117291,90868,747049,43197,112893,102591,110983,51444,41272,614276,587809,136402,280067,25893,15492,31004,28036,34257,40943,29670,31945,14932,27895,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,3,136338,193843,342700,1,r,555481,270896,284585,732088,558389,126837,30966,70202,484134,71249,53932,732088,67929,96808,85759,90958,48257,44166,580297,537856,118186,261185,24069,15046,31388,29320,41219,46169,27353,29923,8396,8302,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,4,113088,287509,409662,0,r,588201,285662,302539,778620,638296,74897,48751,63867,552993,142234,74656,778620,47888,115077,100154,106314,54776,52050,616277,592976,124622,297592,11597,10863,20164,21725,38244,58249,43816,49492,21058,22384,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,5,194549,108325,302874,0,d,535990,251884,284106,728346,327600,363835,20116,57979,459280,67873,30459,728346,73372,113975,89578,84432,41846,40010,558302,515369,89439,265998,29571,16688,33454,33740,45496,49233,27942,21211,4731,3932,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,6,151051,213519,364570,1,r,605269,288687,316582,765005,643603,88141,17312,96280,565719,85887,49283,765005,44361,81353,77848,99110,59420,56180,627037,598267,191808,302322,23909,15343,34940,37701,48340,58191,35146,31538,8518,8696,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,7,182039,171583,353655,1,r,569820,275278,294542,762326,593834,92831,41126,192914,517490,127196,68175,762326,63520,119258,99249,101874,46867,45658,610020,565214,104584,279904,20824,10330,26235,25867,38810,53214,34562,36990,17304,15768,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,8,127127,246483,390561,1,r,584514,280880,303634,744430,619383,80195,22959,77786,552204,100480,59555,744430,40694,78795,71465,100531,58319,58360,609384,585557,184734,286448,18689,17144,32494,30814,41146,53761,32476,32715,13166,14043,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,FL,9,195311,144450,339761,0,d,567787,273638,294149,832753,620837,135336,32376,324977,557655,95690,41763,832753,52345,115764,113207,105861,51628,42854,630259,597544,128341,268104,21264,12051,26622,28587,45752,55054,32613,30864,7454,7843,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,1,0,210243,211112,0,r,541106,264488,276618,734172,462488,233102,18970,48221,482609,78181,42480,734172,53457,108256,90748,92007,48474,38025,559343,526788,105099,267317,20082,16512,26307,28308,39090,50452,34114,31461,11540,9451,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,10,0,243725,244821,1,r,547079,263612,283467,741464,509454,192759,20654,43499,467757,70313,54395,741464,65345,85611,93020,98112,45832,41127,566185,520351,104055,253432,19545,15888,26775,25801,35304,43585,33722,29069,11460,12283,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,11,105383,217935,323318,0,r,520129,247499,272630,764184,556071,138146,30019,92708,506101,135515,71882,764184,51584,109566,107759,112657,47217,40170,577371,547829,88732,280307,13963,7911,20658,22105,32698,53184,36252,47295,22453,23788,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,12,99420,159492,258912,0,r,534229,261809,272420,719970,419272,262294,16522,44361,470113,55841,42303,719970,54006,103352,91130,88104,44486,43572,549482,511995,99469,252350,25801,16566,30227,28440,39948,43546,27777,25588,7876,6581,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,13,252833,0,252833,1,d,501289,223229,278060,746218,227609,460588,25698,77062,477558,89167,52275,746218,48581,101650,107681,101251,46933,38767,542108,516094,81276,257261,15072,9013,28203,21533,37957,52538,38308,36070,9850,8717,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,14,0,216743,216743,1,r,500931,240865,260066,710176,599215,75348,9658,82245,470799,55993,29249,710176,42961,86728,95858,98225,45555,38669,533995,504346,105764,253245,16515,13729,32310,32370,34002,52718,29525,27528,8411,6137,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,2,148543,94056,242599,0,d,494954,236869,258085,672244,284006,358908,12028,33043,439495,46899,30603,672244,47634,93219,81564,79137,45663,41402,508628,474778,98510,244541,33138,19501,36943,30816,34995,39567,19772,19134,6124,4551,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,3,95969,207218,303187,0,r,535721,251442,284279,729810,502554,192457,19626,41914,486651,81139,47672,729810,46573,90180,95910,102917,49749,41554,556218,524125,106341,263782,18807,12196,24081,26843,35564,50857,35042,35767,12275,12350,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,4,220146,70593,290739,0,d,499073,223460,275613,752273,226266,454356,37360,76556,491496,92663,54027,752273,47352,111685,99655,106022,48447,44352,556840,530314,81335,264468,18111,12522,26394,28731,40792,51053,33844,32497,11662,8862,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,5,253781,46768,300549,1,d,557613,270427,287186,747809,238907,445925,41595,47775,503168,119002,92448,747809,63834,144107,104367,95642,40610,34508,594028,552000,83934,298413,30529,19637,33560,29622,38122,51973,28407,31497,13983,21083,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,6,124917,201088,326005,1,r,489366,232719,256647,756004,511912,124907,93498,92695,519292,189570,125048,756004,39924,100491,111638,120372,54461,42048,575004,551523,90282,283001,9899,5820,15638,16863,26267,47624,35905,52895,27685,44405,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,7,114220,174081,288301,1,r,469166,223652,245514,789864,424829,175326,121784,147115,505813,130527,69997,789864,50591,93277,126410,120824,48458,38744,575002,545649,78100,256978,10531,6933,18875,19828,30131,46086,38381,43169,20825,22219,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,8,83225,173983,257208,1,r,521291,250103,271188,710108,450574,227842,13457,43611,467468,58035,43797,710108,51108,94523,92244,86315,45279,43954,538869,508507,105153,256041,26990,16180,31847,29502,37175,44635,25943,27435,9060,7274,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,GA,9,0,256535,256535,1,r,529334,254453,274881,736075,641704,59469,10646,91529,497075,67430,39825,736075,48141,81097,87463,102277,46193,48961,566688,535390,131084,254999,18521,14182,29638,25790,38897,48902,31157,30872,9318,7722,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,HI,1,145417,45958,213531,0,d,500190,255574,244616,706501,123477,27412,479905,60225,500083,119760,60381,706501,46728,107418,91977,89264,42594,43093,561255,537893,125737,230958,13086,7695,13806,12219,23277,40886,32474,44209,20345,22961,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,HI,2,170848,39668,224133,1,d,518441,263320,255121,722056,234517,22100,330722,87925,490854,92090,44362,722056,52311,98426,87362,88384,49274,49604,559537,532378,117804,224910,12051,8953,14703,18150,24446,39958,30087,40948,16832,18782,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IA,1,177403,206903,384977,1,r,579936,284815,295121,771008,705007,36656,15613,29492,515115,96715,42779,771008,57377,92994,87525,96882,54710,50540,595193,561005,132464,307410,17446,12835,28025,31412,43639,59522,47024,42920,12767,11820,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IA,2,198571,170933,370032,1,d,582071,284982,297089,778964,698797,40468,21675,41800,519381,91740,56069,778964,57504,99620,93310,95536,51815,51145,602349,564387,127955,308367,21669,16424,31972,33697,43128,58992,38604,39550,14558,9773,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IA,3,155002,208598,390287,1,r,592785,287240,305545,824082,726471,46617,32202,55184,548951,124679,57049,824082,49276,114537,107881,107820,51519,51646,619008,588753,115548,321446,14244,10838,29598,29261,43535,61895,45268,50015,18830,17962,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IA,4,142993,226719,370259,1,r,566140,279045,287095,760639,703887,18622,17704,52586,503573,85108,39023,760639,58761,87901,81072,91114,54410,51301,591176,547750,137775,310709,19637,14238,33703,32534,45176,61935,42459,41079,10400,9548,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,ID,1,113052,242252,355357,1,r,631651,314191,317460,864758,775188,6944,17135,92719,571282,100256,44942,864758,53905,102816,104972,107827,58195,54349,650179,611784,143123,315763,22754,15817,30630,31957,48692,67922,38322,37879,13357,8433,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,ID,2,95940,205292,326237,1,r,559611,275061,284550,818382,734931,11941,21154,114529,515983,103107,52105,818382,58132,117739,100859,90326,47004,47016,596504,562236,113039,295109,21888,14592,31677,30477,45316,57189,35593,36746,10982,10649,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,1,234037,81817,315862,1,d,517212,232621,284591,691474,292771,353180,15549,72236,472483,81301,55347,691474,48303,92967,79928,96312,51574,43951,541210,511020,107751,265181,30999,14691,29121,25968,30694,41670,30224,37436,13293,11085,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,10,150435,135535,285996,0,r,454930,222784,232146,710610,505898,55987,87149,159809,467972,117347,88821,710610,48993,85753,93252,97606,47599,43381,536750,507127,100381,251252,11746,7660,18958,18221,27611,41473,31065,39598,21964,32956,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,11,166578,108995,275573,1,d,475114,227357,247757,730480,478688,89236,70178,196939,471623,106110,63734,730480,51870,93074,107148,103126,42385,39643,543430,512959,86247,251942,10514,7526,18486,18742,31844,42864,35969,46298,22146,17553,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,12,124246,169976,313002,1,r,528720,258045,270675,693736,541201,127745,12703,23528,477135,68519,45767,693736,44396,92351,83647,92330,48299,47011,537734,512366,113497,277601,24141,16420,34244,29430,40849,46774,31003,37251,10330,7159,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,13,126811,187583,314394,1,r,545235,265475,279760,704699,573421,88395,31862,23987,462288,81266,58527,704699,72889,94334,79084,85829,46232,46934,567034,517336,109875,283971,26692,14822,31017,30115,39807,49798,34051,35431,11764,10474,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,14,137589,200508,338097,1,r,516115,251643,264472,736397,636375,32011,39623,93109,480043,129455,72645,736397,44585,76718,98564,115011,51960,44988,543312,514284,92802,250357,10876,5390,12898,13595,22589,37425,38209,49893,30182,29300,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,15,0,274554,274554,1,r,535966,264281,271685,700549,648770,37420,6572,18784,483638,63579,34100,700549,40579,85916,85319,89897,48832,47904,541763,516627,125770,275299,21027,14887,33085,28783,40026,50520,38013,32950,9535,6473,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,16,0,259722,259853,1,r,521802,256509,265293,687998,623579,29723,13330,64186,472433,65897,38871,687998,46937,77556,84085,93445,48447,47360,537066,508987,121540,270748,13911,13139,24665,28896,36906,54322,37146,40026,12658,9079,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,17,173125,113943,287068,1,d,519185,252351,266834,691212,565738,93229,13547,64640,471381,59898,28145,691212,46198,84637,79570,87585,49584,46998,536799,507570,123007,283430,25032,18304,37679,29898,42449,54354,32148,30435,7711,5420,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,18,96770,250506,347283,0,r,539318,262256,277062,713402,647359,34805,22324,20093,491185,100258,55337,713402,42971,82865,89885,94297,49978,46970,554318,525461,127190,283990,13537,10680,24752,26288,39039,54664,39960,43472,17615,13983,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,2,235051,59471,294522,1,d,515080,234694,280386,713917,264797,415970,7331,99610,463595,66729,41464,713917,56444,83073,86953,94850,48741,43868,540224,507931,106110,263915,29899,13922,30244,26548,34889,49286,32147,31806,9448,5726,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,3,225320,0,225411,1,d,478046,234097,243949,720930,529893,42781,32895,238646,482264,87308,42562,720930,45762,96136,90070,101262,49266,47508,546105,519682,98022,244418,12548,8043,21544,23418,29406,42893,34695,39088,17701,15082,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,4,171297,0,171297,1,d,381076,189377,191699,695098,385144,33023,31081,487383,451637,75181,35478,695098,49133,124415,105512,86379,38573,31170,518021,492815,65588,223350,12557,11511,24443,22674,36371,39518,29235,28064,10267,8710,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,5,212842,86222,313724,1,d,524251,252961,271290,723373,593685,26047,61504,139326,522238,174745,110854,723373,54834,160634,105621,87159,40591,37667,589883,567788,90566,297889,14890,8658,20241,20139,29320,47482,39049,50600,27942,39568,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,6,143591,208555,352146,1,r,519359,252059,267300,722323,599312,24787,75432,67177,494532,160506,97583,722323,42288,85431,84162,113079,57549,48569,554766,527847,105742,262303,8717,5502,12528,15911,24397,34082,33244,56572,27784,43566,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,7,250584,46882,297466,1,d,520978,240020,280958,723481,256647,349418,59307,119971,501103,112564,91266,723481,58353,146103,98863,85615,43976,39318,577725,549993,87228,295886,37093,16369,32471,23825,27411,42373,29283,38977,20781,27303,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IL,8,144954,103617,248571,0,d,445289,220010,225279,717789,465992,37897,98333,210817,487770,106702,52226,717789,40789,103710,104997,97217,45827,44967,544213,521700,91052,253677,11806,7352,18968,22133,28431,49220,38934,46387,17680,12766,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
