year,state,district,dem,rep,tot,incumbent,prevparty,voteage_pop,voteage_m,voteage_f,race_pop,race_white,race_black,race_asian,race_hisp,ed_pop,ed_ba,ed_grdeg,age_pop,age_20_24,age_25_34,age_35_44,age_45_54,age_55_59,age_60_64,age_18_plus,age_21_plus,age_65_plus,inc_pop,inc_less_10,inc_10_14,inc_15_24,inc_25_34,inc_35_49,inc_50_74,inc_75_99,inc_100_149,inc_150_199,inc_200_plus,"Gender,Male","Gender,Female","Age,18-29","Age,30-39","Age,40-49","Age,50-64","Age,65 and Older","Income,Less Than $50K","Income,$50-100K","Income,$100K or More","Race,White","Race,Black","Race,Latino","Race,Asian","Race,Other","Education,HS or less","Education,College Graduate","Education,Postgraduate"
2016,IL,9,217306,109550,326948,1,d,500782,238712,262070,724071,514493,78480,108100,78549,511899,156475,115718,724071,38750,100078,97823,95448,50635,47453,568467,543772,120462,286837,21391,12669,23706,21354,31626,45067,32126,42296,24018,32584,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,1,207515,0,254583,1,d,530139,257043,273096,711958,495472,142625,12456,110886,481858,70421,38541,711958,46566,88736,91983,92602,51745,46113,546227,519334,110679,270418,20825,12626,25412,23715,37742,51609,36661,40289,12165,9374,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,2,102401,164355,277357,1,r,519130,250814,268316,724060,627056,59081,12522,68256,474369,62443,36099,724060,48005,87582,87637,91476,47714,48113,543888,510143,111847,265086,18004,13774,28816,28528,39900,55946,37359,29175,6406,7178,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,3,66023,201396,287247,0,r,532343,258029,274314,740262,649021,55262,18916,44371,482856,72616,37876,740262,47862,93147,88517,94498,50100,45893,549382,519862,110701,282012,15709,12735,31793,31744,44465,61977,33506,32194,10120,7769,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,4,91256,193412,299434,1,r,552328,273489,278839,749049,663509,39031,23785,45658,483085,78619,46877,749049,68465,92947,88467,96159,50762,43860,577651,537069,110890,286048,17959,11326,29457,31265,41102,54881,39479,38946,12728,8905,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,5,123849,221957,361135,1,r,561410,267902,293508,768412,651499,69685,32236,38568,518432,147652,85431,768412,46020,105035,100247,107706,50430,44830,582176,556720,110184,304370,15122,10102,26772,27227,36625,51201,40849,46708,24527,25237,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,6,79135,204920,296385,1,r,548268,267638,280630,720656,669635,25527,11948,18326,486573,62943,37852,720656,53164,83699,85142,97554,50047,47843,561201,529735,122288,280264,18266,14201,31370,30564,42278,58614,35028,33448,9094,7401,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,7,158739,94456,264670,1,d,508847,237265,271582,751554,437278,248290,26687,79788,484437,76422,37205,751554,52671,121728,97196,93470,47563,41442,555612,526265,83038,285276,29262,17442,36645,35019,46507,51875,29474,25500,7606,5946,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,8,93356,187702,294713,1,r,546191,268528,277663,717028,656813,37890,10551,16789,485301,66367,36896,717028,48883,89464,82447,92995,52196,48342,553937,523224,119857,281301,17474,15433,31129,32116,43601,57853,34554,32778,10347,6016,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,IN,9,130627,174791,322843,0,r,568649,276314,292335,750074,686135,27037,23454,25437,495665,78810,51776,750074,62667,95147,91578,97809,49249,48027,585446,544412,113855,278495,16698,13171,27424,28032,41819,56544,36329,35890,12513,10075,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KS,1,0,169992,257971,0,r,501460,252362,249098,708078,631156,30088,16689,112079,447354,70035,36834,708078,64110,89968,80028,76482,46280,42777,536582,496397,111819,269153,18975,12694,32126,31172,44382,55856,33957,26875,7376,5740,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KS,2,96840,181228,297401,1,r,542206,267202,275004,716597,618279,44056,14326,45801,471009,80689,56897,716597,56379,87003,83040,85891,49917,46240,554008,514832,118918,277244,17728,15825,29366,31529,39686,54209,35557,35284,9816,8244,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KS,3,139300,176022,343113,1,r,522479,251534,270945,759978,613550,74982,41315,90368,503512,150611,87848,759978,44142,104027,104826,100788,49132,44717,564525,540361,100022,288299,12720,9766,18584,23327,38373,48399,38209,52090,20857,25974,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KS,4,81495,166998,275251,1,r,511766,250788,260978,722636,595981,62105,28465,88661,470061,89526,48986,722636,48211,96170,85454,87350,49843,44332,537255,506405,106912,275711,19180,13647,28853,31043,39496,53832,32087,36286,12284,9003,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KY,1,81710,216959,299001,0,r,549962,269589,280373,717739,639695,61663,4217,19220,485520,45830,30281,717739,49340,83656,83881,91915,51126,48354,555537,523322,126588,278896,29474,22204,37981,33985,42345,49538,29109,23409,5444,5407,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KY,2,0,251825,251825,1,r,568742,276256,292486,754967,672175,55117,14689,23963,500359,60792,43707,754967,52315,90461,96106,101544,53199,45056,579217,541369,113993,284181,21715,16884,29059,31066,43464,54891,35915,32817,9517,8853,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KY,3,212401,122093,334494,1,d,551872,260748,291124,740860,530806,175732,23508,37993,512367,94622,63720,740860,46801,110926,91063,95617,53039,48030,577087,549738,113692,305947,22467,13112,33349,34912,45617,57429,37118,37762,11364,12817,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KY,4,94065,233922,327987,1,r,559925,273520,286405,754502,693615,36117,13976,23674,506069,91382,51792,754502,46540,91649,100822,108486,51792,45564,570528,544369,107756,280953,19979,10954,26275,25622,33099,50479,38424,43547,17338,15236,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KY,5,0,221242,221242,1,r,543365,264600,278765,703315,680953,13390,1944,10809,486901,33630,26907,703315,41494,83564,87526,99971,46375,50235,546858,520022,119230,270305,47485,26188,43677,32141,35324,38522,21487,17319,3404,4758,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,KY,6,128728,202099,330827,1,r,568438,271443,296995,765591,649089,78313,18770,36261,504293,92825,66853,765591,62066,104467,96860,99706,50005,46989,595290,554311,106266,297424,23763,18376,31395,30473,42269,57599,34142,35888,11986,11533,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,LA,1,63785,243645,326788,1,r,591994,282425,309569,803427,628111,123340,20805,70804,545519,107513,57956,803427,50435,109018,100688,103023,57241,52272,615548,584065,123277,301862,17659,15605,34137,28268,37149,54119,38020,41735,18570,16600,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,LA,2,284269,0,284269,1,d,584142,276981,307161,792390,245248,499944,23925,50466,538055,79609,46490,792390,54240,128924,100021,100164,54145,48495,612065,579946,106306,295726,38615,25993,44051,33494,39191,45970,24825,25553,9344,8690,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,LA,3,56215,220621,282443,0,r,578354,277375,300979,785686,550599,208009,13186,27438,514979,73318,34868,785686,49273,111707,96765,99306,55164,45049,589035,553955,106988,289330,29589,17011,34064,32749,44341,46116,30027,35592,10206,9635,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,LA,4,46579,216540,268761,0,r,558670,272412,286258,753181,453897,268454,10425,28255,497252,63568,35295,753181,50841,103095,89852,92493,49144,45763,567949,537254,116905,279395,34158,19928,41965,31234,40366,43790,25905,24633,9681,7735,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,LA,5,0,255662,255662,1,r,564371,278263,286108,748306,465878,264423,6509,17668,496174,54235,28984,748306,52776,96594,95252,90850,48085,47751,570738,538377,117642,265342,37200,19900,40912,29261,35809,40624,24460,22473,8537,6166,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,LA,6,79202,241075,331098,1,r,589185,278738,310447,798676,557762,199296,18680,36537,523041,95056,51014,798676,63224,121770,100788,101551,50800,45071,609050,571444,103061,289146,20436,13160,26967,26300,38173,49239,35654,43983,19053,16181,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,1,235803,0,349676,1,d,562553,265816,296737,729294,628922,56331,19889,129065,503362,88810,60822,729294,55771,90396,80045,99886,52405,52521,580558,546142,128109,285949,18775,15729,29279,28916,37654,45471,38117,45059,14933,12016,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,2,275487,0,363197,1,d,558018,270745,287273,749202,619606,48451,47527,74832,500935,108785,83504,749202,63563,91608,89376,107578,54886,46438,595632,551093,111049,279000,16869,11741,23376,25687,33668,42685,35579,46721,21546,21128,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,3,236713,107519,360124,1,d,531874,256781,275093,761611,603805,35319,69536,142917,515641,105005,87945,761611,54678,96388,94731,114808,58441,47579,590781,557204,103694,270620,15303,11150,21521,17964,27808,36608,35263,47215,28317,29471,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,4,265823,113055,395304,1,d,551896,266442,285454,753156,646441,33019,52846,37705,512380,135046,126391,753156,48408,83627,89100,119525,52840,48778,583547,548967,118510,271263,10985,6681,14575,14990,24531,33228,32116,54876,31292,47989,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,5,285606,0,385455,1,d,523553,248972,274581,759165,583376,51319,95573,69523,536665,148990,158848,759165,50672,112146,100785,106900,52881,46348,610236,577187,117605,292625,13228,10319,16248,16461,24751,41364,34447,54073,33254,48480,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,6,308923,0,415749,0,d,567547,270396,297151,766310,648461,39111,35980,71637,539492,139650,97596,766310,46173,89803,88892,117491,59567,51497,604451,575551,132242,289280,13138,12797,17846,16326,25053,44055,39439,53880,29811,36935,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,7,253354,0,309645,1,d,512263,239980,272283,779173,383951,253030,90749,167874,524484,125872,99184,779173,85364,180802,101349,84434,40562,35480,646592,589503,81857,292430,32403,17681,26106,21815,27021,43957,29835,45638,23535,24439,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,8,271019,102744,396009,1,d,568219,266574,301645,773806,584673,83694,72013,47559,558462,155118,106430,773806,47319,127311,99731,103692,53854,49147,623546,596734,124727,302523,16306,12141,21857,18876,27437,41989,38682,58078,31873,35284,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MA,9,211790,127803,403642,1,d,572118,269918,302200,740062,650940,27235,16044,38584,536094,117019,75331,740062,43877,78876,82704,105740,55804,56338,597489,572153,156632,295708,13317,13254,24739,23074,35348,51247,38094,51762,20907,23966,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,1,103622,242574,362097,1,r,560337,268999,291338,735590,600511,102809,21761,28618,510595,92853,63160,735590,46946,81432,83050,107605,55752,51390,579023,548323,131366,272561,14044,8059,22736,22906,33462,44952,36476,49265,22971,17690,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,2,192183,102577,309480,1,d,543046,255277,287769,764948,421691,277464,50827,54268,515885,105826,66359,764948,49840,121140,96229,102935,48390,42669,583921,555012,104522,281015,16085,8497,21279,20963,33442,50089,43512,51206,20546,15396,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,3,214640,115048,339675,1,d,557794,264540,293254,764166,480300,182705,70968,67469,531408,127785,122808,764166,55800,116783,97994,102639,54919,48795,605805,576165,110278,292373,12868,8152,15365,19683,27782,47461,38585,56409,27783,38285,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,4,237501,68670,320650,0,d,491160,225526,265634,755108,230153,405518,27632,130870,512319,98762,75438,755108,47417,112918,104972,103150,50689,44881,574133,551855,95709,264065,10538,5391,14216,16449,28118,50973,38775,51472,23884,24249,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,5,242989,105931,360634,1,d,551724,265528,286196,758857,371890,315852,43212,59788,510105,91788,80131,758857,53215,97362,93428,118889,55298,44513,589542,553503,100615,261844,9370,5453,11113,14268,21681,38305,38207,62928,32724,27795,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,6,185770,133081,331973,1,d,518306,252281,266025,757889,526311,119495,92455,101535,514750,106517,106993,757889,50531,97863,98024,112160,52524,46502,583178,555272,107677,270725,14283,8244,19064,20218,26251,46111,33365,46642,25076,31471,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,7,238838,69556,318912,1,d,532076,246501,285575,722745,259420,391979,61078,28968,498113,101984,86404,722745,50726,109305,87566,98025,51165,45842,567867,538467,106210,270269,26569,11924,24892,19417,29631,44777,29518,37042,21204,25295,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MD,8,220657,124651,364324,0,d,505650,242362,263288,757144,506979,107499,81335,115214,529333,134976,159345,757144,40014,95481,104239,109281,52987,47274,586826,562969,120071,281805,10594,7315,14029,12843,22382,37183,37956,53610,34668,51225,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,ME,1,227546,164569,406942,1,d,536322,257248,279074,676165,636468,15822,16060,11334,493039,111473,70659,676165,38756,81669,79750,98815,55169,49318,547607,523881,128318,276441,15361,12478,24296,26495,35007,52453,38319,43839,14632,13561,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,ME,2,159081,192878,364886,1,r,520569,254648,265921,655314,620652,10770,7672,9380,473530,69961,39045,655314,36309,75783,71897,92810,54072,50634,528921,500973,128334,255219,17557,17487,33655,30089,36248,49973,29461,27034,7477,6238,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,1,144334,197777,360271,0,r,561716,284050,277666,699621,645443,14148,7823,12252,507908,78681,46214,699621,42852,72944,73427,90662,57477,57561,568100,540393,155837,283981,21738,17250,34644,32363,44006,56443,32828,29128,8408,7173,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,10,110112,215132,340983,0,r,550305,269950,280355,714802,665867,22237,15139,21923,505568,75427,40866,714802,40803,77815,82108,112798,58373,49339,562828,539140,125135,282229,13689,10849,27074,27566,37658,53296,38533,45974,15053,12537,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,11,152461,200872,379488,0,r,531245,255885,275360,732690,601872,45557,76447,21521,512619,138145,100989,732690,42494,87380,92519,109657,59422,48941,571377,547733,114700,285826,9485,8809,18855,21012,32015,44905,37231,55929,24694,32891,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,12,211378,96104,328542,1,d,520539,249106,271433,708880,557103,90275,43020,43954,457354,79630,75693,708880,70750,100332,80100,90894,46597,41227,558312,512629,98204,275304,20278,14315,27606,27113,34511,49006,36166,36315,15806,14188,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,13,198771,40541,257797,0,d,475285,219016,256269,658383,248084,372824,14072,48395,433319,39681,24157,658383,46587,93253,75991,86749,46261,43783,497548,471427,87282,259120,43930,19958,37267,30686,37728,39700,24191,19242,4084,2334,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,14,244135,58103,310974,0,d,509210,237871,271339,701353,234356,409091,38963,32610,472803,79418,66356,701353,48415,96161,86945,93322,47769,40420,535645,512036,108186,276252,31360,18552,35050,31660,36680,44898,25574,26650,12889,12939,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,2,110391,212508,339328,1,r,537108,260119,276989,734965,622641,61110,22677,73225,478389,78621,35368,734965,57844,95225,84845,93295,47195,47783,558545,525725,110046,272671,15099,11125,28926,30073,40986,58733,35200,35043,10662,6824,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,3,128400,203545,342365,1,r,535983,264623,271360,733618,617675,73421,17843,50526,491063,100751,53505,733618,46405,103002,89092,96521,51941,46286,557730,526482,104221,274579,16602,12827,27507,27446,36095,52601,37202,38627,13430,12242,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,4,101277,194572,315751,0,r,550072,273249,276823,700487,657934,18230,10246,21657,477437,65127,39214,700487,53829,79349,75849,92701,53108,49201,555300,517472,127229,269712,19508,14774,32940,30414,40951,53337,31196,29306,8524,8762,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,5,195279,112102,319291,1,d,523601,248874,274727,681278,526471,131353,8622,34071,469947,56996,32098,681278,44771,81570,77976,91089,50415,48250,529785,508483,120647,282014,27727,18422,33097,34778,48237,49949,29876,26496,7177,6255,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,6,119980,193259,329565,1,r,537104,261305,275799,716163,604729,72080,15809,43549,476831,80072,53221,716163,58345,86448,82239,91955,50545,48301,554023,521636,117343,278608,17706,13392,28500,32639,41912,54113,35406,32979,11202,10759,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,7,134010,184321,334807,1,r,537643,267794,269849,700983,637876,38798,11522,30007,485550,77745,41930,700983,43357,79118,83187,99177,52809,52059,546457,518474,119200,269633,13964,11533,26361,26522,40512,54618,34802,37365,13763,10193,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,8,143791,205629,366968,1,r,544708,265639,279069,734008,624088,53887,41022,38761,478583,113624,80731,734008,65503,86250,86512,104425,52353,44847,573301,526749,104196,277822,15433,9398,24362,21600,33154,49370,34701,47879,20781,21144,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MI,9,199661,128937,344775,1,d,539434,259160,280274,711069,549342,111413,38994,18979,513031,98819,56751,711069,43487,109454,87479,95895,55357,48007,568166,550262,116839,296402,16183,11189,31908,30395,40982,56661,37083,43130,14307,14564,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,1,169071,166524,335873,1,d,495446,242787,252659,672415,606853,25176,23322,42782,446966,81916,43016,672415,51986,84391,77154,82917,48965,41414,517644,486875,112125,265527,12894,12618,23151,22858,38800,52035,38552,39932,13432,11255,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,2,167315,173970,370515,0,r,502833,246312,256521,700264,591403,42184,39359,42117,465096,123794,55050,700264,43566,84566,93780,102131,51028,41888,524533,500234,91703,259773,7154,6872,15980,17590,27491,47338,38462,52071,26432,20383,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,3,169238,223075,393457,1,r,498434,238449,259985,709906,567960,66055,58484,34355,491823,156474,84561,709906,31882,91653,90101,103649,53444,48527,537062,518987,104449,275827,8690,5841,17734,15435,29847,45225,34820,51715,28591,37929,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,4,203299,121033,351945,1,d,497262,237730,259532,702162,493306,84294,97468,47212,466882,121293,75859,702162,49351,107006,84708,87977,45320,45021,535463,506317,96850,267990,12614,11368,21566,22779,31899,49197,33490,45285,20806,18986,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,5,249957,80660,361875,1,d,514562,253939,260623,708082,477182,133664,52070,62381,485830,139083,77025,708082,59111,144682,93716,82649,41794,38929,563732,532882,84060,297273,20098,15076,29221,25532,37971,50435,38055,44480,17195,19210,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,6,123010,235385,358930,1,r,510473,256109,254364,696720,632472,25735,23650,18588,455351,95442,38679,696720,45604,85318,94952,100913,49659,39269,520803,490893,85240,251892,8556,6931,15783,18046,29493,44190,41654,52963,20320,13956,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,7,173572,156944,330823,1,d,500208,249701,250507,668049,611864,11304,9101,29839,449539,70866,27284,668049,42587,74829,73356,80382,49374,45250,510257,483728,126348,264577,13698,15892,27516,28624,38423,52786,38528,32119,8638,8353,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MN,8,179097,177088,356971,1,d,517748,261300,256448,662354,615526,11473,7269,11186,463796,71257,35385,662354,40968,72364,72625,86934,53389,48924,521835,494908,129560,265866,15644,13927,30016,26723,37573,51610,35102,35949,10950,8372,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,1,236993,62714,314024,1,d,552590,254146,298444,735410,318745,375546,27757,26798,499288,87682,71025,735410,55014,126424,91269,90527,47821,48446,575204,542493,94801,308116,29958,17195,34890,37866,47121,57465,31305,30089,10857,11370,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,2,155689,241954,413296,1,r,573945,272244,301701,763176,681910,35082,40231,20011,541082,157192,108966,763176,39474,86036,91996,107324,59788,55291,596416,573724,140647,305616,7684,5977,22021,23156,35472,49197,43475,59529,26789,32316,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,3,102891,249865,368333,1,r,590654,291613,299041,783679,725198,36319,10421,18627,527880,91695,47674,783679,47400,98012,97457,106396,59520,47559,597091,563536,118936,286456,12690,11200,24198,24715,41309,57484,43026,44916,15643,11275,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,4,92510,225348,332234,1,r,577806,287144,290662,761860,677392,46172,17830,27658,495113,72222,46273,761860,64121,97323,86082,92624,50414,45079,590683,546355,123591,283792,21040,16776,31800,33021,44322,55280,36185,30196,8637,6535,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,5,190766,123771,324270,1,d,563074,266969,296105,763288,522123,182370,18999,69400,519729,94550,52065,763288,47618,116486,93539,97617,52873,46344,585441,557478,112870,313859,22320,17726,35676,33664,50595,61943,38035,33892,10387,9621,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,6,99692,238388,350444,1,r,576624,284640,291984,767878,694426,41151,14889,29895,516860,98925,49140,767878,48047,92747,97880,103145,53316,47827,586486,552898,121945,284610,14845,12532,29203,28087,38283,54007,40860,40743,15637,10413,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,7,92756,228692,338607,1,r,582637,281589,301048,776586,712301,20582,12895,38505,513406,80124,38776,776586,59913,97258,91020,96366,53407,44461,598065,561967,130894,305390,25028,17146,35916,40951,49326,61152,33197,26650,9102,6922,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MO,8,70009,229792,308871,0,r,567657,281429,286228,741123,679412,39918,8181,12673,507656,47121,29220,741123,44871,85291,88012,98113,57098,45847,573550,542802,133295,284351,27050,24097,38355,35193,41675,52044,30354,24719,5618,5246,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MS,1,83947,206455,300423,0,r,574835,271549,303286,764223,524228,220157,6716,22074,501733,66259,37770,764223,53636,92217,97091,99733,48905,45714,581969,542987,118073,280350,27188,20682,33410,31682,42013,49010,33633,28371,7897,6464,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MS,2,192343,83542,286626,1,d,523733,245629,278104,705911,217330,473199,3479,12654,456953,54807,33261,705911,49836,92249,87259,82888,45998,45042,529014,495372,103517,257899,34900,22157,39885,33715,36006,39811,21041,19906,6726,3752,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MS,3,96101,209490,316445,1,r,561337,266025,295312,751004,457221,271553,7550,20232,492266,76632,50820,751004,53249,94058,94056,94806,51303,44662,571079,534345,113381,271623,27107,20523,33147,27803,37538,42135,29897,31303,11799,10371,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MS,4,77505,181323,278779,1,r,573219,275606,297613,767588,549955,188723,15779,31773,506070,67167,39547,767588,54601,100088,96194,98009,49073,48043,583511,548769,114663,281373,23929,23774,34924,29107,39501,54107,33093,26596,8364,7978,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,MT,1,205919,285358,507831,0,r,804235,401606,402629,1042520,927374,9759,14044,37090,712616,148944,71662,1042520,73927,126836,120268,127833,77803,75995,813846,771118,183881,416125,26734,24786,44523,47017,64889,77482,50902,48525,15669,15598,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,NC,1,240661,101567,350699,1,d,556875,256458,300417,750278,351832,350366,18178,65885,506769,83427,57180,750278,58035,102724,91685,95961,47899,49945,589787,552574,118555,294949,31262,24398,33523,36855,45220,50455,28964,26525,9575,8172,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,NC,10,128919,220825,349744,1,r,580605,278228,302377,759453,614796,97304,14817,51064,534684,85559,46090,759453,45582,89938,95513,108705,53069,52628,598922,572847,134831,297132,21112,17402,37260,34879,47651,56192,35582,28647,9945,8462,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,NC,11,129103,230405,359508,1,r,585515,276487,309028,749597,678534,31344,9547,44197,544373,82393,48145,749597,42392,81839,84495,103229,52501,56695,604762,574975,165614,305113,21584,23831,40925,35141,49367,61186,31540,26142,7647,7750,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
2016,NC,12,234115,115185,349300,0,d,564418,264695,299723,849357,404846,332611,53756,127209,559723,151340,71307,849357,61729,154711,127636,111519,44323,39887,644258,611570,81647,320462,19236,10896,28634,32272,44911,61507,41645,47577,15758,18026,-12,10,14,9,-7,-10,-8,14,-4,-7,-22,78,35,31,15,-6,-2,13
