NAME,DP03_0001E,DP03_0001EA,DP03_0001M,DP03_0001MA,DP03_0001PE,DP03_0001PEA,DP03_0001PM,DP03_0001PMA,DP03_0002E,DP03_0002EA,DP03_0002M,DP03_0002MA,DP03_0002PE,DP03_0002PEA,DP03_0002PM,DP03_0002PMA,DP03_0003E,DP03_0003EA,DP03_0003M,DP03_0003MA,DP03_0003PE,DP03_0003PEA,DP03_0003PM,DP03_0003PMA,DP03_0004E,DP03_0004EA,DP03_0004M,DP03_0004MA,DP03_0004PE,DP03_0004PEA,DP03_0004PM,DP03_0004PMA,DP03_0005E,DP03_0005EA,DP03_0005M,DP03_0005MA,DP03_0005PE,DP03_0005PEA,DP03_0005PM,DP03_0005PMA,DP03_0006E,DP03_0006EA,DP03_0006M,DP03_0006MA,DP03_0006PE,DP03_0006PEA,DP03_0006PM,DP03_0006PMA,DP03_0007E,DP03_0007EA,DP03_0007M,DP03_0007MA,DP03_0007PE,DP03_0007PEA,DP03_0007PM,DP03_0007PMA,DP03_0008E,DP03_0008EA,DP03_0008M,DP03_0008MA,DP03_0008PE,DP03_0008PEA,DP03_0008PM,DP03_0008PMA,DP03_0009E,DP03_0009EA,DP03_0009M,DP03_0009MA,DP03_0009PE,DP03_0009PEA,DP03_0009PM,DP03_0009PMA,DP03_0010E,DP03_0010EA,DP03_0010M,DP03_0010MA,DP03_0010PE,DP03_0010PEA,DP03_0010PM,DP03_0010PMA,DP03_0011E,DP03_0011EA,DP03_0011M,DP03_0011MA,DP03_0011PE,DP03_0011PEA,DP03_0011PM,DP03_0011PMA,DP03_0012E,DP03_0012EA,DP03_0012M,DP03_0012MA,DP03_0012PE,DP03_0012PEA,DP03_0012PM,DP03_0012PMA,DP03_0013E,DP03_0013EA,DP03_0013M,DP03_0013MA,DP03_0013PE,DP03_0013PEA,DP03_0013PM,DP03_0013PMA,DP03_0014E,DP03_0014EA,DP03_0014M,DP03_0014MA,DP03_0014PE,DP03_0014PEA,DP03_0014PM,DP03_0014PMA,DP03_0015E,DP03_0015EA,DP03_0015M,DP03_0015MA,DP03_0015PE,DP03_0015PEA,DP03_0015PM,DP03_0015PMA,DP03_0016E,DP03_0016EA,DP03_0016M,DP03_0016MA,DP03_0016PE,DP03_0016PEA,DP03_0016PM,DP03_0016PMA,DP03_0017E,DP03_0017EA,DP03_0017M,DP03_0017MA,DP03_0017PE,DP03_0017PEA,DP03_0017PM,DP03_0017PMA,DP03_0018E,DP03_0018EA,DP03_0018M,DP03_0018MA,DP03_0018PE,DP03_0018PEA,DP03_0018PM,DP03_0018PMA,DP03_0019E,DP03_0019EA,DP03_0019M,DP03_0019MA,DP03_0019PE,DP03_0019PEA,DP03_0019PM,DP03_0019PMA,DP03_0020E,DP03_0020EA,DP03_0020M,DP03_0020MA,DP03_0020PE,DP03_0020PEA,DP03_0020PM,DP03_0020PMA,DP03_0021E,DP03_0021EA,DP03_0021M,DP03_0021MA,DP03_0021PE,DP03_0021PEA,DP03_0021PM,DP03_0021PMA,DP03_0022E,DP03_0022EA,DP03_0022M,DP03_0022MA,DP03_0022PE,DP03_0022PEA,DP03_0022PM,DP03_0022PMA,DP03_0023E,DP03_0023EA,DP03_0023M,DP03_0023MA,DP03_0023PE,DP03_0023PEA,DP03_0023PM,DP03_0023PMA,DP03_0024E,DP03_0024EA,DP03_0024M,DP03_0024MA,DP03_0024PE,DP03_0024PEA,DP03_0024PM,DP03_0024PMA,DP03_0025E,DP03_0025EA,DP03_0025M,DP03_0025MA,DP03_0025PE,DP03_0025PEA,DP03_0025PM,DP03_0025PMA,DP03_0026E,DP03_0026EA,DP03_0026M,DP03_0026MA,DP03_0026PE,DP03_0026PEA,DP03_0026PM,DP03_0026PMA,DP03_0027E,DP03_0027EA,DP03_0027M,DP03_0027MA,DP03_0027PE,DP03_0027PEA,DP03_0027PM,DP03_0027PMA,DP03_0028E,DP03_0028EA,DP03_0028M,DP03_0028MA,DP03_0028PE,DP03_0028PEA,DP03_0028PM,DP03_0028PMA,DP03_0029E,DP03_0029EA,DP03_0029M,DP03_0029MA,DP03_0029PE,DP03_0029PEA,DP03_0029PM,DP03_0029PMA,DP03_0030E,DP03_0030EA,DP03_0030M,DP03_0030MA,DP03_0030PE,DP03_0030PEA,DP03_0030PM,DP03_0030PMA,DP03_0031E,DP03_0031EA,DP03_0031M,DP03_0031MA,DP03_0031PE,DP03_0031PEA,DP03_0031PM,DP03_0031PMA,DP03_0032E,DP03_0032EA,DP03_0032M,DP03_0032MA,DP03_0032PE,DP03_0032PEA,DP03_0032PM,DP03_0032PMA,DP03_0033E,DP03_0033EA,DP03_0033M,DP03_0033MA,DP03_0033PE,DP03_0033PEA,DP03_0033PM,DP03_0033PMA,DP03_0034E,DP03_0034EA,DP03_0034M,DP03_0034MA,DP03_0034PE,DP03_0034PEA,DP03_0034PM,DP03_0034PMA,DP03_0035E,DP03_0035EA,DP03_0035M,DP03_0035MA,DP03_0035PE,DP03_0035PEA,DP03_0035PM,DP03_0035PMA,DP03_0036E,DP03_0036EA,DP03_0036M,DP03_0036MA,DP03_0036PE,DP03_0036PEA,DP03_0036PM,DP03_0036PMA,DP03_0037E,DP03_0037EA,DP03_0037M,DP03_0037MA,DP03_0037PE,DP03_0037PEA,DP03_0037PM,DP03_0037PMA,DP03_0038E,DP03_0038EA,DP03_0038M,DP03_0038MA,DP03_0038PE,DP03_0038PEA,DP03_0038PM,DP03_0038PMA,DP03_0039E,DP03_0039EA,DP03_0039M,DP03_0039MA,DP03_0039PE,DP03_0039PEA,DP03_0039PM,DP03_0039PMA,DP03_0040E,DP03_0040EA,DP03_0040M,DP03_0040MA,DP03_0040PE,DP03_0040PEA,DP03_0040PM,DP03_0040PMA,DP03_0041E,DP03_0041EA,DP03_0041M,DP03_0041MA,DP03_0041PE,DP03_0041PEA,DP03_0041PM,DP03_0041PMA,DP03_0042E,DP03_0042EA,DP03_0042M,DP03_0042MA,DP03_0042PE,DP03_0042PEA,DP03_0042PM,DP03_0042PMA,DP03_0043E,DP03_0043EA,DP03_0043M,DP03_0043MA,DP03_0043PE,DP03_0043PEA,DP03_0043PM,DP03_0043PMA,DP03_0044E,DP03_0044EA,DP03_0044M,DP03_0044MA,DP03_0044PE,DP03_0044PEA,DP03_0044PM,DP03_0044PMA,DP03_0045E,DP03_0045EA,DP03_0045M,DP03_0045MA,DP03_0045PE,DP03_0045PEA,DP03_0045PM,DP03_0045PMA,DP03_0046E,DP03_0046EA,DP03_0046M,DP03_0046MA,DP03_0046PE,DP03_0046PEA,DP03_0046PM,DP03_0046PMA,DP03_0047E,DP03_0047EA,DP03_0047M,DP03_0047MA,DP03_0047PE,DP03_0047PEA,DP03_0047PM,DP03_0047PMA,DP03_0048E,DP03_0048EA,DP03_0048M,DP03_0048MA,DP03_0048PE,DP03_0048PEA,DP03_0048PM,DP03_0048PMA,DP03_0049E,DP03_0049EA,DP03_0049M,DP03_0049MA,DP03_0049PE,DP03_0049PEA,DP03_0049PM,DP03_0049PMA,DP03_0050E,DP03_0050EA,DP03_0050M,DP03_0050MA,DP03_0050PE,DP03_0050PEA,DP03_0050PM,DP03_0050PMA,DP03_0051E,DP03_0051EA,DP03_0051M,DP03_0051MA,DP03_0051PE,DP03_0051PEA,DP03_0051PM,DP03_0051PMA,DP03_0052E,DP03_0052EA,DP03_0052M,DP03_0052MA,DP03_0052PE,DP03_0052PEA,DP03_0052PM,DP03_0052PMA,DP03_0053E,DP03_0053EA,DP03_0053M,DP03_0053MA,DP03_0053PE,DP03_0053PEA,DP03_0053PM,DP03_0053PMA,DP03_0054E,DP03_0054EA,DP03_0054M,DP03_0054MA,DP03_0054PE,DP03_0054PEA,DP03_0054PM,DP03_0054PMA,DP03_0055E,DP03_0055EA,DP03_0055M,DP03_0055MA,DP03_0055PE,DP03_0055PEA,DP03_0055PM,DP03_0055PMA,DP03_0056E,DP03_0056EA,DP03_0056M,DP03_0056MA,DP03_0056PE,DP03_0056PEA,DP03_0056PM,DP03_0056PMA,DP03_0057E,DP03_0057EA,DP03_0057M,DP03_0057MA,DP03_0057PE,DP03_0057PEA,DP03_0057PM,DP03_0057PMA,DP03_0058E,DP03_0058EA,DP03_0058M,DP03_0058MA,DP03_0058PE,DP03_0058PEA,DP03_0058PM,DP03_0058PMA,DP03_0059E,DP03_0059EA,DP03_0059M,DP03_0059MA,DP03_0059PE,DP03_0059PEA,DP03_0059PM,DP03_0059PMA,DP03_0060E,DP03_0060EA,DP03_0060M,DP03_0060MA,DP03_0060PE,DP03_0060PEA,DP03_0060PM,DP03_0060PMA,DP03_0061E,DP03_0061EA,DP03_0061M,DP03_0061MA,DP03_0061PE,DP03_0061PEA,DP03_0061PM,DP03_0061PMA,DP03_0062E,DP03_0062EA,DP03_0062M,DP03_0062MA,DP03_0062PE,DP03_0062PEA,DP03_0062PM,DP03_0062PMA,DP03_0063E,DP03_0063EA,DP03_0063M,DP03_0063MA,DP03_0063PE,DP03_0063PEA,DP03_0063PM,DP03_0063PMA,DP03_0064E,DP03_0064EA,DP03_0064M,DP03_0064MA,DP03_0064PE,DP03_0064PEA,DP03_0064PM,DP03_0064PMA,DP03_0065E,DP03_0065EA,DP03_0065M,DP03_0065MA,DP03_0065PE,DP03_0065PEA,DP03_0065PM,DP03_0065PMA,DP03_0066E,DP03_0066EA,DP03_0066M,DP03_0066MA,DP03_0066PE,DP03_0066PEA,DP03_0066PM,DP03_0066PMA,DP03_0067E,DP03_0067EA,DP03_0067M,DP03_0067MA,DP03_0067PE,DP03_0067PEA,DP03_0067PM,DP03_0067PMA,DP03_0068E,DP03_0068EA,DP03_0068M,DP03_0068MA,DP03_0068PE,DP03_0068PEA,DP03_0068PM,DP03_0068PMA,DP03_0069E,DP03_0069EA,DP03_0069M,DP03_0069MA,DP03_0069PE,DP03_0069PEA,DP03_0069PM,DP03_0069PMA,DP03_0070E,DP03_0070EA,DP03_0070M,DP03_0070MA,DP03_0070PE,DP03_0070PEA,DP03_0070PM,DP03_0070PMA,DP03_0071E,DP03_0071EA,DP03_0071M,DP03_0071MA,DP03_0071PE,DP03_0071PEA,DP03_0071PM,DP03_0071PMA,DP03_0072E,DP03_0072EA,DP03_0072M,DP03_0072MA,DP03_0072PE,DP03_0072PEA,DP03_0072PM,DP03_0072PMA,DP03_0073E,DP03_0073EA,DP03_0073M,DP03_0073MA,DP03_0073PE,DP03_0073PEA,DP03_0073PM,DP03_0073PMA,DP03_0074E,DP03_0074EA,DP03_0074M,DP03_0074MA,DP03_0074PE,DP03_0074PEA,DP03_0074PM,DP03_0074PMA,DP03_0075E,DP03_0075EA,DP03_0075M,DP03_0075MA,DP03_0075PE,DP03_0075PEA,DP03_0075PM,DP03_0075PMA,DP03_0076E,DP03_0076EA,DP03_0076M,DP03_0076MA,DP03_0076PE,DP03_0076PEA,DP03_0076PM,DP03_0076PMA,DP03_0077E,DP03_0077EA,DP03_0077M,DP03_0077MA,DP03_0077PE,DP03_0077PEA,DP03_0077PM,DP03_0077PMA,DP03_0078E,DP03_0078EA,DP03_0078M,DP03_0078MA,DP03_0078PE,DP03_0078PEA,DP03_0078PM,DP03_0078PMA,DP03_0079E,DP03_0079EA,DP03_0079M,DP03_0079MA,DP03_0079PE,DP03_0079PEA,DP03_0079PM,DP03_0079PMA,DP03_0080E,DP03_0080EA,DP03_0080M,DP03_0080MA,DP03_0080PE,DP03_0080PEA,DP03_0080PM,DP03_0080PMA,DP03_0081E,DP03_0081EA,DP03_0081M,DP03_0081MA,DP03_0081PE,DP03_0081PEA,DP03_0081PM,DP03_0081PMA,DP03_0082E,DP03_0082EA,DP03_0082M,DP03_0082MA,DP03_0082PE,DP03_0082PEA,DP03_0082PM,DP03_0082PMA,DP03_0083E,DP03_0083EA,DP03_0083M,DP03_0083MA,DP03_0083PE,DP03_0083PEA,DP03_0083PM,DP03_0083PMA,DP03_0084E,DP03_0084EA,DP03_0084M,DP03_0084MA,DP03_0084PE,DP03_0084PEA,DP03_0084PM,DP03_0084PMA,DP03_0085E,DP03_0085EA,DP03_0085M,DP03_0085MA,DP03_0085PE,DP03_0085PEA,DP03_0085PM,DP03_0085PMA,DP03_0086E,DP03_0086EA,DP03_0086M,DP03_0086MA,DP03_0086PE,DP03_0086PEA,DP03_0086PM,DP03_0086PMA,DP03_0087E,DP03_0087EA,DP03_0087M,DP03_0087MA,DP03_0087PE,DP03_0087PEA,DP03_0087PM,DP03_0087PMA,DP03_0088E,DP03_0088EA,DP03_0088M,DP03_0088MA,DP03_0088PE,DP03_0088PEA,DP03_0088PM,DP03_0088PMA,DP03_0089E,DP03_0089EA,DP03_0089M,DP03_0089MA,DP03_0089PE,DP03_0089PEA,DP03_0089PM,DP03_0089PMA,DP03_0090E,DP03_0090EA,DP03_0090M,DP03_0090MA,DP03_0090PE,DP03_0090PEA,DP03_0090PM,DP03_0090PMA,DP03_0091E,DP03_0091EA,DP03_0091M,DP03_0091MA,DP03_0091PE,DP03_0091PEA,DP03_0091PM,DP03_0091PMA,DP03_0092E,DP03_0092EA,DP03_0092M,DP03_0092MA,DP03_0092PE,DP03_0092PEA,DP03_0092PM,DP03_0092PMA,DP03_0093E,DP03_0093EA,DP03_0093M,DP03_0093MA,DP03_0093PE,DP03_0093PEA,DP03_0093PM,DP03_0093PMA,DP03_0094E,DP03_0094EA,DP03_0094M,DP03_0094MA,DP03_0094PE,DP03_0094PEA,DP03_0094PM,DP03_0094PMA,DP03_0095E,DP03_0095EA,DP03_0095M,DP03_0095MA,DP03_0095PE,DP03_0095PEA,DP03_0095PM,DP03_0095PMA,DP03_0096E,DP03_0096EA,DP03_0096M,DP03_0096MA,DP03_0096PE,DP03_0096PEA,DP03_0096PM,DP03_0096PMA,DP03_0097E,DP03_0097EA,DP03_0097M,DP03_0097MA,DP03_0097PE,DP03_0097PEA,DP03_0097PM,DP03_0097PMA,DP03_0098E,DP03_0098EA,DP03_0098M,DP03_0098MA,DP03_0098PE,DP03_0098PEA,DP03_0098PM,DP03_0098PMA,DP03_0099E,DP03_0099EA,DP03_0099M,DP03_0099MA,DP03_0099PE,DP03_0099PEA,DP03_0099PM,DP03_0099PMA,DP03_0100E,DP03_0100EA,DP03_0100M,DP03_0100MA,DP03_0100PE,DP03_0100PEA,DP03_0100PM,DP03_0100PMA,DP03_0101E,DP03_0101EA,DP03_0101M,DP03_0101MA,DP03_0101PE,DP03_0101PEA,DP03_0101PM,DP03_0101PMA,DP03_0102E,DP03_0102EA,DP03_0102M,DP03_0102MA,DP03_0102PE,DP03_0102PEA,DP03_0102PM,DP03_0102PMA,DP03_0103E,DP03_0103EA,DP03_0103M,DP03_0103MA,DP03_0103PE,DP03_0103PEA,DP03_0103PM,DP03_0103PMA,DP03_0104E,DP03_0104EA,DP03_0104M,DP03_0104MA,DP03_0104PE,DP03_0104PEA,DP03_0104PM,DP03_0104PMA,DP03_0105E,DP03_0105EA,DP03_0105M,DP03_0105MA,DP03_0105PE,DP03_0105PEA,DP03_0105PM,DP03_0105PMA,DP03_0106E,DP03_0106EA,DP03_0106M,DP03_0106MA,DP03_0106PE,DP03_0106PEA,DP03_0106PM,DP03_0106PMA,DP03_0107E,DP03_0107EA,DP03_0107M,DP03_0107MA,DP03_0107PE,DP03_0107PEA,DP03_0107PM,DP03_0107PMA,DP03_0108E,DP03_0108EA,DP03_0108M,DP03_0108MA,DP03_0108PE,DP03_0108PEA,DP03_0108PM,DP03_0108PMA,DP03_0109E,DP03_0109EA,DP03_0109M,DP03_0109MA,DP03_0109PE,DP03_0109PEA,DP03_0109PM,DP03_0109PMA,DP03_0110E,DP03_0110EA,DP03_0110M,DP03_0110MA,DP03_0110PE,DP03_0110PEA,DP03_0110PM,DP03_0110PMA,DP03_0111E,DP03_0111EA,DP03_0111M,DP03_0111MA,DP03_0111PE,DP03_0111PEA,DP03_0111PM,DP03_0111PMA,DP03_0112E,DP03_0112EA,DP03_0112M,DP03_0112MA,DP03_0112PE,DP03_0112PEA,DP03_0112PM,DP03_0112PMA,DP03_0113E,DP03_0113EA,DP03_0113M,DP03_0113MA,DP03_0113PE,DP03_0113PEA,DP03_0113PM,DP03_0113PMA,DP03_0114E,DP03_0114EA,DP03_0114M,DP03_0114MA,DP03_0114PE,DP03_0114PEA,DP03_0114PM,DP03_0114PMA,DP03_0115E,DP03_0115EA,DP03_0115M,DP03_0115MA,DP03_0115PE,DP03_0115PEA,DP03_0115PM,DP03_0115PMA,DP03_0116E,DP03_0116EA,DP03_0116M,DP03_0116MA,DP03_0116PE,DP03_0116PEA,DP03_0116PM,DP03_0116PMA,DP03_0117E,DP03_0117EA,DP03_0117M,DP03_0117MA,DP03_0117PE,DP03_0117PEA,DP03_0117PM,DP03_0117PMA,DP03_0118E,DP03_0118EA,DP03_0118M,DP03_0118MA,DP03_0118PE,DP03_0118PEA,DP03_0118PM,DP03_0118PMA,DP03_0119E,DP03_0119EA,DP03_0119M,DP03_0119MA,DP03_0119PE,DP03_0119PEA,DP03_0119PM,DP03_0119PMA,DP03_0120E,DP03_0120EA,DP03_0120M,DP03_0120MA,DP03_0120PE,DP03_0120PEA,DP03_0120PM,DP03_0120PMA,DP03_0121E,DP03_0121EA,DP03_0121M,DP03_0121MA,DP03_0121PE,DP03_0121PEA,DP03_0121PM,DP03_0121PMA,GEO_ID,NAME,state,congressional district
"Congressional District 27 (111th Congress), New York",512372,,5686,,512372,,0,(X),329417,,6611,,64.3,,1.1,,328979,,6635,,64.2,,1.1,,299519,,6319,,58.5,,1.1,,29460,,2563,,5.7,,0.5,,438,,420,,0.1,,0.1,,182955,,5958,,35.7,,1.1,,328979,,6635,,328979,,0,(X),9.0,,0.7,,(X),(X),0,(X),264124,,3944,,264124,,0,(X),159103,,3878,,60.2,,1.4,,158792,,3910,,60.1,,1.4,,146456,,4025,,55.4,,1.5,,39266,,2565,,39266,,0,(X),26914,,2710,,68.5,,5.3,,88272,,3557,,88272,,0,(X),65212,,4201,,73.9,,3.4,,290873,,6353,,290873,,0,(X),232676,,5930,,80.0,,1.2,,25386,,2865,,8.7,,0.9,,8740,,2097,,3.0,,0.7,,13006,,2141,,4.5,,0.7,,3671,,1123,,1.3,,0.4,,7394,,1557,,2.5,,0.5,,21.0,,0.6,,(X),(X),0,(X),299519,,6319,,299519,,0,(X),101933,,4660,,34.0,,1.3,,58258,,4252,,19.5,,1.4,,76978,,4316,,25.7,,1.3,,1299,,694,,0.4,,0.2,,21907,,1922,,7.3,,0.6,,39144,,3036,,13.1,,1.0,,299519,,6319,,299519,,0,(X),3248,,1132,,1.1,,0.4,,15648,,1948,,5.2,,0.6,,34685,,2949,,11.6,,0.9,,7735,,1388,,2.6,,0.5,,35641,,2593,,11.9,,0.8,,14300,,1657,,4.8,,0.6,,6553,,1335,,2.2,,0.4,,19690,,2510,,6.6,,0.8,,24525,,2907,,8.2,,1.0,,82199,,4701,,27.4,,1.4,,26984,,3174,,9.0,,1.0,,13771,,1735,,4.6,,0.6,,14540,,1898,,4.9,,0.6,,299519,,6319,,299519,,0,(X),233198,,6449,,77.9,,1.2,,52093,,3474,,17.4,,1.1,,13888,,1524,,4.6,,0.5,,340,,220,,0.1,,0.1,,262910,,4025,,262910,,0,(X),25354,,2349,,9.6,,0.9,,19135,,2297,,7.3,,0.9,,35389,,2999,,13.5,,1.1,,31044,,2347,,11.8,,0.9,,36997,,3038,,14.1,,1.1,,47383,,3377,,18.0,,1.2,,30231,,2535,,11.5,,0.9,,24346,,2250,,9.3,,0.9,,8108,,1266,,3.1,,0.5,,4923,,774,,1.9,,0.3,,43284,,1548,,(X),(X),0,(X),56730,,1185,,(X),(X),0,(X),193140,,4221,,73.5,,1.1,,58782,,1553,,(X),(X),0,(X),86438,,3667,,32.9,,1.3,,15313,,330,,(X),(X),0,(X),60009,,3378,,22.8,,1.3,,18128,,945,,(X),(X),0,(X),11959,,1671,,4.5,,0.6,,8367,,683,,(X),(X),0,(X),10198,,1458,,3.9,,0.6,,3454,,723,,(X),(X),0,(X),38939,,2977,,14.8,,1.1,,159002,,3888,,159002,,0,(X),10650,,1731,,6.7,,1.0,,6204,,1318,,3.9,,0.8,,13690,,1774,,8.6,,1.1,,15920,,2005,,10.0,,1.2,,21527,,1918,,13.5,,1.2,,34178,,2554,,21.5,,1.5,,24574,,2063,,15.5,,1.3,,20826,,2113,,13.1,,1.3,,6921,,1146,,4.4,,0.7,,4512,,746,,2.8,,0.5,,58072,,1974,,(X),(X),0,(X),69596,,1826,,(X),(X),0,(X),24430,,515,,(X),(X),0,(X),103908,,4035,,103908,,0,(X),25642,,2073,,(X),(X),0,(X),34916,,1559,,(X),(X),0,(X),26921,,917,,(X),(X),0,(X),44507,,1668,,(X),(X),0,(X),34413,,1049,,(X),(X),0,(X),622907,,6819,,622907,,0,(X),570574,,7966,,91.6,,0.9,,445639,,8773,,71.5,,1.3,,225437,,8230,,36.2,,1.3,,52333,,5390,,8.4,,0.9,,133226,,4708,,133226,,0,(X),5360,,1714,,4.0,,1.3,,12.2,,1.3,,(X),(X),0,(X),21.1,,2.5,,(X),(X),0,(X),26.5,,7.3,,(X),(X),0,(X),4.4,,1.0,,(X),(X),0,(X),6.6,,2.0,,(X),(X),0,(X),11.0,,7.1,,(X),(X),0,(X),33.8,,4.3,,(X),(X),0,(X),45.2,,5.4,,(X),(X),0,(X),55.2,,14.2,,(X),(X),0,(X),14.7,,1.1,,(X),(X),0,(X),23.9,,2.9,,(X),(X),0,(X),23.7,,2.8,,(X),(X),0,(X),29.8,,6.4,,(X),(X),0,(X),21.6,,2.9,,(X),(X),0,(X),12.2,,0.9,,(X),(X),0,(X),13.2,,1.0,,(X),(X),0,(X),8.4,,1.3,,(X),(X),0,(X),12.6,,1.3,,(X),(X),0,(X),21.8,,1.9,,(X),(X),0,(X),5001100US3627,"Congressional District 27 (111th Congress), New York",36,27
"Congressional District 28 (111th Congress), New York",493071,,6714,,493071,,0,(X),304912,,8383,,61.8,,1.3,,304097,,8436,,61.7,,1.3,,270740,,8172,,54.9,,1.3,,33357,,2879,,6.8,,0.6,,815,,373,,0.2,,0.1,,188159,,6663,,38.2,,1.3,,304097,,8436,,304097,,0,(X),11.0,,0.9,,(X),(X),0,(X),264583,,4412,,264583,,0,(X),156904,,5445,,59.3,,1.8,,156612,,5456,,59.2,,1.8,,141528,,5102,,53.5,,1.7,,40033,,2702,,40033,,0,(X),25882,,2923,,64.7,,5.8,,83629,,4405,,83629,,0,(X),60595,,4906,,72.5,,3.9,,266090,,7837,,266090,,0,(X),201832,,6805,,75.9,,1.4,,26606,,3119,,10.0,,1.2,,16069,,2542,,6.0,,0.9,,10979,,2047,,4.1,,0.7,,4297,,1271,,1.6,,0.5,,6307,,1145,,2.4,,0.4,,18.9,,0.6,,(X),(X),0,(X),270740,,8172,,270740,,0,(X),91758,,5375,,33.9,,1.9,,57979,,4160,,21.4,,1.4,,72948,,5019,,26.9,,1.5,,562,,542,,0.2,,0.2,,17116,,2323,,6.3,,0.8,,30377,,2716,,11.2,,0.9,,270740,,8172,,270740,,0,(X),1446,,672,,0.5,,0.2,,11213,,1935,,4.1,,0.7,,31485,,2973,,11.6,,1.0,,4652,,902,,1.7,,0.3,,32396,,3554,,12.0,,1.2,,12815,,2285,,4.7,,0.8,,4995,,1073,,1.8,,0.4,,15285,,2166,,5.6,,0.8,,26427,,2846,,9.8,,0.9,,81347,,4147,,30.0,,1.5,,24749,,2503,,9.1,,0.9,,13475,,2004,,5.0,,0.7,,10455,,1733,,3.9,,0.6,,270740,,8172,,270740,,0,(X),218746,,7727,,80.8,,1.4,,38062,,3306,,14.1,,1.2,,13932,,2011,,5.1,,0.7,,0,,277,,0.0,,0.1,,255416,,5480,,255416,,0,(X),33321,,2799,,13.0,,1.0,,18609,,2220,,7.3,,0.9,,37415,,3299,,14.6,,1.2,,29683,,2622,,11.6,,1.0,,40433,,3156,,15.8,,1.2,,43255,,3033,,16.9,,1.1,,24949,,2323,,9.8,,0.9,,18814,,1940,,7.4,,0.7,,4429,,932,,1.7,,0.4,,4508,,1037,,1.8,,0.4,,38079,,1195,,(X),(X),0,(X),50743,,1592,,(X),(X),0,(X),186830,,5129,,73.1,,1.4,,53330,,1959,,(X),(X),0,(X),74798,,3957,,29.3,,1.4,,15168,,431,,(X),(X),0,(X),48466,,3298,,19.0,,1.2,,17934,,1258,,(X),(X),0,(X),18928,,2210,,7.4,,0.8,,7567,,434,,(X),(X),0,(X),14686,,1964,,5.7,,0.7,,3763,,506,,(X),(X),0,(X),51043,,3654,,20.0,,1.3,,142450,,4182,,142450,,0,(X),12712,,1493,,8.9,,1.0,,7255,,1413,,5.1,,1.0,,17438,,2023,,12.2,,1.4,,13143,,1785,,9.2,,1.3,,22400,,2277,,15.7,,1.5,,27749,,2193,,19.5,,1.4,,19107,,2004,,13.4,,1.4,,15023,,1745,,10.5,,1.2,,4023,,927,,2.8,,0.6,,3600,,856,,2.5,,0.6,,48663,,2079,,(X),(X),0,(X),62004,,2363,,(X),(X),0,(X),22138,,665,,(X),(X),0,(X),112966,,4920,,112966,,0,(X),26133,,1346,,(X),(X),0,(X),35109,,1790,,(X),(X),0,(X),24962,,948,,(X),(X),0,(X),42178,,1494,,(X),(X),0,(X),31756,,946,,(X),(X),0,(X),602376,,8412,,602376,,0,(X),542210,,8324,,90.0,,0.7,,393444,,9911,,65.3,,1.3,,233148,,8180,,38.7,,1.4,,60166,,4619,,10.0,,0.7,,133373,,5088,,133373,,0,(X),7064,,1783,,5.3,,1.3,,16.2,,1.4,,(X),(X),0,(X),27.5,,2.3,,(X),(X),0,(X),32.6,,6.2,,(X),(X),0,(X),4.2,,1.0,,(X),(X),0,(X),7.4,,2.2,,(X),(X),0,(X),4.1,,3.5,,(X),(X),0,(X),36.9,,3.5,,(X),(X),0,(X),44.7,,4.4,,(X),(X),0,(X),52.1,,10.0,,(X),(X),0,(X),20.9,,1.4,,(X),(X),0,(X),32.4,,2.8,,(X),(X),0,(X),32.0,,2.8,,(X),(X),0,(X),36.9,,3.7,,(X),(X),0,(X),30.4,,3.3,,(X),(X),0,(X),17.7,,1.3,,(X),(X),0,(X),19.1,,1.5,,(X),(X),0,(X),11.1,,1.9,,(X),(X),0,(X),17.7,,1.6,,(X),(X),0,(X),29.8,,2.4,,(X),(X),0,(X),5001100US3628,"Congressional District 28 (111th Congress), New York",36,28
