year,state,district,dem,rep,tot,incumbent,prevparty,voteage_pop,voteage_m,voteage_f,race_pop,race_white,race_nonwhite,ed_pop,ed_4y,ed_no4y,age_pop,age_18_34,age_35_49,age_50_64,age_65_plus,inc_pop,inc_lt_50,inc_50_100,inc_100_plus,"Gender,Male","Gender,Female","Age,18-34","Age,35-49","Age,50-64","Age,65 and Older","Income,Less Than $50K","Income,$50-100K","Income,$100K or More","Race,White","Race,Non-White","Education,HS or less","Education,4yrDegree"
2016,GA,4,220146,70593,290739,0,d,499073,223460,275613,752273,226266,526007,491496,146690,344806,752273,141353,152666,145810,81335,264468,126550,84897,53021,-12,10,12,-2,-10,-8,14,-4,-7,-22,69,-6,4
2016,GA,5,253781,46768,300549,1,d,557613,270427,287186,747809,238907,508902,503168,211450,291718,747809,179922,152188,122939,83934,298413,151470,80380,66563,-12,10,12,-2,-10,-8,14,-4,-7,-22,70,-6,5
2016,GA,6,124917,201088,326005,1,r,489366,232719,256647,756004,511912,244092,519292,314618,204674,756004,124761,171824,156695,90282,283001,74487,83529,124985,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,4
2016,GA,7,114220,174081,288301,1,r,469166,223652,245514,789864,424829,365035,505813,200524,305289,789864,124299,186822,147614,78100,256978,86298,84467,86213,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,3
2016,GA,8,83225,173983,257208,1,r,521291,250103,271188,710108,450574,259534,467468,101832,365636,710108,125390,135401,132390,105153,256041,141694,70578,43769,-12,10,12,-2,-10,-8,14,-4,-7,-22,69,-6,4
2016,GA,9,0,256535,256535,1,r,529334,254453,274881,736075,641704,94371,497075,107255,389820,736075,108373,138601,146292,131084,254999,127028,80059,47912,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,4
2016,HI,1,145417,45958,213531,0,d,500190,255574,244616,706501,123477,583024,500083,180141,319942,706501,138571,136609,130319,125737,230958,70083,73360,87515,-12,10,12,-2,-10,-8,14,-4,-7,-22,33,-6,3
2016,HI,2,170848,39668,224133,1,d,518441,263320,255121,722056,234517,487539,490854,136452,354402,722056,132631,131554,143070,117804,224910,78303,70045,76562,-12,10,12,-2,-10,-8,14,-4,-7,-22,34,-6,3
2016,IA,1,177403,206903,384977,1,r,579936,284815,295121,771008,705007,66001,515115,139494,375621,771008,127579,135966,153691,132464,307410,133357,106546,67507,-12,10,12,-2,-10,-8,14,-4,-7,-22,53,-6,3
2016,IA,2,198571,170933,370032,1,d,582071,284982,297089,778964,698797,80167,519381,147809,371572,778964,131816,141078,150728,127955,308367,146890,97596,63881,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,4
2016,IA,3,155002,208598,390287,1,r,592785,287240,305545,824082,726471,97611,548951,181728,367223,824082,143643,161791,157075,115548,321446,127476,107163,86807,-12,10,12,-2,-10,-8,14,-4,-7,-22,48,-6,3
2016,IA,4,142993,226719,370259,1,r,566140,279045,287095,760639,703887,56752,503573,124131,379442,760639,117711,126629,151268,137775,310709,145288,104394,61027,-12,10,12,-2,-10,-8,14,-4,-7,-22,43,-6,3
2016,ID,1,113052,242252,355357,1,r,631651,314191,317460,864758,775188,89570,571282,145198,426084,864758,131124,158885,166457,143123,315763,149850,106244,59669,-12,10,12,-2,-10,-8,14,-4,-7,-22,36,-6,3
2016,ID,2,95940,205292,326237,1,r,559611,275061,284550,818382,734931,83451,515983,155212,360771,818382,153026,146022,139183,113039,295109,143950,92782,58377,-12,10,12,-2,-10,-8,14,-4,-7,-22,37,-6,3
2016,IL,1,234037,81817,315862,1,d,517212,232621,284591,691474,292771,398703,472483,136648,335835,691474,121143,128084,143681,107751,265181,131473,71894,61814,-12,10,12,-2,-10,-8,14,-4,-7,-22,69,-6,4
2016,IL,10,150435,135535,285996,0,r,454930,222784,232146,710610,505898,204712,467972,206168,261804,710610,114997,142055,139783,100381,251252,84196,72538,94518,-12,10,12,-2,-10,-8,14,-4,-7,-22,41,-6,4
2016,IL,11,166578,108995,275573,1,d,475114,227357,247757,730480,478688,251792,471623,169844,301779,730480,124630,158711,133591,86247,251942,87112,78833,85997,-12,10,12,-2,-10,-8,14,-4,-7,-22,45,-6,4
2016,IL,12,124246,169976,313002,1,r,528720,258045,270675,693736,541201,152535,477135,114286,362849,693736,119835,129812,141475,113497,277601,145084,77777,54740,-12,10,12,-2,-10,-8,14,-4,-7,-22,67,-6,4
2016,IL,13,126811,187583,314394,1,r,545235,265475,279760,704699,573421,131278,462288,139793,322495,704699,134091,121998,136080,109875,283971,142453,83849,57669,-12,10,12,-2,-10,-8,14,-4,-7,-22,60,-6,4
2016,IL,14,137589,200508,338097,1,r,516115,251643,264472,736397,636375,100022,480043,202100,277943,736397,101951,156069,154453,92802,250357,65348,75634,109375,-12,10,12,-2,-10,-8,14,-4,-7,-22,42,-6,3
2016,IL,15,0,274554,274554,1,r,535966,264281,271685,700549,648770,51779,483638,97679,385959,700549,109738,130267,141684,125770,275299,137808,88533,48958,-12,10,12,-2,-10,-8,14,-4,-7,-22,60,-6,3
2016,IL,16,0,259722,259853,1,r,521802,256509,265293,687998,623579,64419,472433,104768,367665,687998,105774,130807,142529,121540,270748,117517,91468,61763,-12,10,12,-2,-10,-8,14,-4,-7,-22,46,-6,4
2016,IL,17,173125,113943,287068,1,d,519185,252351,266834,691212,565738,125474,471381,88043,383338,691212,111349,123362,140374,123007,283430,153362,86502,43566,-12,10,12,-2,-10,-8,14,-4,-7,-22,57,-6,3
2016,IL,18,96770,250506,347283,0,r,539318,262256,277062,713402,647359,66043,491185,155595,335590,713402,106598,137033,144096,127190,283990,114296,94624,75070,-12,10,12,-2,-10,-8,14,-4,-7,-22,53,-6,3
2016,IL,2,235051,59471,294522,1,d,515080,234694,280386,713917,264797,449120,463595,108193,355402,713917,117988,134378,140034,106110,263915,135502,81433,46980,-12,10,12,-2,-10,-8,14,-4,-7,-22,69,-6,4
2016,IL,3,225320,0,225411,1,d,478046,234097,243949,720930,529893,191037,482264,129870,352394,720930,124283,140701,147405,98022,244418,94959,77588,71871,-12,10,12,-2,-10,-8,14,-4,-7,-22,40,-6,3
2016,IL,4,171297,0,171297,1,d,381076,189377,191699,695098,385144,309954,451637,110659,340978,695098,156744,148701,112932,65588,223350,107556,68753,47041,-12,10,12,-2,-10,-8,14,-4,-7,-22,37,-6,3
2016,IL,5,212842,86222,313724,1,d,524251,252961,271290,723373,593685,129688,522238,285599,236639,723373,200738,149200,121837,90566,297889,93248,86531,118110,-12,10,12,-2,-10,-8,14,-4,-7,-22,38,-6,4
2016,IL,6,143591,208555,352146,1,r,519359,252059,267300,722323,599312,123011,494532,258089,236443,722323,109773,140701,162657,105742,262303,67055,67326,127922,-12,10,12,-2,-10,-8,14,-4,-7,-22,39,-6,4
2016,IL,7,250584,46882,297466,1,d,520978,240020,280958,723481,256647,466834,501103,203830,297273,723481,185968,141670,126101,87228,295886,137169,71656,87061,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,5
2016,IL,8,144954,103617,248571,0,d,445289,220010,225279,717789,465992,251797,487770,158928,328842,717789,129490,153605,139402,91052,253677,88690,88154,76833,-12,10,12,-2,-10,-8,14,-4,-7,-22,38,-6,3
2016,IL,9,217306,109550,326948,1,d,500782,238712,262070,724071,514493,209578,511899,272193,239706,724071,122365,145547,145812,120462,286837,110746,77193,98898,-12,10,12,-2,-10,-8,14,-4,-7,-22,45,-6,4
2016,IN,1,207515,0,254583,1,d,530139,257043,273096,711958,495472,216486,481858,108962,372896,711958,117373,138284,144159,110679,270418,120320,88270,61828,-12,10,12,-2,-10,-8,14,-4,-7,-22,57,-6,3
2016,IN,2,102401,164355,277357,1,r,519130,250814,268316,724060,627056,97004,474369,98542,375827,724060,113090,133375,141565,111847,265086,129022,93305,42759,-12,10,12,-2,-10,-8,14,-4,-7,-22,52,-6,3
2016,IN,3,66023,201396,287247,0,r,532343,258029,274314,740262,649021,91241,482856,110492,372364,740262,121329,135766,143242,110701,282012,136446,95483,50083,-12,10,12,-2,-10,-8,14,-4,-7,-22,54,-6,3
2016,IN,4,91256,193412,299434,1,r,552328,273489,278839,749049,663509,85540,483085,125496,357589,749049,134357,136546,142701,110890,286048,131109,94360,60579,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,4
2016,IN,5,123849,221957,361135,1,r,561410,267902,293508,768412,651499,116913,518432,233083,285349,768412,134084,154100,149113,110184,304370,115848,92050,96472,-12,10,12,-2,-10,-8,14,-4,-7,-22,55,-6,3
2016,IN,6,79135,204920,296385,1,r,548268,267638,280630,720656,669635,51021,486573,100795,385778,720656,115886,133919,146667,122288,280264,136679,93642,49943,-12,10,12,-2,-10,-8,14,-4,-7,-22,53,-6,4
2016,IN,7,158739,94456,264670,1,d,508847,237265,271582,751554,437278,314276,484437,113627,370810,751554,154834,143931,135740,83038,285276,164875,81349,39052,-12,10,12,-2,-10,-8,14,-4,-7,-22,64,-6,3
2016,IN,8,93356,187702,294713,1,r,546191,268528,277663,717028,656813,60215,485301,103263,382038,717028,117872,128944,147035,119857,281301,139753,92407,49141,-12,10,12,-2,-10,-8,14,-4,-7,-22,59,-6,3
2016,IN,9,130627,174791,322843,0,r,568649,276314,292335,750074,686135,63939,495665,130586,365079,750074,130458,140482,146180,113855,278495,127144,92873,58478,-12,10,12,-2,-10,-8,14,-4,-7,-22,48,-6,4
2016,KS,1,0,169992,257971,0,r,501460,252362,249098,708078,631156,76922,447354,106869,340485,708078,127288,118269,127298,111819,269153,139349,89813,39991,-12,10,12,-2,-10,-8,14,-4,-7,-22,42,-6,3
2016,KS,2,96840,181228,297401,1,r,542206,267202,275004,716597,618279,98318,471009,137586,333423,716597,117265,125985,139102,118918,277244,134134,89766,53344,-12,10,12,-2,-10,-8,14,-4,-7,-22,52,-6,4
2016,KS,3,139300,176022,343113,1,r,522479,251534,270945,759978,613550,146428,503512,238459,265053,759978,132060,155220,144243,100022,288299,102770,86608,98921,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,4
2016,KS,4,81495,166998,275251,1,r,511766,250788,260978,722636,595981,126655,470061,138512,331549,722636,123814,129129,137850,106912,275711,132219,85919,57573,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,3
2016,KY,1,81710,216959,299001,0,r,549962,269589,280373,717739,639695,78044,485520,76111,409409,717739,111519,129838,145437,126588,278896,165989,78647,34260,-12,10,12,-2,-10,-8,14,-4,-7,-22,66,-6,4
2016,KY,2,0,251825,251825,1,r,568742,276256,292486,754967,672175,82792,500359,104499,395860,754967,117544,146878,149027,113993,284181,142188,90806,51187,-12,10,12,-2,-10,-8,14,-4,-7,-22,60,-6,4
2016,KY,3,212401,122093,334494,1,d,551872,260748,291124,740860,530806,210054,512367,158342,354025,740860,139494,138871,148877,113692,305947,149457,94547,61943,-12,10,12,-2,-10,-8,14,-4,-7,-22,66,-6,4
2016,KY,4,94065,233922,327987,1,r,559925,273520,286405,754502,693615,60887,506069,143174,362895,754502,120750,155065,151599,107756,280953,115929,88903,76121,-12,10,12,-2,-10,-8,14,-4,-7,-22,55,-6,3
2016,KY,5,0,221242,221242,1,r,543365,264600,278765,703315,680953,22362,486901,60537,426364,703315,107167,137511,146595,119230,270305,184815,60009,25481,-12,10,12,-2,-10,-8,14,-4,-7,-22,56,-6,5
2016,KY,6,128728,202099,330827,1,r,568438,271443,296995,765591,649089,116502,504293,159678,344615,765591,139214,146713,146847,106266,297424,146276,91741,59407,-12,10,12,-2,-10,-8,14,-4,-7,-22,59,-6,4
2016,LA,1,63785,243645,326788,1,r,591994,282425,309569,803427,628111,175316,545519,165469,380050,803427,138464,152199,161024,123277,301862,132818,92139,76905,-12,10,12,-2,-10,-8,14,-4,-7,-22,59,-6,3
2016,LA,2,284269,0,284269,1,d,584142,276981,307161,792390,245248,547142,538055,126099,411956,792390,161751,150103,152722,106306,295726,181344,70795,43587,-12,10,12,-2,-10,-8,14,-4,-7,-22,72,-6,4
2016,LA,3,56215,220621,282443,0,r,578354,277375,300979,785686,550599,235087,514979,108186,406793,785686,137593,146418,149866,106988,289330,157754,76143,55433,-12,10,12,-2,-10,-8,14,-4,-7,-22,70,-6,3
2016,LA,4,46579,216540,268761,0,r,558670,272412,286258,753181,453897,299284,497252,98863,398389,753181,133473,136098,141153,116905,279395,167651,69695,42049,-12,10,12,-2,-10,-8,14,-4,-7,-22,72,-6,3
2016,LA,5,0,255662,255662,1,r,564371,278263,286108,748306,465878,282428,496174,83219,412955,748306,127796,140677,141261,117642,265342,163082,65084,37176,-12,10,12,-2,-10,-8,14,-4,-7,-22,74,-6,3
2016,LA,6,79202,241075,331098,1,r,589185,278738,310447,798676,557762,240914,523041,146070,376971,798676,159923,151563,146646,103061,289146,125036,84893,79217,-12,10,12,-2,-10,-8,14,-4,-7,-22,68,-6,3
2016,MA,1,235803,0,349676,1,d,562553,265816,296737,729294,628922,100372,503362,149632,353730,729294,123223,129988,154869,128109,285949,130353,83588,72008,-12,10,12,-2,-10,-8,14,-4,-7,-22,46,-6,4
2016,MA,2,275487,0,363197,1,d,558018,270745,287273,749202,619606,129596,500935,192289,308646,749202,125478,143165,155113,111049,279000,111341,78264,89395,-12,10,12,-2,-10,-8,14,-4,-7,-22,46,-6,5
2016,MA,3,236713,107519,360124,1,d,531874,256781,275093,761611,603805,157806,515641,192950,322691,761611,128681,152135,163424,103694,270620,93746,71871,105003,-12,10,12,-2,-10,-8,14,-4,-7,-22,40,-6,5
2016,MA,4,265823,113055,395304,1,d,551896,266442,285454,753156,646441,106715,512380,261437,250943,753156,108982,148862,161380,118510,271263,71762,65344,134157,-12,10,12,-2,-10,-8,14,-4,-7,-22,44,-6,5
2016,MA,5,285606,0,385455,1,d,523553,248972,274581,759165,583376,175789,536665,307838,228827,759165,140785,154235,152679,117605,292625,81007,75811,135807,-12,10,12,-2,-10,-8,14,-4,-7,-22,43,-6,6
2016,MA,6,308923,0,415749,0,d,567547,270396,297151,766310,648461,117849,539492,237246,302246,766310,116709,147637,169809,132242,289280,85160,83494,120626,-12,10,12,-2,-10,-8,14,-4,-7,-22,45,-6,4
2016,MA,7,253354,0,309645,1,d,512263,239980,272283,779173,383951,395222,524484,225056,299428,779173,228107,143566,118259,81857,292430,125026,73792,93612,-12,10,12,-2,-10,-8,14,-4,-7,-22,55,-6,5
2016,MA,8,271019,102744,396009,1,d,568219,266574,301645,773806,584673,189133,558462,261548,296914,773806,156755,151577,154847,124727,302523,96617,80671,125235,-12,10,12,-2,-10,-8,14,-4,-7,-22,51,-6,4
2016,MA,9,211790,127803,403642,1,d,572118,269918,302200,740062,650940,89122,536094,192350,343744,740062,105862,135574,165012,156632,295708,109732,89341,96635,-12,10,12,-2,-10,-8,14,-4,-7,-22,48,-6,4
2016,MD,1,103622,242574,362097,1,r,560337,268999,291338,735590,600511,135079,510595,156013,354582,735590,107911,136852,160944,131366,272561,101207,81428,89926,-12,10,12,-2,-10,-8,14,-4,-7,-22,63,-6,4
2016,MD,2,192183,102577,309480,1,d,543046,255277,287769,764948,421691,343257,515885,172185,343700,764948,151707,147696,142526,104522,281015,100266,93601,87148,-12,10,12,-2,-10,-8,14,-4,-7,-22,65,-6,4
2016,MD,3,214640,115048,339675,1,d,557794,264540,293254,764166,480300,283866,531408,250593,280815,764166,152823,149313,155033,110278,292373,83850,86046,122477,-12,10,12,-2,-10,-8,14,-4,-7,-22,58,-6,5
2016,MD,4,237501,68670,320650,0,d,491160,225526,265634,755108,230153,524955,512319,174200,338119,755108,145483,156547,147145,95709,264065,74712,89748,99605,-12,10,12,-2,-10,-8,14,-4,-7,-22,66,-6,4
2016,MD,5,242989,105931,360634,1,d,551724,265528,286196,758857,371890,386967,510105,171919,338186,758857,126551,152872,159255,100615,261844,61885,76512,123447,-12,10,12,-2,-10,-8,14,-4,-7,-22,67,-6,5
2016,MD,6,185770,133081,331973,1,d,518306,252281,266025,757889,526311,231578,514750,213510,301240,757889,129790,154104,155106,107677,270725,88060,79476,103189,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,6
2016,MD,7,238838,69556,318912,1,d,532076,246501,285575,722745,259420,463325,498113,188388,309725,722745,140431,136578,146019,106210,270269,112433,74295,83541,-12,10,12,-2,-10,-8,14,-4,-7,-22,69,-6,5
2016,MD,8,220657,124651,364324,0,d,505650,242362,263288,757144,506979,250165,529333,294321,235012,757144,119590,158879,154901,120071,281805,67163,75139,139503,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,6
2016,ME,1,227546,164569,406942,1,d,536322,257248,279074,676165,636468,39697,493039,182132,310907,676165,104608,129157,153894,128318,276441,113637,90772,72032,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,4
2016,ME,2,159081,192878,364886,1,r,520569,254648,265921,655314,620652,34662,473530,109006,364524,655314,93460,118302,151111,128334,255219,135036,79434,40749,-12,10,12,-2,-10,-8,14,-4,-7,-22,51,-6,3
2016,MI,1,144334,197777,360271,0,r,561716,284050,277666,699621,645443,54178,507908,124895,383013,699621,97325,118758,160369,155837,283981,150001,89271,44709,-12,10,12,-2,-10,-8,14,-4,-7,-22,52,-6,4
2016,MI,10,110112,215132,340983,0,r,550305,269950,280355,714802,665867,48935,505568,116293,389275,714802,102826,138507,164111,125135,282229,116836,91829,73564,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,3
2016,MI,11,152461,200872,379488,0,r,531245,255885,275360,732690,601872,130818,512619,239134,273485,732690,114111,147347,163191,114700,285826,90176,82136,113514,-12,10,12,-2,-10,-8,14,-4,-7,-22,46,-6,4
2016,MI,12,211378,96104,328542,1,d,520539,249106,271433,708880,557103,151777,457354,155323,302031,708880,140627,125547,133271,98204,275304,123823,85172,66309,-12,10,12,-2,-10,-8,14,-4,-7,-22,55,-6,5
2016,MI,13,198771,40541,257797,0,d,475285,219016,256269,658383,248084,410299,433319,63838,369481,658383,122426,119365,133418,87282,259120,169569,63891,25660,-12,10,12,-2,-10,-8,14,-4,-7,-22,71,-6,4
2016,MI,14,244135,58103,310974,0,d,509210,237871,271339,701353,234356,466997,472803,145774,327029,701353,128837,133606,134850,108186,276252,153302,70472,52478,-12,10,12,-2,-10,-8,14,-4,-7,-22,70,-6,5
2016,MI,2,110391,212508,339328,1,r,537108,260119,276989,734965,622641,112324,478389,113989,364400,734965,131189,131492,141625,110046,272671,126209,93933,52529,-12,10,12,-2,-10,-8,14,-4,-7,-22,51,-6,3
2016,MI,3,128400,203545,342365,1,r,535983,264623,271360,733618,617675,115943,491063,154256,336807,733618,128575,137352,146487,104221,274579,120477,89803,64299,-12,10,12,-2,-10,-8,14,-4,-7,-22,56,-6,3
2016,MI,4,101277,194572,315751,0,r,550072,273249,276823,700487,657934,42553,477437,104341,373096,700487,107959,122199,148659,127229,269712,138587,84533,46592,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,4
2016,MI,5,195279,112102,319291,1,d,523601,248874,274727,681278,526471,154807,469947,89094,380853,681278,112140,123520,144209,120647,282014,162261,79825,39928,-12,10,12,-2,-10,-8,14,-4,-7,-22,67,-6,3
2016,MI,6,119980,193259,329565,1,r,537104,261305,275799,716163,604729,111434,476831,133293,343538,716163,123202,128216,144823,117343,278608,134149,89519,54940,-12,10,12,-2,-10,-8,14,-4,-7,-22,58,-6,4
2016,MI,7,134010,184321,334807,1,r,537643,267794,269849,700983,637876,63107,485550,119675,365875,700983,103820,132775,154456,119200,269633,118892,89420,61321,-12,10,12,-2,-10,-8,14,-4,-7,-22,54,-6,3
2016,MI,8,143791,205629,366968,1,r,544708,265639,279069,734008,624088,109920,478583,194355,284228,734008,120718,138724,149412,104196,277822,103947,84071,89804,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,4
2016,MI,9,199661,128937,344775,1,d,539434,259160,280274,711069,549342,161727,513031,155570,357461,711069,141005,135426,151311,116839,296402,130657,93744,72001,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,3
2016,MN,1,169071,166524,335873,1,d,495446,242787,252659,672415,606853,65562,446966,124932,322034,672415,115864,118612,131837,112125,265527,110321,90587,64619,-12,10,12,-2,-10,-8,14,-4,-7,-22,45,-6,3
2016,MN,2,167315,173970,370515,0,r,502833,246312,256521,700264,591403,108861,465096,178844,286252,700264,111933,144845,143981,91703,259773,75087,85800,98886,-12,10,12,-2,-10,-8,14,-4,-7,-22,48,-6,3
2016,MN,3,169238,223075,393457,1,r,498434,238449,259985,709906,567960,141946,491823,241035,250788,709906,111485,141925,153795,104449,275827,77547,80045,118235,-12,10,12,-2,-10,-8,14,-4,-7,-22,51,-6,3
2016,MN,4,203299,121033,351945,1,d,497262,237730,259532,702162,493306,208856,466882,197152,269730,702162,136926,128696,134329,96850,267990,100226,82687,85077,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,4
2016,MN,5,249957,80660,361875,1,d,514562,253939,260623,708082,477182,230900,485830,216108,269722,708082,183226,135040,122047,84060,297273,127898,88490,80885,-12,10,12,-2,-10,-8,14,-4,-7,-22,57,-6,3
2016,MN,6,123010,235385,358930,1,r,510473,256109,254364,696720,632472,64248,455351,134121,321230,696720,110982,145408,139384,85240,251892,78809,85844,87239,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,2
2016,MN,7,173572,156944,330823,1,d,500208,249701,250507,668049,611864,56185,449539,98150,351389,668049,99730,113547,134815,126348,264577,124153,91314,49110,-12,10,12,-2,-10,-8,14,-4,-7,-22,43,-6,2
2016,MN,8,179097,177088,356971,1,d,517748,261300,256448,662354,615526,46828,463796,106642,357154,662354,95381,116092,145780,129560,265866,123883,86712,55271,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,3
2016,MO,1,236993,62714,314024,1,d,552590,254146,298444,735410,318745,416665,499288,158707,340581,735410,159631,136532,141530,94801,308116,167030,88770,52316,-12,10,12,-2,-10,-8,14,-4,-7,-22,72,-6,5
2016,MO,2,155689,241954,413296,1,r,573945,272244,301701,763176,681910,81266,541082,266158,274924,763176,110382,145658,168741,140647,305616,94310,92672,118634,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,4
2016,MO,3,102891,249865,368333,1,r,590654,291613,299041,783679,725198,58481,527880,139369,388511,783679,123042,150655,160277,118936,286456,114112,100510,71834,-12,10,12,-2,-10,-8,14,-4,-7,-22,58,-6,3
2016,MO,4,92510,225348,332234,1,r,577806,287144,290662,761860,677392,84468,495113,118495,376618,761860,131892,132394,141805,123591,283792,146959,91465,45368,-12,10,12,-2,-10,-8,14,-4,-7,-22,56,-6,4
2016,MO,5,190766,123771,324270,1,d,563074,266969,296105,763288,522123,241165,519729,146615,373114,763288,145462,142347,148025,112870,313859,159981,99978,53900,-12,10,12,-2,-10,-8,14,-4,-7,-22,63,-6,3
2016,MO,6,99692,238388,350444,1,r,576624,284640,291984,767878,694426,73452,516860,148065,368795,767878,118402,149452,152715,121945,284610,122950,94867,66793,-12,10,12,-2,-10,-8,14,-4,-7,-22,54,-6,3
2016,MO,7,92756,228692,338607,1,r,582637,281589,301048,776586,712301,64285,513406,118900,394506,776586,133106,139203,146051,130894,305390,168367,94349,42674,-12,10,12,-2,-10,-8,14,-4,-7,-22,46,-6,3
2016,MO,8,70009,229792,308871,0,r,567657,281429,286228,741123,679412,61711,507656,76341,431315,741123,109663,137068,152001,133295,284351,166370,82398,35583,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,4
2016,MS,1,83947,206455,300423,0,r,574835,271549,303286,764223,524228,239995,501733,104029,397704,764223,119865,146957,144485,118073,280350,154975,82643,42732,-12,10,12,-2,-10,-8,14,-4,-7,-22,73,-6,3
2016,MS,2,192343,83542,286626,1,d,523733,245629,278104,705911,217330,488581,456953,88068,368885,705911,119657,128703,132484,103517,257899,166663,60852,30384,-12,10,12,-2,-10,-8,14,-4,-7,-22,76,-6,4
2016,MS,3,96101,209490,316445,1,r,561337,266025,295312,751004,457221,293783,492266,127452,364814,751004,122818,141459,143368,113381,271623,146118,72032,53473,-12,10,12,-2,-10,-8,14,-4,-7,-22,73,-6,4
2016,MS,4,77505,181323,278779,1,r,573219,275606,297613,767588,549955,217633,506070,106714,399356,767588,131528,145198,146120,114663,281373,151235,87200,42938,-12,10,12,-2,-10,-8,14,-4,-7,-22,69,-6,4
2016,MT,1,205919,285358,507831,0,r,804235,401606,402629,1042520,927374,115146,712616,220606,492010,1042520,172278,184184,217714,183881,416125,207949,128384,79792,-12,10,12,-2,-10,-8,14,-4,-7,-22,41,-6,3
2016,NC,1,240661,101567,350699,1,d,556875,256458,300417,750278,351832,398446,506769,140607,366162,750278,135950,139665,145824,118555,294949,171258,79419,44272,-12,10,12,-2,-10,-8,14,-4,-7,-22,69,-6,4
2016,NC,10,128919,220825,349744,1,r,580605,278228,302377,759453,614796,144657,534684,131649,403035,759453,118137,149865,160049,134831,297132,158304,91774,47054,-12,10,12,-2,-10,-8,14,-4,-7,-22,60,-6,3
2016,NC,11,129103,230405,359508,1,r,585515,276487,309028,749597,678534,71063,544373,130538,413835,749597,104373,136109,160810,165614,305113,170848,92726,41539,-12,10,12,-2,-10,-8,14,-4,-7,-22,50,-6,4
2016,NC,12,234115,115185,349300,0,d,564418,264695,299723,849357,404846,444511,559723,222647,337076,849357,194648,183395,139969,81647,320462,135949,103152,81361,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,3
2016,NC,13,156049,199443,355492,0,r,562668,262257,300411,768213,537499,230714,519850,140125,379725,768213,124590,147992,153214,123250,296838,155255,86541,55042,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,3
2016,NC,2,169082,221485,390567,0,r,573776,275255,298521,819899,584858,235041,541334,196107,345227,819899,125211,177857,158714,105016,288715,111173,90512,87030,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,3
2016,NC,3,106170,217531,323701,1,r,570032,285166,284866,754350,548218,206132,494006,112622,381384,754350,143528,129099,142352,122511,285216,148153,89400,47663,-12,10,12,-2,-10,-8,14,-4,-7,-22,64,-6,4
2016,NC,4,279380,130161,409541,1,d,595782,281601,314181,847032,524537,322495,560830,305383,255447,847032,180594,180009,152379,89410,321545,111804,105719,104022,-12,10,12,-2,-10,-8,14,-4,-7,-22,57,-6,4
2016,NC,5,147887,207625,355512,1,r,563839,269193,294646,751232,593578,157654,512473,134941,377532,751232,115388,142137,154353,129890,299083,163615,89302,46166,-12,10,12,-2,-10,-8,14,-4,-7,-22,59,-6,3
2016,NC,6,143167,207983,351150,1,r,558550,264308,294242,763491,545204,218287,528196,130077,398119,763491,106658,152053,161057,129637,297993,155126,89327,53540,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,3
2016,NC,7,135905,211801,347706,1,r,592197,283162,309035,780442,585311,195131,545645,135767,409878,780442,119959,147384,161672,146812,308011,165139,92258,50614,-12,10,12,-2,-10,-8,14,-4,-7,-22,63,-6,3
2016,NC,8,133182,189863,323045,1,r,562414,271402,291012,774967,509184,265783,512925,135953,376972,774967,141379,147411,141376,114273,288388,142257,93002,53129,-12,10,12,-2,-10,-8,14,-4,-7,-22,63,-6,3
2016,NC,9,139041,193452,332493,1,r,551456,260865,290591,778477,510668,267809,516377,174689,341688,778477,110546,164186,158365,107145,278978,126386,78617,73975,-12,10,12,-2,-10,-8,14,-4,-7,-22,62,-6,3
2016,ND,1,80377,233980,338459,1,r,570697,292569,278128,757953,660919,97034,495015,146323,348692,757953,157157,129913,139193,109851,315134,128956,103997,82181,-12,10,12,-2,-10,-8,14,-4,-7,-22,49,-6,2
2016,NE,1,83467,189771,273238,1,r,460328,227698,232630,639048,569839,69209,408833,132732,276101,639048,120591,112113,116013,94903,250655,110374,81480,58801,-12,10,12,-2,-10,-8,14,-4,-7,-22,45,-6,3
