year,state,district,dem,rep,tot,incumbent,prevparty,voteage_pop,voteage_m,voteage_f,race_pop,race_white,race_nonwhite,ed_pop,ed_4y,ed_no4y,age_pop,age_18_34,age_35_49,age_50_64,age_65_plus,inc_pop,inc_lt_50,inc_50_100,inc_100_plus,"Gender,Male","Gender,Female","Age,18-34","Age,35-49","Age,50-64","Age,65 and Older","Income,Less Than $50K","Income,$50-100K","Income,$100K or More","Race,White","Race,Non-White","Education,HS or less","Education,4yrDegree"
2012,TX,8,51051,194043,251052,1,r,372733,190234,182499,743782,620887,122895,485439,134516,350923,743782,123896,157920,140550,88389,247489,102975,76838,67676,-8,11,18,0,-4,-11,20,-6,-14,-20,51,3,0
2012,TX,9,144075,36139,183566,1,d,342734,170161,172573,738924,286906,452018,450384,107210,343174,738924,155775,152787,120422,61680,242462,145347,66855,30260,-8,11,18,0,-4,-11,20,-6,-14,-20,58,3,0
2012,UT,1,60611,175487,245528,1,r,304601,152836,151765,711806,634744,77062,405987,112993,292994,711806,139834,129809,106132,64699,227512,96998,82686,47828,-8,11,18,0,-4,-11,20,-6,-14,-20,43,3,0
2012,UT,2,83176,154523,248545,0,d,339280,170764,168516,703528,606691,96837,427377,130710,296667,703528,146612,122487,105870,84998,236486,115238,78132,43116,-8,11,18,0,-4,-11,20,-6,-14,-20,44,3,1
2012,UT,3,60719,198828,259547,1,r,280995,140071,140924,711258,648930,62328,387320,145269,242051,711258,153077,118608,100836,64205,208883,83201,73071,52611,-8,11,18,0,-4,-11,20,-6,-14,-20,42,3,0
2012,UT,4,119803,119035,245277,0,,341677,173128,168549,728695,624543,104152,420651,115549,305102,728695,152347,139544,101049,57980,222810,91449,85814,45547,-8,11,18,0,-4,-11,20,-6,-14,-20,44,3,0
2012,VA,1,147036,200845,356806,1,r,246889,122128,124761,747797,551535,196262,494619,172718,321901,747797,126431,156306,144361,97881,261115,86541,80294,94280,-8,11,18,0,-4,-11,20,-6,-14,-20,65,3,1
2012,VA,10,142024,214038,366444,1,r,263397,130407,132990,758321,554932,203389,494387,263188,231199,758321,110238,179294,151113,74485,251931,51009,64833,136089,-8,11,18,0,-4,-11,20,-6,-14,-20,53,3,2
2012,VA,11,202606,117902,332243,1,d,275610,136134,139476,770944,460649,310295,515910,270355,245555,770944,149050,173413,144848,75417,262616,50380,82975,129261,-8,11,18,0,-4,-11,20,-6,-14,-20,54,3,2
2012,VA,2,142548,166231,309222,1,r,275155,136736,138419,721969,481541,240428,475741,143288,332453,721969,158868,138769,134889,87245,273166,118979,90369,63818,-8,11,18,0,-4,-11,20,-6,-14,-20,68,3,1
2012,VA,3,259199,58931,318936,1,d,308012,148712,159300,751694,269464,482230,476432,107295,369137,751694,171913,136189,133610,84852,284200,171093,78695,34412,-8,11,18,0,-4,-11,20,-6,-14,-20,78,3,1
2012,VA,4,150190,199292,350046,1,r,292405,144239,148166,741349,456092,285257,494434,121283,373151,741349,115188,161519,153280,90332,260923,105009,92635,63279,-8,11,18,0,-4,-11,20,-6,-14,-20,74,3,0
2012,VA,5,149214,193009,348111,1,r,350227,169195,181032,726296,542575,183721,499787,122668,377119,726296,109883,137890,153654,127133,284304,151737,82274,50293,-8,11,18,0,-4,-11,20,-6,-14,-20,75,3,2
2012,VA,6,111949,211278,323893,1,r,393693,190898,202795,737755,621653,116102,494387,131145,363242,737755,120576,138092,147837,119466,289972,154048,90517,45407,-8,11,18,0,-4,-11,20,-6,-14,-20,68,3,1
2012,VA,7,158012,222983,381909,1,r,327052,157837,169215,738355,570670,167685,503006,198387,304619,738355,109788,160306,150033,104366,274633,92935,94350,87348,-8,11,18,0,-4,-11,20,-6,-14,-20,66,3,1
2012,VA,8,226847,107370,351187,1,d,343358,168508,174850,767596,490792,276804,555906,333695,222211,767596,197694,178276,137109,73924,303335,72733,88107,142495,-8,11,18,0,-4,-11,20,-6,-14,-20,54,3,3
2012,VA,9,116400,184882,301658,1,r,391983,194880,197103,723791,661164,62627,500157,87482,412675,723791,107344,141807,151421,127032,292772,181929,80978,29865,-8,11,18,0,-4,-11,20,-6,-14,-20,67,3,1
2012,VT,1,208600,67543,289931,1,d,198840,98206,100634,626011,595252,30759,434948,155505,279443,626011,93470,122276,143883,98489,258520,121221,87303,49996,-8,11,18,0,-4,-11,20,-6,-14,-20,56,3,1
2012,WA,1,177025,151187,328212,0,d,273395,137309,136086,691738,563619,128119,466737,179590,287147,691738,112613,155328,142920,78252,252605,77627,82537,92441,-8,11,18,0,-4,-11,20,-6,-14,-20,47,3,0
2012,WA,10,163036,115381,278417,0,,252381,124120,128261,688615,522860,165755,452227,111627,340600,688615,135820,132211,129674,88257,262324,115309,94245,52770,-8,11,18,0,-4,-11,20,-6,-14,-20,54,3,0
2012,WA,2,184826,117465,302291,1,d,270971,134894,136077,689226,556946,132280,467877,136136,331741,689226,134612,134653,139155,95911,269022,117210,91972,59840,-8,11,18,0,-4,-11,20,-6,-14,-20,49,3,0
2012,WA,3,116438,177446,293884,0,r,264974,131641,133333,686267,598005,88262,462237,107614,354623,686267,107389,136789,141360,101049,259109,125338,85121,48650,-8,11,18,0,-4,-11,20,-6,-14,-20,47,3,0
2012,WA,4,78940,154749,233689,1,r,348996,176222,172774,695040,529559,165481,423943,79426,344517,695040,117506,127573,120599,84042,231753,118463,73007,40283,-8,11,18,0,-4,-11,20,-6,-14,-20,40,3,1
2012,WA,5,117512,191066,308578,0,r,289725,144691,145034,678303,601888,76415,444671,120347,324324,678303,117658,125113,136016,98356,266942,146607,80086,40249,-8,11,18,0,-4,-11,20,-6,-14,-20,50,3,0
2012,WA,6,186661,129725,316386,0,d,224178,112864,111314,687387,560609,126778,482033,129085,352948,687387,117358,130390,149462,115076,266680,126238,86844,53598,-8,11,18,0,-4,-11,20,-6,-14,-20,54,3,1
2012,WA,7,298368,76212,374580,1,d,292674,144047,148627,696589,532925,163664,517880,287013,230867,696589,175968,149431,137009,91034,316847,121075,93937,101835,-8,11,18,0,-4,-11,20,-6,-14,-20,53,3,1
2012,WA,8,121886,180204,302090,1,r,266877,133332,133545,690250,557335,132915,454729,140995,313734,690250,108613,154469,142793,71591,246207,85699,79091,81417,-8,11,18,0,-4,-11,20,-6,-14,-20,48,3,0
2012,WA,9,192034,76105,268139,1,d,266791,133795,132996,693597,379166,314431,473525,179682,293843,693597,140951,152878,129807,84050,265328,110218,79749,75361,-8,11,18,0,-4,-11,20,-6,-14,-20,55,3,1
2012,WI,1,158414,200423,365058,1,r,281592,140091,141501,713436,632783,80653,481650,125659,355991,713436,108087,146428,150757,98735,274550,120583,95854,58113,-8,11,18,0,-4,-11,20,-6,-14,-20,54,3,0
2012,WI,2,265422,124683,390898,0,d,353018,175751,177267,729417,637092,92325,485193,182877,302316,729417,143290,145221,143604,90096,297146,133012,97830,66304,-8,11,18,0,-4,-11,20,-6,-14,-20,57,3,1
2012,WI,3,217712,121713,339764,1,d,293687,147532,146155,712440,671642,40798,467985,108425,359560,712440,122314,129106,144265,108918,282612,150716,90589,41307,-8,11,18,0,-4,-11,20,-6,-14,-20,54,3,0
2012,WI,4,235257,80787,325788,1,d,352142,168651,183491,715059,375427,339632,440118,113934,326184,715059,152702,133839,118514,72522,281126,171156,76846,33124,-8,11,18,0,-4,-11,20,-6,-14,-20,67,3,1
2012,WI,5,118478,250335,369664,0,r,262676,128760,133916,716218,663357,52861,496053,172093,323960,716218,110183,144649,154858,109313,288965,116894,97595,74476,-8,11,18,0,-4,-11,20,-6,-14,-20,50,3,0
2012,WI,6,135921,223460,359745,1,r,293777,147197,146580,709482,661696,47786,493474,124549,368925,709482,109536,141324,151918,114173,285816,135315,99883,50618,-8,11,18,0,-4,-11,20,-6,-14,-20,52,3,0
2012,WI,7,157524,201720,359669,0,r,280880,141512,139368,711054,668736,42318,500389,103766,396623,711054,99307,138231,157862,125401,294277,155026,97433,41818,-8,11,18,0,-4,-11,20,-6,-14,-20,51,3,0
2012,WI,8,156287,198874,355464,1,r,321008,160442,160566,719292,656833,62459,489308,114850,374458,719292,110688,144824,150257,104872,283870,134383,98108,51379,-8,11,18,0,-4,-11,20,-6,-14,-20,50,3,-1
2012,WV,1,80342,133809,214151,1,r,306052,150767,155285,614520,583257,31263,422691,83509,339182,614520,102597,115930,129827,102962,243018,146599,69626,26793,-8,11,18,0,-4,-11,20,-6,-14,-20,66,3,1
2012,WV,2,68560,158206,226766,1,r,237972,117202,120770,627517,579627,47890,441305,92246,349059,627517,92169,127700,139139,103014,251763,135682,76810,39271,-8,11,18,0,-4,-11,20,-6,-14,-20,67,3,1
2012,WV,3,108199,92238,200437,1,d,187950,91896,96054,613376,575264,38112,432205,65929,366276,613376,98470,119114,135336,105128,246763,156951,65911,23901,-8,11,18,0,-4,-11,20,-6,-14,-20,73,3,1
2012,WY,1,57573,166452,250700,1,r,274876,139598,135278,576412,523798,52614,380942,94278,286664,576412,103983,107860,117953,75050,223513,101188,75892,46433,-8,11,18,0,-4,-11,20,-6,-14,-20,46,3,0
2014,AK,1,114602,142572,279741,1,r,241984,126647,115337,736732,483584,253148,465149,130264,334885,736732,155304,141263,140212,69899,249659,84449,80517,84693,-16,4,9,-5,-6,-16,11,-11,-16,-22,29,-8,-4
2014,AL,1,48278,103758,152234,0,r,287732,139220,148512,696783,468456,228327,471948,108866,363082,696783,113176,132458,140570,113016,255303,142084,71662,41557,-16,4,9,-5,-6,-16,11,-11,-16,-22,69,-8,-4
2014,AL,2,54692,113103,167952,1,r,335443,163641,171802,678622,443780,234842,452170,97705,354465,678622,120219,129837,130262,105469,258138,148447,71305,38386,-16,4,9,-5,-6,-16,11,-11,-16,-22,70,-8,-3
2014,AL,3,52816,103558,156620,1,r,380744,186384,194360,706574,492627,213947,467933,95582,372351,706574,119322,139967,135309,105875,270971,158922,73725,38324,-16,4,9,-5,-6,-16,11,-11,-16,-22,69,-8,-3
2014,AL,4,0,132831,134752,1,r,396815,194937,201878,683372,596472,86900,466499,76111,390388,683372,101778,133790,138266,117390,259439,156506,71786,31147,-16,4,9,-5,-6,-16,11,-11,-16,-22,52,-8,-3
2014,AL,5,0,115338,154974,1,r,319630,155354,164276,706373,542208,164165,481062,141723,339339,706373,122211,139430,144083,106010,274891,139169,76477,59245,-16,4,9,-5,-6,-16,11,-11,-16,-22,62,-8,-3
2014,AL,6,42291,135945,178449,0,r,360995,175745,185250,696788,552743,144045,479767,165982,313785,696788,115055,141894,138650,106530,265000,115293,83161,66546,-16,4,9,-5,-6,-16,11,-11,-16,-22,59,-8,-3
2014,AL,7,133687,0,135899,1,d,369687,171376,198311,680865,223987,456878,437387,78438,358949,680865,130169,121458,128328,92222,257475,176613,57627,23235,-16,4,9,-5,-6,-16,11,-11,-16,-22,75,-8,-4
2014,AR,1,63555,124139,196256,1,r,379294,186690,192604,723492,570516,152976,489049,76664,412385,723492,113024,138337,138741,125713,282699,179878,73359,29462,-16,4,9,-5,-6,-16,11,-11,-16,-22,70,-8,-4
2014,AR,2,103477,123073,237330,0,r,407212,197260,209952,756326,552349,203977,501483,141846,359637,756326,142223,145570,141740,107177,285873,150843,85507,49523,-16,4,9,-5,-6,-16,11,-11,-16,-22,64,-8,-4
2014,AR,3,0,151630,190935,1,r,400018,197738,202280,767904,661353,106551,493179,122669,370510,767904,139883,148016,136232,104556,283989,154751,79775,49463,-16,4,9,-5,-6,-16,11,-11,-16,-22,32,-8,-4
2014,AR,4,87742,110789,206131,0,r,390094,192540,197554,718647,538254,180393,484703,79779,404924,718647,106522,133100,143356,127566,278727,173869,74785,30073,-16,4,9,-5,-6,-16,11,-11,-16,-22,66,-8,-4
2014,AZ,1,97391,87723,185114,1,d,333449,167767,165682,739373,486153,253220,476163,110423,365740,739373,116835,131087,136058,120886,249074,129311,76925,42838,-16,4,9,-5,-6,-16,11,-11,-16,-22,29,-8,-3
2014,AZ,2,109543,109704,219351,1,d,283757,141001,142756,713036,580233,132803,492761,164822,327939,713036,126986,124531,140184,139664,292370,151531,86568,54271,-16,4,9,-5,-6,-16,11,-11,-16,-22,29,-8,-2
2014,AZ,3,58192,46185,104428,1,d,321820,161537,160283,757119,562263,194856,443974,71568,372406,757119,146516,139601,117344,81001,234874,139833,69044,25997,-16,4,9,-5,-6,-16,11,-11,-16,-22,29,-8,-4
2014,AZ,4,45179,122560,175179,1,r,353012,178459,174553,734258,650401,83857,535038,101406,433632,734258,98252,118447,148905,191506,282598,159588,84861,38149,-16,4,9,-5,-6,-16,11,-11,-16,-22,29,-8,-3
2014,AZ,5,54596,124867,179463,1,r,286784,140534,146250,781441,670857,110584,504377,169711,334666,781441,118294,155905,133545,121024,269256,100893,87401,80962,-16,4,9,-5,-6,-16,11,-11,-16,-22,28,-8,-4
2014,AZ,6,70198,129578,199776,1,r,354476,171772,182704,737185,633444,103741,530224,224843,305381,737185,127943,151577,153028,123006,299053,120693,89880,88480,-16,4,9,-5,-6,-16,11,-11,-16,-22,26,-8,-3
2014,AZ,7,54235,0,72454,0,d,390372,194948,195424,763089,480612,282477,430363,59778,370585,763089,162200,146686,109337,53047,224388,147620,55708,21060,-16,4,9,-5,-6,-16,11,-11,-16,-22,32,-8,-4
2014,AZ,8,0,128710,169776,1,r,251160,118412,132748,760904,640193,120711,534549,146678,387871,760904,111397,144905,145875,154715,284913,120326,94776,69811,-16,4,9,-5,-6,-16,11,-11,-16,-22,33,-8,-3
2014,AZ,9,88609,67841,162062,1,d,386274,199823,186451,745079,569179,175900,488777,173063,315714,745079,180386,144966,127962,85908,292217,142705,88294,61218,-16,4,9,-5,-6,-16,11,-11,-16,-22,31,-8,-3
2014,CA,1,84320,132052,216372,0,r,285100,143058,142042,710428,609675,100753,495413,118280,377133,710428,119577,118508,152298,139511,273795,145836,77864,50095,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-3
2014,CA,10,55123,70582,125705,0,r,302395,149709,152686,732084,537662,194422,455639,80481,375158,732084,132823,144252,126676,83750,228743,102757,75229,50757,-16,4,9,-5,-6,-16,11,-11,-16,-22,25,-8,-4
2014,CA,11,117502,57160,174662,0,d,296008,143774,152234,739693,458725,280968,512839,213003,299836,739693,124572,152729,152938,111746,268357,89433,75859,103065,-16,4,9,-5,-6,-16,11,-11,-16,-22,26,-8,-3
2014,CA,12,160067,32197,192264,1,d,241208,123315,117893,736123,367300,368823,588294,327144,261150,736123,203351,171946,137413,106978,318240,105950,72038,140252,-16,4,9,-5,-6,-16,11,-11,-16,-22,15,-8,-3
2014,CA,13,168491,21940,190431,1,d,298040,143444,154596,743310,331662,411648,512368,234022,278346,743310,168916,156343,136513,92962,282191,113608,73623,94960,-16,4,9,-5,-6,-16,11,-11,-16,-22,33,-8,-2
2014,CA,14,114389,34757,149146,1,d,251935,123998,127937,753002,347939,405063,537041,243546,293495,753002,141330,164719,151194,108974,249842,64271,64867,120704,-16,4,9,-5,-6,-16,11,-11,-16,-22,14,-8,-3
2014,CA,15,99756,43150,142906,1,d,266381,132531,133850,753911,360146,393765,518302,209629,308673,753911,130503,169580,147134,94419,245929,67501,65298,113130,-16,4,9,-5,-6,-16,11,-11,-16,-22,17,-8,-3
2014,CA,16,46277,44943,91220,1,d,327027,162972,164055,718849,409083,309766,416021,49839,366182,718849,138589,131262,107858,73473,207675,129631,51886,26158,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-4
2014,CA,17,134408,0,134408,1,d,284734,142164,142570,756995,250694,506301,527626,286566,241060,756995,159463,175568,131884,86689,248336,54074,62084,132178,-16,4,9,-5,-6,-16,11,-11,-16,-22,8,-8,-1
2014,CA,18,133060,63326,196386,1,d,273399,137205,136194,734378,478871,255507,514763,307451,207312,734378,118046,161979,150701,105697,269816,64051,62647,143118,-16,4,9,-5,-6,-16,11,-11,-16,-22,14,-8,-1
2014,CA,19,127788,0,127788,1,d,246829,124497,122332,746211,352028,394183,495206,162690,332516,746211,143802,160791,140007,86993,221998,69623,57664,94711,-16,4,9,-5,-6,-16,11,-11,-16,-22,17,-8,-4
2014,CA,2,163124,54400,217524,1,d,328656,163214,165442,720049,574227,145822,516041,204775,311266,720049,108498,139576,164768,129623,280016,112481,75778,91757,-16,4,9,-5,-6,-16,11,-11,-16,-22,25,-8,-3
2014,CA,20,106034,0,141044,1,d,389887,196901,192986,732074,569208,162866,459444,123950,335494,732074,138157,137601,132895,86320,222810,93841,67820,61149,-16,4,9,-5,-6,-16,11,-11,-16,-22,25,-8,-3
2014,CA,21,33470,45907,79377,1,r,367920,193013,174907,712295,507568,204727,406453,28886,377567,712295,151466,132222,104204,56320,181929,117024,45011,19894,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-5
2014,CA,22,37289,96053,133342,1,r,296477,147324,149153,739418,538102,201316,445903,103566,342337,739418,138771,133771,123356,85553,235530,113310,70978,51242,-16,4,9,-5,-6,-16,11,-11,-16,-22,26,-8,-4
2014,CA,23,33726,100317,134043,1,r,304916,153209,151707,747914,566921,180993,463132,89513,373619,747914,141301,139654,127414,86903,240106,110450,71465,58191,-16,4,9,-5,-6,-16,11,-11,-16,-22,31,-8,-4
2014,CA,24,103228,95566,198794,1,d,383015,192111,190904,726519,589206,137313,460726,151266,309460,726519,132376,123576,133678,111451,248895,100742,76145,72008,-16,4,9,-5,-6,-16,11,-11,-16,-22,25,-8,-3
2014,CA,25,0,114072,114072,0,r,222792,108500,114292,718796,454790,264006,455714,119557,336157,718796,116020,150735,139364,75750,220969,79018,70869,71082,-16,4,9,-5,-6,-16,11,-11,-16,-22,29,-8,-4
2014,CA,26,87176,82653,169829,1,d,299616,148354,151262,725795,583740,142055,473793,151940,321853,725795,127857,140117,139070,98519,228883,75908,72714,80261,-16,4,9,-5,-6,-16,11,-11,-16,-22,24,-8,-3
2014,CA,27,75728,51852,127580,1,d,218192,106334,111858,714911,283221,431690,513327,209194,304133,714911,128803,150858,148761,116157,239911,91744,68303,79864,-16,4,9,-5,-6,-16,11,-11,-16,-22,14,-8,-3
2014,CA,28,91996,0,120264,1,d,247733,123699,124034,721435,482278,239157,547313,239112,308201,721435,177313,160714,137513,103760,292855,129813,78066,84976,-16,4,9,-5,-6,-16,11,-11,-16,-22,20,-8,-4
2014,CA,29,50096,17045,67141,0,d,299097,151242,147855,718633,398751,319882,460398,82520,377878,718633,160569,147704,121447,72146,201576,104667,61668,35241,-16,4,9,-5,-6,-16,11,-11,-16,-22,26,-8,-6
2014,CA,3,79224,71036,150260,1,d,280859,140282,140577,720104,470612,249492,461728,111775,349953,720104,134747,134566,134512,93212,245160,109696,74339,61125,-16,4,9,-5,-6,-16,11,-11,-16,-22,26,-8,-3
2014,CA,30,86568,45315,131883,1,d,221188,109865,111323,754331,503027,251304,533567,226615,306952,754331,145960,161638,149839,110173,276791,101274,78914,96603,-16,4,9,-5,-6,-16,11,-11,-16,-22,25,-8,-4
2014,CA,31,51622,48162,99784,0,r,277272,135998,141274,738321,456059,282262,451284,103808,347476,738321,154455,141211,122221,72239,217372,103182,62427,51763,-16,4,9,-5,-6,-16,11,-11,-16,-22,30,-8,-3
2014,CA,32,50353,34053,84406,1,d,254619,125652,128967,735945,333747,402198,480548,96129,384419,735945,138182,149108,134374,95253,198676,87091,60330,51255,-16,4,9,-5,-6,-16,11,-11,-16,-22,22,-8,-5
2014,CA,33,108331,74700,183031,0,d,215044,104433,110611,714411,533125,181286,521423,333756,187667,714411,129174,151857,144207,118886,297852,79094,66656,152102,-16,4,9,-5,-6,-16,11,-11,-16,-22,17,-8,-2
2014,CA,34,61621,0,61621,1,d,347294,175682,171612,720406,307589,412817,483225,116516,366709,720406,164682,159969,118923,78323,239711,153066,56557,30088,-16,4,9,-5,-6,-16,11,-11,-16,-22,22,-8,-5
2014,CA,35,62255,0,62255,0,d,304903,154335,150568,732845,351243,381602,441060,61206,379854,732845,154845,151036,118337,60573,185910,85469,63598,36843,-16,4,9,-5,-6,-16,11,-11,-16,-22,28,-8,-5
2014,CA,36,72682,61457,134139,1,d,341515,170245,171270,746522,509325,237197,499548,103741,395807,746522,116547,133239,130886,145615,261820,143560,71856,46404,-16,4,9,-5,-6,-16,11,-11,-16,-22,28,-8,-3
2014,CA,37,96787,18051,114838,1,d,325076,156240,168836,723724,323503,400221,496720,184045,312675,723724,170092,153671,129435,88926,271981,136515,71408,64058,-16,4,9,-5,-6,-16,11,-11,-16,-22,38,-8,-3
2014,CA,38,58192,40288,98480,1,d,248835,121723,127112,720208,356390,363818,476194,99432,376762,720208,139498,145917,131809,96491,203362,81777,67797,53788,-16,4,9,-5,-6,-16,11,-11,-16,-22,23,-8,-5
2014,CA,39,41906,91319,133225,1,r,226535,111265,115270,716854,381654,335200,477219,189335,287884,716854,132190,146021,140016,96278,219406,70122,64813,84471,-16,4,9,-5,-6,-16,11,-11,-16,-22,16,-8,-4
2014,CA,4,0,211134,211134,1,r,263718,132208,131510,719688,620463,99225,512992,164062,348930,719688,94425,138103,160962,137704,267604,99731,82111,85762,-16,4,9,-5,-6,-16,11,-11,-16,-22,22,-8,-4
2014,CA,40,49379,0,49379,1,d,339679,167956,171723,713940,387047,326893,421698,38925,382773,713940,145596,145809,111232,55925,179453,110069,51075,18309,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-5
2014,CA,41,46948,35936,82884,1,d,299802,149029,150773,739287,391578,347709,435655,65149,370506,739287,150994,141385,118762,66896,191499,86408,66154,38937,-16,4,9,-5,-6,-16,11,-11,-16,-22,30,-8,-4
2014,CA,42,38850,74540,113390,1,r,260371,129110,131261,754191,507575,246616,478216,115917,362299,754191,135257,155896,134298,85783,219885,74632,73442,71811,-16,4,9,-5,-6,-16,11,-11,-16,-22,28,-8,-4
2014,CA,43,69681,28521,98202,1,d,313413,149970,163443,731916,275481,456435,475266,115238,360028,731916,147734,149428,128643,82190,240996,123724,68469,48803,-16,4,9,-5,-6,-16,11,-11,-16,-22,38,-8,-5
2014,CA,44,59670,0,68862,1,d,322862,160028,162834,726147,329140,397007,432835,48031,384804,726147,157521,138797,116481,61865,184112,98784,54796,30532,-16,4,9,-5,-6,-16,11,-11,-16,-22,33,-8,-5
2014,CA,45,56819,106083,162902,0,r,250681,122039,128642,763368,485882,277486,518162,267579,250583,763368,131076,162323,150423,102060,265906,70268,71148,124490,-16,4,9,-5,-6,-16,11,-11,-16,-22,15,-8,-3
2014,CA,46,49738,33577,83315,1,d,332972,169028,163944,730783,441838,288945,448006,79715,368291,730783,159867,149748,113578,64460,187247,85170,63151,38926,-16,4,9,-5,-6,-16,11,-11,-16,-22,22,-8,-5
2014,CA,47,69091,54309,123400,0,d,250424,123008,127416,718747,409600,309147,484613,143874,340739,718747,137341,153191,137762,89115,242825,104757,69982,68086,-16,4,9,-5,-6,-16,11,-11,-16,-22,22,-8,-4
2014,CA,48,62713,112082,174795,0,r,216462,107249,109213,726491,473787,252704,523123,229571,293552,726491,136058,148876,154114,115597,268779,80990,75743,112046,-16,4,9,-5,-6,-16,11,-11,-16,-22,15,-8,-3
2014,CA,49,64981,98161,163142,1,r,271423,137220,134203,728456,582666,145790,482657,212543,270114,728456,133572,149307,134476,103754,251417,82160,69964,99293,-16,4,9,-5,-6,-16,11,-11,-16,-22,24,-8,-3
2014,CA,5,129613,0,171148,1,d,276345,133588,142757,722814,468352,254462,497276,157770,339506,722814,129579,135604,148928,115118,265421,101943,84501,78977,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-4
2014,CA,50,45302,111997,157299,1,r,316055,158737,157318,737332,572093,165239,488174,137100,351074,737332,129270,142947,143558,102746,239592,94904,75314,69374,-16,4,9,-5,-6,-16,11,-11,-16,-22,25,-8,-4
2014,CA,51,56373,25577,81950,1,d,294389,149040,145349,720935,464135,256800,439562,61344,378218,720935,160959,135158,112424,76301,194825,112206,53117,29502,-16,4,9,-5,-6,-16,11,-11,-16,-22,28,-8,-6
2014,CA,52,98826,92746,191572,0,d,267669,135021,132648,759602,523582,236020,524637,303752,220885,759602,172454,153448,141187,96469,282394,83197,77846,121351,-16,4,9,-5,-6,-16,11,-11,-16,-22,17,-8,-3
2014,CA,53,87104,60940,148044,1,d,271812,133525,138287,753810,492579,261231,516761,184837,331924,753810,177295,149040,135837,94491,265815,102346,86881,76588,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-4
2014,CA,6,97008,36448,133456,1,d,269656,131873,137783,737671,379085,358586,473539,123773,349766,737671,160853,142674,124567,83495,264422,140520,73155,50747,-16,4,9,-5,-6,-16,11,-11,-16,-22,31,-8,-4
2014,CA,7,92521,91066,183587,1,d,195167,95237,99930,736555,486767,249788,499117,162986,336131,736555,132072,145936,146648,104127,258041,97056,80515,80470,-16,4,9,-5,-6,-16,11,-11,-16,-22,25,-8,-4
2014,CA,8,37056,77480,114536,1,r,264334,130813,133521,715953,541202,174751,442481,69745,372736,715953,126744,129157,129768,91372,231229,122113,70899,38217,-16,4,9,-5,-6,-16,11,-11,-16,-22,33,-8,-3
2014,CA,9,63475,57729,121204,1,d,280729,139530,141199,738320,403121,335199,461250,91471,369779,738320,124156,143117,133581,90961,230743,106222,67166,57355,-16,4,9,-5,-6,-16,11,-11,-16,-22,28,-8,-4
2014,CO,1,183281,80682,278494,1,d,386104,193224,192880,788694,630280,158414,555283,245747,309536,788694,201204,167694,135571,87451,332241,145739,98784,87718,-16,4,9,-5,-6,-16,11,-11,-16,-22,35,-8,-3
2014,CO,2,196300,149645,345945,1,d,325359,165642,159717,765721,695480,70241,510400,268859,241541,765721,151676,148402,157460,100906,300661,107586,93772,99303,-16,4,9,-5,-6,-16,11,-11,-16,-22,24,-8,-3
2014,CO,3,100364,163011,281141,1,r,389312,195098,194214,729368,643028,86340,497871,152715,345156,729368,122232,134947,152256,115912,282857,141709,87121,54027,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-4
2014,CO,4,83727,185292,286507,0,r,365727,184332,181395,768242,683435,84807,498558,163580,334978,768242,124865,159086,148393,96036,272870,103729,88430,80711,-16,4,9,-5,-6,-16,11,-11,-16,-22,27,-8,-4
2014,CO,5,105673,157182,262855,1,r,303534,154611,148923,759664,613785,145879,496820,171853,324967,759664,150903,144602,143178,96351,283910,123506,93125,67279,-16,4,9,-5,-6,-16,11,-11,-16,-22,37,-8,-3
2014,CO,6,118847,143467,276440,1,r,326512,161444,165068,772966,575067,197899,506049,212430,293619,772966,137344,170403,141003,85399,277454,95307,89302,92845,-16,4,9,-5,-6,-16,11,-11,-16,-22,36,-8,-4
2014,CO,7,148225,120918,269143,1,d,369161,184869,184292,771211,679306,91905,519482,159028,360454,771211,153229,155290,147917,97517,289599,117317,97756,74526,-16,4,9,-5,-6,-16,11,-11,-16,-22,26,-8,-3
2014,CT,1,127430,78609,217881,1,d,255622,123250,132372,711205,502787,208418,495550,178908,316642,711205,116397,139431,152163,114464,279974,109415,83870,86689,-16,4,9,-5,-6,-16,11,-11,-16,-22,45,-8,-3
2014,CT,2,131294,80837,227936,1,d,247336,123113,124223,710798,612355,98443,487416,165040,322376,710798,110230,137965,155416,114850,267479,93295,87944,86240,-16,4,9,-5,-6,-16,11,-11,-16,-22,37,-8,-2
2014,CT,3,130009,69454,209939,1,d,305023,145712,159311,720986,539395,181591,497046,178345,318701,720986,131493,136499,147750,112824,278098,116079,77356,84663,-16,4,9,-5,-6,-16,11,-11,-16,-22,44,-8,-2
2014,CT,4,101401,88209,198800,1,d,316025,154177,161848,740215,536542,203673,496358,243812,252546,740215,112467,155338,152408,102522,262907,80884,63911,118112,-16,4,9,-5,-6,-16,11,-11,-16,-22,39,-8,-2
2014,CT,5,106256,92404,213301,0,d,309752,152758,156994,713473,572870,140603,495448,174009,321439,713473,108555,146726,154172,110868,267359,101239,79152,86968,-16,4,9,-5,-6,-16,11,-11,-16,-22,35,-8,-2
