year,state,district,age_pop,allage_m,allage_f,age_18_plus,allage_citzenpct,race_pop,race_white,race_black,race_asian,race_hisp,ed_pop,ed_ba,ed_grdeg,age_20_24,age_25_34,age_35_44,age_45_54,age_55_59,age_60_64,age_21_plus,age_65_plus,inc_pop,inc_less_10,inc_10_14,inc_15_24,inc_25_34,inc_35_49,inc_50_74,inc_75_99,inc_100_149,inc_150_199,inc_200_plus
2012,CT,3,712314,341163,371151,568750,50.5,712314,535449,102655,34387,94807,493981,93133,76352,51007,95868,87380,112185,51462,42198,533700,104888,278565,19247,14069,27739,25424,31453,46599,36620,44026,19281,14107
2012,CT,4,728616,354519,374097,543388,59.9,728616,538426,96319,41669,135186,485963,133243,105670,38512,83872,98464,113544,50185,38792,517098,101106,258504,14097,9897,17909,18212,21660,38125,25744,40690,21162,51008
2012,CT,5,715753,348008,367745,554329,53.2,715753,580799,58750,27356,119172,490870,90180,74732,42160,84099,90479,116037,51330,41696,524808,107229,269974,16004,13865,25089,18913,33539,45983,34041,45084,18259,19197
2012,DC,1,632323,299036,333287,522871,59.8,632323,250657,321511,29132,62726,439531,100904,131887,59709,138878,85596,75628,34811,32717,486935,71901,266662,27616,11798,20449,19435,29096,36090,27005,41883,20977,32313
2012,DE,1,917092,444691,472401,712172,50.9,917092,639294,211941,35927,78813,618612,111921,70768,65736,113848,112221,133715,63733,54282,668279,140813,340308,19251,14879,32819,32799,45388,65872,47116,51186,16605,14393
2012,FL,1,721000,362317,358683,564938,46.7,721000,557371,111013,28914,42088,486991,80933,41969,54828,97240,85099,106975,49883,41242,530559,106552,274901,19256,14591,32182,32289,39732,56890,35318,29264,8928,6451
2012,FL,10,721521,350230,371291,568202,50.5,721521,557334,94152,30604,123578,507230,94159,47530,44185,97201,94668,101969,44349,40596,541475,128447,274774,18162,18052,33400,32389,42575,52372,29253,28824,9931,9816
2012,FL,11,705020,342384,362636,587035,35.8,705020,614056,66155,12129,62047,540056,63095,32587,32909,58728,65685,87459,49307,55897,565671,222980,290543,24445,21105,42309,42058,51869,53806,27299,19452,3704,4496
2012,FL,12,695511,334294,361217,556246,41.8,695511,615889,37677,23334,82478,506759,92080,50871,34805,68183,88171,105990,48732,48942,534484,146741,273360,16118,16330,34380,32077,43629,46605,31724,31580,10964,9953
2012,FL,13,701546,337675,363871,581905,45.9,701546,611070,49766,29386,65418,532262,97891,50026,37420,82100,80072,105346,54652,49956,561091,160136,312377,22750,19542,39810,41401,48693,56523,31265,32426,9508,10459
2012,FL,14,739489,366155,373334,569223,54.9,739489,472627,201209,27331,218834,492590,82088,43763,57367,121739,100775,102261,47292,37296,537667,83227,285409,32615,21754,41294,34994,42927,48699,22951,23156,7148,9871
2012,FL,15,702728,338034,364694,539298,49.0,702728,544054,102900,28122,119507,461316,84259,43090,54721,86213,90735,100130,45891,41131,505168,97216,253920,16658,13548,28149,32477,39988,48621,29578,24984,10446,9471
2012,FL,16,714190,342020,372170,588773,51.2,714190,631393,53713,14416,82529,541211,96491,63643,35281,63552,72625,93589,54096,50378,568536,206971,301484,17272,20728,36508,39081,42571,57569,34031,28954,12509,12261
2012,FL,17,711198,352903,358295,566311,57.6,711198,607161,68759,12552,119630,511515,60810,33351,39080,66034,77504,90842,44915,48445,540780,183775,266228,22280,16551,36216,35163,42145,51758,29437,23113,5142,4423
2012,FL,18,710837,344555,366282,573156,48.5,710837,575821,91206,18620,105991,521164,99135,57923,37972,73091,84404,100712,49677,49054,552380,164226,281363,17815,14126,32580,31078,44097,46225,32863,33108,12989,16482
2012,FL,19,722151,353448,368703,590810,57.1,722151,621818,61841,13992,126009,540578,96533,58749,35974,71080,76935,90283,46897,56490,568725,198893,283141,17810,13160,33501,34946,43342,54202,30882,28715,9966,16617
2012,FL,2,707654,356274,351380,568086,52.8,707654,488507,184260,17472,40448,461943,74853,51653,78378,94879,87791,95882,49129,38761,522566,95501,264243,28351,17214,32813,31655,39121,49126,27516,25668,6349,6430
2012,FL,20,730502,356100,374402,558739,54.2,730502,284808,402772,19874,142439,484985,55800,26557,55702,107988,94933,104561,42754,36129,528558,98620,246669,25298,20676,36043,35221,42678,43653,19800,16679,4048,2573
2012,FL,21,717852,345141,372711,566864,44.9,717852,570569,97715,28861,150261,509662,115606,65338,41294,72976,87448,103208,45553,40564,542794,159913,269288,15354,13649,28475,28589,36493,47036,33302,38914,13994,13482
2012,FL,22,702250,349626,352624,577942,54.0,702250,571528,88010,20472,152462,525450,117854,72558,37177,92535,87025,100841,48829,47368,556286,148852,299687,20111,15650,33197,32571,41943,55493,29645,37529,12988,20560
2012,FL,23,729345,353053,376292,578177,45.3,729345,552890,93007,33249,277766,519151,113752,76725,42561,90080,107693,114782,48204,43504,552708,114888,281081,21426,15805,33846,28288,37829,43764,30810,35764,14904,18645
2012,FL,24,725188,345970,379218,554396,47.7,725188,281513,408584,14155,228624,477822,62909,35220,57746,116744,104125,101374,41358,36354,522024,77867,232332,32446,15333,33050,28046,37133,37419,21869,17131,4866,5039
2012,FL,25,716312,346944,369368,554555,48.3,716312,625765,58161,14096,514498,486108,81776,35795,47610,89545,103950,108145,34974,41806,524182,107688,213385,16282,12688,24717,24912,34110,39761,24939,24088,6903,4985
2012,FL,26,726532,355690,370842,583444,41.5,726532,618514,77166,17014,497543,508750,97727,44647,56318,97528,98458,116373,50901,38378,555826,107112,221191,18680,9380,26847,23131,32398,42022,24961,27483,8253,8036
2012,FL,27,726678,358407,368271,581374,48.5,726678,635134,63089,14134,523031,513159,91630,61412,48920,93694,103225,106286,43473,44270,552144,122211,248149,31158,17282,36271,27776,31010,33612,20850,24265,9598,16327
2012,FL,3,702872,351715,351157,558350,52.4,702872,554499,103669,27314,59862,461588,65732,45951,69573,87392,83011,90205,45302,45623,514195,110055,252817,25747,14179,37307,30979,38664,41423,27911,22499,7001,7107
2012,FL,4,706401,347834,358567,553288,49.5,706401,548004,105715,38853,58517,485059,96698,44372,51217,107077,92250,101872,47774,43723,527478,92363,264165,17759,12396,26856,29188,39648,52982,31973,33438,11580,8345
2012,FL,5,710781,342028,368753,529889,57.3,710781,276079,385627,22394,86933,449917,48617,19913,60130,100894,93567,94911,44050,37053,497143,79442,245010,30150,23634,45994,35298,35477,37171,18879,13252,3934,1221
2012,FL,6,711266,343667,367599,574259,39.7,711266,592847,81192,17232,48625,514624,94250,48705,40564,68200,78650,103102,53580,52931,545265,158161,281866,22792,18038,37465,33516,45462,47684,29377,27053,8494,11985
2012,FL,7,720817,353866,366951,567353,39.2,720817,590909,73376,30752,146362,479301,101499,54947,63242,97793,91501,105416,50283,38919,528882,95389,254413,16987,14464,29771,26373,35024,50266,28573,32042,10289,10624
2012,FL,8,703604,343338,360266,570059,41.9,703604,588973,78154,18544,67800,513991,86829,49978,39205,71353,72795,108651,56944,44669,544270,159579,282122,20836,16584,39541,34275,42374,50830,29692,29419,10049,8522
2012,FL,9,734323,367333,366990,553923,51.4,734323,553383,94727,43213,340921,470565,76930,35860,65458,107178,105709,98702,39836,37118,520943,82022,244025,18558,14890,29143,33297,43215,46407,28126,21921,4497,3971
2012,GA,1,714669,351885,362784,538114,61.1,714669,453912,223461,17267,47909,454731,67304,40059,61214,103569,88760,94000,43023,37230,500217,88149,258163,24316,17961,30216,28562,42262,48161,27489,24877,7424,6895
2012,GA,10,708026,343902,364124,536275,61.1,708026,492873,185808,18391,41079,445032,62658,41117,62700,87552,90506,95171,42472,40425,492085,88906,239862,25819,15654,27550,26594,34028,42771,27039,25465,8504,6438
2012,GA,11,708052,350176,357876,529138,60.9,708052,533677,116524,24776,82346,462708,117709,58318,47609,99659,111649,103043,40925,37113,502401,70319,262163,12941,8837,25466,24286,35005,51248,33180,38951,15662,16587
2012,GA,12,701142,348742,352400,530310,58.8,701142,419866,252217,13103,39154,444673,52956,36762,59114,97091,87520,90557,42692,39848,490494,86965,249417,32991,19569,32446,27073,36622,41667,26888,20352,6241,5568
2012,GA,13,707070,333349,373721,513871,62.1,707070,249382,407242,21474,78692,450422,84909,40635,43523,96966,106730,104211,40910,35317,483877,66288,240494,17425,14002,25652,30752,35013,45326,31094,26206,9151,5873
2012,GA,14,692581,341550,351031,512777,70.7,692581,595093,64705,8380,73465,449724,43080,27303,43124,85719,98055,97285,43218,36603,482509,88844,243283,22184,18519,32564,31274,38183,47267,23180,20698,5198,4216
2012,GA,2,693841,338561,355280,522877,64.2,693841,299910,366761,10498,30635,441785,46101,26717,52140,89937,83916,92718,46771,38565,483190,89878,251461,40697,22760,36223,30988,33992,40630,22581,15480,4049,4061
2012,GA,3,704557,339600,364957,525627,58.5,704557,500337,175358,16060,38503,460757,68666,42546,46931,84936,95990,101455,50227,37693,497091,90456,250868,19031,15479,29087,24315,34463,47498,31772,30494,10418,8311
2012,GA,4,714225,335316,378909,519988,60.0,714225,223432,429675,36514,59243,449767,79908,48982,47669,92054,105557,102502,48183,34099,487933,67372,245230,21263,12481,29599,29285,38367,48016,27674,25641,7571,5333
2012,GA,5,731123,359125,371998,577542,69.8,731123,237151,442666,30138,55213,479288,104523,79565,70845,139303,111440,88786,37030,37663,535309,65066,282775,37850,18584,34497,31329,35903,45887,23883,27331,12836,14675
2012,GA,6,716576,354574,362002,538081,62.7,716576,512315,97345,78824,88191,484813,179362,101813,36698,105916,110226,112225,45886,36175,514450,74385,268817,12159,8211,17452,22784,27987,43512,33813,42771,24676,35452
2012,GA,7,716539,356557,359982,514444,57.5,716539,411591,140733,95769,141061,455515,119153,53849,42388,94506,121734,110883,39909,30280,489558,58203,232974,12001,6881,24537,20427,28914,41382,30293,38172,15101,15266
2012,GA,8,705710,348172,357538,528480,61.0,705710,452548,220956,12924,44227,451751,52417,35465,55293,92550,89396,93916,44229,38531,497140,93129,253345,29899,18575,37968,25927,36728,43576,25573,24183,5696,5220
2012,GA,9,705834,349544,356290,536674,74.4,705834,610759,51788,10053,84625,472872,62011,33387,46361,80143,91081,101101,46553,42598,509023,111396,254056,20515,17790,33694,31593,38859,48636,26468,23904,6884,5713
2012,HI,1,692981,349453,343528,553356,43.6,692981,129102,24177,465064,55411,483888,108687,55839,52386,100251,93127,91193,43086,42885,524347,113346,228099,13232,8105,15036,16502,27131,40619,35536,39892,18437,13609
2012,HI,2,699332,351743,347589,536076,45.6,699332,218150,20476,319980,76332,468393,77899,43791,50740,99057,82015,94505,49356,46383,510506,97077,219649,14464,8584,20195,16284,28148,42322,31079,36389,12263,9921
2012,IA,1,766320,379260,387060,589350,58.4,766320,707238,31640,12663,26219,507313,88831,39806,60148,93403,87117,106419,52473,46611,552785,121290,302029,17808,15279,30966,36035,42620,65239,42362,35320,8863,7537
2012,IA,2,769399,382114,387285,594876,65.4,769399,702850,35471,18051,39041,511253,87678,50343,59422,98108,90379,106712,53289,46965,556128,115800,309724,22120,18090,35606,35274,46985,60221,38144,35844,8907,8533
2012,IA,3,779001,383063,395938,582194,58.2,779001,698166,38280,23212,48902,516110,116049,45507,46869,110529,102435,107303,49844,44504,553196,101495,307376,19134,14563,29353,30330,41772,63812,42856,42216,12244,11096
2012,IA,4,759466,379670,379796,585100,64.2,759466,709693,14326,13602,46482,502317,75773,32333,58223,87591,80513,103763,51626,47791,547600,131033,307919,21252,20297,38452,36325,47004,62636,37865,29566,8263,6259
2012,ID,1,801178,402021,399157,590525,54.5,801178,743291,7286,15590,82969,519374,84373,39577,50845,98867,103389,103203,49317,51629,560618,112969,290844,19175,17428,35150,37198,46736,61752,32137,27338,9040,4890
2012,ID,2,794550,396691,397859,580451,65.6,794550,715080,8016,18685,102190,493412,90647,43296,62096,111562,93050,99072,47605,44060,542917,98063,292262,20923,16330,39185,36867,46091,57447,32990,27750,6955,7724
2012,IL,1,709052,332418,376634,537136,50.0,709052,287682,378029,13628,62965,467045,74524,48309,48000,90939,86166,103677,44173,41832,505089,100258,262145,29278,16535,34307,26824,33114,43040,27835,32616,11377,7219
2012,IL,10,709209,351929,357280,527254,50.7,709209,554691,52822,71306,161514,462589,116386,78916,43335,87875,95720,105176,44618,39163,495925,90037,245563,12559,8628,19731,21612,28924,41813,30803,36127,18221,27145
2012,IL,11,722173,359795,362378,527977,55.7,722173,479400,85949,56962,193834,457633,101154,54831,49087,100890,107114,97380,41534,38218,494570,72497,244110,11276,8016,19934,18575,34019,47591,37463,38861,16790,11585
2012,IL,12,707195,350877,356318,546517,53.9,707195,560562,128075,11523,20771,473297,65397,36787,53268,89781,84996,102137,50965,39101,515413,106317,273548,27075,17194,36951,33909,38028,50146,29878,27485,7838,5044
2012,IL,13,710784,350440,360344,565222,61.2,710784,584746,89233,27520,23201,454090,78378,53025,77550,90668,81067,89744,49638,40129,515193,102844,284018,27118,17398,35388,30154,40996,52144,35109,29869,8642,7200
2012,IL,14,721774,358710,363064,519782,47.6,721774,633360,28440,37229,77946,465078,114888,64599,36097,78709,108625,122034,44104,37523,492097,74083,245734,8555,6311,14731,15494,25412,42311,40295,50986,22970,18669
2012,IL,15,712171,354036,358135,547294,56.8,712171,659530,40023,5283,16974,483872,58735,27688,46009,84813,84188,104265,49357,43414,519661,117835,276412,19184,16977,37713,32173,42513,50939,34988,29872,6536,5517
2012,IL,16,706170,347815,358355,541259,52.6,706170,637721,33733,12300,60156,474494,63487,33908,47804,83929,88376,102279,48236,43068,512577,108606,267147,17291,12906,29867,25812,38321,53895,38435,33908,10428,6284
2012,IL,17,703477,346563,356914,544223,59.8,703477,580899,88553,10477,59946,477088,53755,27068,48768,85652,82665,97669,51891,42080,516729,117131,287465,26405,17484,38950,37307,42162,55302,33055,26423,6266,4111
2012,IL,18,720113,354541,365572,558676,55.6,720113,655229,34633,20454,18615,491760,101553,48558,47955,87675,90240,104237,50416,45686,529306,113506,283978,14824,11784,27164,28064,38517,54812,42230,42123,13510,10950
2012,IL,2,709903,331713,378190,533570,50.7,709903,268842,403120,6778,94288,460938,61761,34626,50714,87825,86017,103933,47682,39402,501948,96079,258134,32473,17927,27901,27531,37279,45798,29896,27780,8149,3400
2012,IL,3,704438,346735,357703,532952,48.5,704438,544699,36989,34231,205712,469853,74801,42849,46132,95710,94148,99468,47706,40678,506855,92143,238923,10949,9891,25540,23264,30296,44528,35395,36420,12558,10082
2012,IL,4,712964,363279,349685,514640,67.6,712964,439311,37247,25361,503302,437294,57751,25431,56447,123416,110862,85255,35860,24760,482837,57141,215933,16336,13502,28955,29729,36382,39743,21478,18039,7106,4663
2012,IL,5,718231,348553,369678,588185,43.8,718231,580321,24017,53583,148036,518226,156637,100340,55734,152866,109947,89708,41394,35175,566124,89136,298897,19313,11912,27165,22868,35208,49777,37215,46046,20357,29036
2012,IL,6,725312,353355,371957,549512,43.6,725312,620413,24640,62821,64254,498760,153675,97980,33695,81990,94871,123023,56238,46382,524590,96256,262191,7717,6572,14994,16596,23536,40264,35359,54412,28328,34413
2012,IL,7,736759,351191,385568,569386,61.3,736759,241277,384722,54976,108188,485201,102094,82506,61170,142785,101426,86044,42081,36501,534115,76364,290308,40859,21295,30619,26679,33149,42640,30047,31432,12987,20601
2012,IL,8,726418,363407,363011,542847,55.4,726418,505409,43874,89371,204250,481192,107685,50300,44215,114200,102167,107058,45842,38794,518017,73131,250448,11089,6394,20524,21214,35202,51094,38409,43789,12486,10247
2012,IL,9,719112,351296,367816,565772,45.1,719112,524545,70884,105352,76056,500485,141687,115284,46547,102365,91184,101776,48866,43946,538474,112348,285240,23378,14084,25347,24055,36154,46775,32506,38096,18790,26055
2012,IN,1,721586,352633,368953,545683,51.9,721586,505137,149591,12198,104003,480676,66190,31870,46506,90696,91630,103967,49803,44854,518258,99726,262858,21505,15391,28902,25745,38268,48158,34738,34827,9770,5554
2012,IN,2,718237,356064,362173,537556,65.9,718237,624834,57547,10568,61169,466227,61239,34539,50785,86134,87794,99401,48975,42014,505319,101909,268278,18301,15143,34781,33796,45785,54262,30541,25489,5240,4940
2012,IN,3,725862,357725,368137,535481,67.2,725862,639112,54341,13835,41206,468506,67366,32903,46203,89458,90901,98984,46968,43570,504110,98625,274733,16895,13878,33184,33582,47485,58035,32273,26620,6496,6285
2012,IN,4,730336,365620,364716,561006,72.8,730336,668395,31325,19808,40251,468295,68660,38116,65515,92070,88875,101721,46531,40308,519433,98790,274260,17935,14210,30696,31633,44677,52421,36163,31861,9143,5521
2012,IN,5,734074,357577,376497,549085,52.2,734074,624451,69790,26174,28836,489601,130487,77029,43535,98804,100826,106874,47822,42014,525619,93261,284174,13692,11180,25447,28385,39857,49158,39421,42780,17375,16879
2012,IN,6,720934,353629,367305,553117,63.2,720934,672514,21012,9113,15173,480390,54461,32788,49837,78914,92018,103900,50404,43567,520432,111587,273132,20637,17326,34697,34987,43728,54326,34130,23125,5949,4227
2012,IN,7,735936,355149,380787,544135,78.0,735936,439760,224403,18286,79408,468482,69184,34389,56140,117651,95126,101174,43594,34762,513230,76175,283415,33792,22696,39132,36948,43783,49335,27609,20549,5605,3966
2012,IN,8,722056,359264,362792,558429,36.7,722056,668105,36921,8241,15907,484335,57705,33733,52910,87274,84592,104943,52594,43507,525341,111425,281272,21631,16816,37525,33696,44471,54976,33976,26624,6631,4926
2012,IN,9,728313,359484,368829,563423,70.5,728313,670695,26242,18064,22947,472433,67918,43532,66092,90239,90718,102595,49210,41743,523708,97928,277955,22984,15784,32196,29543,44564,55509,33789,29962,6723,6901
2012,KS,1,725222,368618,356604,547980,69.6,725222,643345,32339,15306,106488,455529,67333,35834,64802,93180,78233,92430,46315,38691,504705,106680,278056,17944,16417,34183,36452,46362,58251,32054,24620,6072,5701
2012,KS,2,712841,353191,359650,548301,67.1,712841,626560,44167,13539,43088,464721,76455,50261,56797,89179,81872,96574,48713,42014,507665,106369,277653,20676,17954,35168,30912,42675,55664,31816,28627,8221,5940
2012,KS,3,731176,358286,372890,538764,61.5,731176,598855,73865,33965,84589,481975,135384,76695,40116,106000,100243,104275,48314,38609,515250,84534,282284,14293,10188,23438,25637,35811,52072,37444,48503,16365,18533
2012,KS,4,716666,354522,362144,529583,58.6,716666,600124,59520,26637,81611,460999,83727,40553,48540,94690,84692,97031,48753,39192,499144,96641,275918,19034,15519,34285,32034,44954,53191,32288,30660,6613,7340
2012,KY,1,725929,359005,366924,560480,57.3,725929,651933,57789,6112,18394,489181,43370,31437,51748,86788,87118,100280,50945,45852,530266,118198,283181,31437,22411,42483,38238,42945,48981,27688,20979,4622,3397
2012,KY,2,733449,357967,375482,557326,60.7,733449,656118,50902,12126,20906,483536,51557,36881,51710,90408,92429,108869,52181,39059,524363,100590,281491,24277,21611,35424,33041,43274,51619,33302,28363,5599,4981
2012,KY,3,732786,353766,379020,564753,61.4,732786,533501,167983,20516,33851,497873,89710,59705,49742,105284,92514,104094,51496,42375,538321,102110,301059,29621,20185,35600,34351,43479,53432,33047,33106,9089,9149
2012,KY,4,735547,365252,370295,551655,65.1,735547,681685,30346,10473,22406,489846,80535,46841,43226,94742,99315,109980,47006,47242,523628,91561,272932,20708,14450,28538,27571,35239,52472,37859,35747,10876,9472
2012,KY,5,716945,357775,359170,555908,45.1,716945,692387,12617,4389,5846,493284,29086,27558,44844,86110,97142,104887,50192,46724,527032,108229,276211,45352,28287,47462,33272,40500,40753,18568,15729,3437,2851
2012,KY,6,735759,361174,374585,572314,71.3,735759,628993,73565,15735,32632,481741,84721,57744,64892,98418,99231,100236,48421,42497,532888,92938,292130,29770,17577,36509,35975,41070,49624,33866,30800,8919,8020
2012,LA,1,766284,371140,395144,591413,57.8,766284,608985,110325,22955,59576,516288,92768,50488,53934,105024,92803,110972,52287,47331,558164,107871,291233,21937,16462,34087,31085,39499,50202,35497,36868,12296,13300
2012,LA,2,771285,369169,402116,585583,59.6,771285,248309,481884,19813,47702,503072,66405,38921,60207,115741,95600,107468,51311,45503,550249,87449,290219,43906,26141,42037,34081,39234,42852,25716,22921,7104,6227
2012,LA,3,762579,372503,390076,569598,73.5,762579,540355,196434,12350,24751,491714,64809,27024,57039,105482,91817,107596,49759,41918,537113,95142,286900,26698,23475,39074,30611,38058,47993,30751,29567,11264,9409
2012,LA,4,763545,376368,387177,574117,56.9,763545,467675,268503,9477,26920,495990,58352,36724,55431,102361,92772,100182,51011,43055,538829,106609,285128,28446,22741,40924,34287,39702,46930,28645,29109,7558,6786
2012,LA,5,758851,374198,384653,569780,63.6,758851,471738,274130,5365,14911,494398,54603,29628,54663,99147,93394,100087,51079,42974,537039,107717,276397,34409,28367,41907,32161,36404,42354,26625,22414,6879,4877
2012,LA,6,779349,385510,393839,592278,52.1,779349,554444,192716,17595,33776,505143,96286,44060,60784,117180,98777,106509,49866,39849,554345,92962,289596,22278,15809,27149,28960,38533,52430,38811,39542,13301,12783
2012,MA,1,723665,347694,375971,566949,46.8,723665,602686,53937,15683,114617,491869,85418,52881,49670,80695,85421,108387,54112,46527,530075,116727,282868,23866,19656,32604,26713,38008,50241,34974,34864,12035,9907
2012,MA,2,745433,363298,382135,581776,47.9,745433,635587,45824,41807,66984,487551,99405,76006,59527,87011,95455,115724,49331,44306,532699,95724,272895,18077,16190,24988,23997,29949,49089,34250,44446,17458,14451
2012,MA,3,735424,364184,371240,566492,47.1,735424,569930,39510,56469,123034,499051,100310,75943,45301,89496,98883,121806,51867,44169,534700,92830,271742,18034,13459,25894,19504,30037,41640,33357,47418,20850,21549
2012,MA,4,733708,349945,383763,562656,41.1,733708,643772,24415,50991,27876,494651,120379,120170,46278,80944,101033,115990,51577,41298,529245,103809,267385,14486,10699,18174,16246,24309,39807,32453,46790,27955,36466
2012,MA,5,743098,356077,387021,593081,52.5,743098,591804,44907,82883,57793,525566,139938,134805,45973,115067,103020,105965,48515,44793,560011,108206,290206,16232,10549,21646,19209,28665,41935,36851,54260,26385,34474
2012,MA,6,745067,364119,380948,584947,47.4,745067,642015,28753,34161,59676,521756,124336,84666,43170,84967,92320,123624,57164,47673,556901,116008,280209,13020,11716,20280,19511,26516,46100,36527,51590,27502,27447
2012,MA,7,745166,362070,383096,613598,58.7,745166,385974,229278,74435,153506,480274,98914,86949,96604,154757,94997,85996,37067,31264,551354,76193,279022,38060,16989,30794,21584,32267,44007,31277,36498,12167,15379
2012,MA,8,743817,356832,386985,590409,40.9,743817,586824,78861,57526,36365,529776,138409,82477,43535,116537,97831,109992,52437,41503,565752,111476,289685,15732,12136,22401,21717,32478,47062,36614,52358,24308,24879
2012,MA,9,730766,355534,375232,584981,37.7,730766,665304,28784,11561,34034,526115,104604,64335,42150,77242,88035,115242,54343,51195,559329,140058,288382,19222,15805,28385,24598,34372,51536,39395,42845,18556,13668
2012,MD,1,728148,358578,369570,571474,52.1,728148,603580,94032,17014,24593,500818,87606,58017,50777,75218,86861,116932,51482,51025,541492,119300,270272,13234,11695,23828,23052,30377,51540,35508,47832,18813,14393
2012,MD,2,732150,347144,385006,561771,56.5,732150,419782,251012,44122,42253,488724,83471,56327,53955,110533,98482,106637,44268,41410,530919,87394,273691,17326,12460,22060,23496,38913,53316,36705,43895,16199,9321
2012,MD,3,724325,349589,374736,569937,47.0,724325,473183,168182,60985,50256,499851,123005,107239,51457,115994,92520,103858,45535,41077,541649,100867,279449,12864,9411,21046,17563,28467,48080,36272,53710,25673,26363
2012,MD,4,733160,350821,382339,554087,61.4,733160,231641,399776,29642,114934,486912,90231,59119,48880,111522,102908,107923,48085,37999,526715,78475,261181,11592,6040,17057,19937,29635,52409,38750,48855,20681,16225
2012,MD,5,736564,362513,374051,564480,50.5,736564,391763,290344,36515,49894,481453,90422,70435,57608,89169,97818,117849,50466,44348,525596,81803,252854,10015,5878,12181,13080,24907,39840,37786,56917,29582,22668
2012,MD,6,743616,367342,376274,564832,49.8,743616,527449,103741,82415,93297,503538,104973,89975,44065,99155,105946,114275,49595,40842,538646,93725,267722,11587,11050,20030,19379,31309,47147,33812,44252,24866,24290
2012,MD,7,738549,349558,388991,575042,49.1,738549,259947,415623,49817,28074,493845,93140,82367,56872,102302,89108,110800,50287,43688,539035,97660,277649,29017,17558,29030,24753,36063,42473,27848,34378,16190,20339
2012,MD,8,748051,363746,384305,580005,55.4,748051,510345,98350,77021,107147,516994,123082,147578,43441,97733,102319,116602,49786,47097,552167,103457,274899,8869,6454,13550,14991,24773,42075,35665,55584,31001,41937
2012,ME,1,666642,323974,342668,532747,44.5,666642,631679,14083,12673,10689,478515,106882,58786,36496,76571,83687,106024,54018,45625,506555,112590,276675,17146,15014,27674,31070,41969,52303,36654,34302,10049,10494
2012,ME,2,662550,326740,335810,530458,49.4,662550,632649,7529,6789,7762,468502,64567,34494,42795,70780,78032,103996,54206,48105,502700,113383,277868,23663,20876,38236,35637,40704,57741,28995,23617,4068,4331
2012,MI,1,705862,360486,345376,569317,47.8,705862,652080,16074,6980,10118,509163,72121,41289,43365,73562,77376,105264,57909,54720,543051,140332,293940,25200,20247,42122,36681,48446,57852,31014,22150,5136,5092
2012,MI,10,702490,346344,356146,538516,36.7,702490,651214,26036,12628,20193,484209,65499,38108,38173,76522,92574,113700,48059,48090,514005,105264,268429,14850,13085,27719,28996,39645,52715,33483,37312,12775,7849
2012,MI,11,716311,351757,364554,551096,45.7,716311,596561,43569,64653,23208,494591,131510,86465,40458,85054,100600,117592,52699,39607,526539,99039,275638,13037,8483,20475,22071,33194,47806,38095,50222,19971,22284
2012,MI,12,707109,343100,364009,551953,48.7,707109,563767,88441,42514,37580,457661,76812,65181,67797,97397,88654,95771,47852,40869,510419,87118,272526,24590,13760,31902,30475,39120,45803,33822,33150,11308,8596
2012,MI,13,695949,336590,359359,519866,56.5,695949,262732,400586,10333,49148,442977,39629,20639,55863,87303,86972,95678,48047,39092,485363,85885,257233,47187,23262,41787,30289,36097,39512,19084,14724,3763,1528
2012,MI,14,697620,326045,371575,531576,45.1,697620,242371,406986,34605,31613,460031,74212,61297,50890,79935,88965,97536,50515,43488,498601,99592,265756,35726,22075,36424,29520,32345,42883,23994,23097,8844,10848
2012,MI,2,709805,353363,356442,536327,60.7,709805,618573,52409,17853,63122,463307,72444,32788,51718,90751,87253,101200,47510,39947,502038,96646,264639,17758,13999,32606,33013,42941,55290,32608,25195,6965,4264
2012,MI,3,715155,350634,364521,532790,64.1,715155,606698,74846,15201,50062,463637,87893,42800,49921,93886,88259,100192,50900,38737,504118,91663,266817,19709,14075,30935,29888,39274,53183,33021,29723,8743,8266
2012,MI,4,703135,351200,351935,551728,54.9,703135,662240,17733,8773,20961,469055,57961,35898,57729,76388,78790,101381,50405,45750,512631,116341,271283,21786,19083,35837,34270,43493,50507,29326,25348,6810,4823
2012,MI,5,697597,336663,360934,534810,50.0,697597,541363,134757,8547,30960,470369,53441,30634,46851,78520,84736,100448,51514,44402,506483,110749,280661,29465,19423,37522,39219,45690,50074,27977,22393,5116,3782
2012,MI,6,708661,349291,359370,542760,59.4,708661,603221,71374,13625,39147,466438,72244,44962,55701,82071,84141,101185,49762,44008,509607,105271,272772,24461,17878,35400,31398,41351,52542,30668,26066,7108,5900
2012,MI,7,702643,350899,351744,541572,53.3,702643,645176,37500,8648,28206,479214,68502,38068,42849,77923,86575,109319,51460,47957,512471,105980,267753,16524,15524,30883,28494,42521,55419,33159,31372,7920,5937
2012,MI,8,708716,347932,360784,548180,56.4,708716,613176,54037,30108,31798,456151,105168,68867,61814,78968,88258,107726,51534,41150,501661,88515,266089,19299,11643,23880,21806,33601,46672,36943,41884,16369,13992
2012,MI,9,712307,347125,365182,565246,42.7,712307,581254,88020,31955,18802,504215,84674,54297,45842,94009,92233,110036,53941,43768,542051,110228,295532,22021,13867,34483,33579,45060,53533,37139,34141,11923,9786
2012,MN,1,667630,330481,337149,511192,61.1,667630,616511,22309,17899,39524,441943,79918,37726,49458,86637,77681,91027,45857,37859,481880,102882,261295,14622,14090,25453,27360,39146,53761,37239,32266,9469,7889
